Element 1: (2, (3, 1), ['.', '%', 'G', '.'], [(18, 11), (3, 2), (12, 6)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'East', (4, 1))
Element 2: (2, (4, 1), ['', '%', 'G', '.'], [(17, 11), (4, 2), (12, 7)], [False, True, False, False], 96, False, [False, False, False, True], 58, 'East', (5, 1))
Element 3: (2, (5, 1), ['', '%', '%', '%'], [(17, 10), (4, 3), (13, 7)], [False, True, True, True], 94, False, [False, False, False, False], 97, 'West', (4, 1))
Element 4: (2, (4, 1), ['', '%', '', ''], [(17, 9), (5, 3), (14, 7)], [False, True, False, False], 92, False, [False, False, False, False], 126, 'West', (3, 1))
Element 5: (2, (3, 1), ['.', '%', '', ''], [(17, 8), (6, 3), (15, 7)], [False, True, False, False], 90, False, [True, False, False, False], 155, 'West', (2, 1))
Element 6: (2, (2, 1), ['.', '%', '', ''], [(17, 7), (7, 3), (16, 7)], [False, True, False, False], 88, False, [True, False, False, False], 194, 'West', (1, 1))
Element 7: (2, (1, 1), ['%', '%', '%', ''], [(17, 6), (7, 2), (16, 8)], [True, True, True, False], 86, False, [False, False, False, False], 1223, 'East', (2, 1))
Element 8: (2, (2, 1), ['', '%', '', ''], [(18, 6), (8, 2), (16, 9)], [False, True, False, False], 84, False, [False, False, False, False], 1252, 'North', (2, 2))
Element 9: (2, (2, 2), ['%', '', '.', ''], [(18, 5), (9, 2), (16, 10)], [True, False, False, False], 82, False, [False, False, True, False], 1281, 'North', (2, 3))
Element 10: (2, (2, 3), ['%', '', '.', '.'], [(18, 4), (10, 2), (15, 10)], [True, False, False, False], 80, False, [False, False, True, True], 1320, 'East', (3, 3))
Element 11: (2, (3, 3), ['', '', '.', ''], [(18, 3), (11, 2), (15, 11)], [False, False, False, False], 78, False, [False, False, True, False], 1359, 'North', (3, 4))
Element 12: (2, (3, 4), ['.', '', '.', '.'], [(18, 2), (12, 2), (15, 12)], [False, False, False, False], 76, False, [True, False, True, True], 1398, 'East', (4, 4))
Element 13: (2, (4, 4), ['', '', '.', '%'], [(18, 1), (13, 2), (15, 13)], [False, False, False, True], 74, False, [False, False, True, False], 1437, 'North', (4, 5))
Element 14: (2, (4, 5), ['.', '', '.', '.'], [(17, 1), (13, 3), (16, 13)], [False, False, False, False], 72, False, [True, False, True, True], 1476, 'East', (5, 5))
Element 15: (2, (5, 5), ['', '%', '.', '.'], [(16, 1), (14, 3), (17, 13)], [False, True, False, False], 70, False, [False, False, True, True], 2505, 'East', (6, 5))
Element 16: (2, (6, 5), ['', '.', '%', '.'], [(17, 1), (15, 3), (18, 13)], [False, False, True, False], 68, False, [False, True, False, True], 2534, 'East', (7, 5))
Element 17: (2, (7, 5), ['', '.', '.', '%'], [(17, 2), (16, 3), (17, 13)], [False, False, False, True], 66, False, [False, True, True, False], 2563, 'North', (7, 6))
Element 18: (2, (7, 6), ['%', '', '.', '.'], [(17, 3), (16, 4), (16, 13)], [True, False, False, False], 64, False, [False, False, True, True], 2592, 'East', (8, 6))
Element 19: (2, (8, 6), ['', '%', '.', '.'], [(17, 4), (16, 5), (15, 13)], [False, True, False, False], 62, False, [False, False, True, True], 2621, 'East', (9, 6))
Element 20: (2, (9, 6), ['', '.', '.', '.'], [(17, 5), (15, 5), (15, 12)], [False, False, False, False], 60, False, [False, True, True, True], 2650, 'East', (10, 6))
Element 21: (2, (10, 6), ['', '.', '.', '.'], [(16, 5), (15, 4), (14, 12)], [False, False, False, False], 58, False, [False, True, True, True], 2679, 'East', (11, 6))
Element 22: (2, (11, 6), ['', '.', '%', ''], [(16, 4), (14, 4), (14, 11)], [False, False, True, False], 56, False, [False, True, False, False], 2708, 'South', (11, 5))
Element 23: (2, (11, 5), ['.', '.', '', '%'], [(16, 3), (14, 5), (13, 11)], [False, False, False, True], 54, False, [True, True, False, False], 2737, 'South', (11, 4))
Element 24: (2, (11, 4), ['.', '.', '', '%'], [(15, 3), (13, 5), (13, 12)], [False, False, False, True], 52, False, [True, True, False, False], 2766, 'South', (11, 3))
Element 25: (2, (11, 3), ['.', '', '', '.'], [(15, 4), (13, 4), (13, 13)], [False, False, False, False], 50, False, [True, False, False, True], 2795, 'East', (12, 3))
Element 26: (2, (12, 3), ['', '', '%', ''], [(15, 5), (13, 5), (12, 13)], [False, False, True, False], 48, False, [False, False, False, False], 2814, 'East', (13, 3))
Element 27: (2, (13, 3), ['', '', 'G', ''], [(14, 5), (13, 4), (12, 12)], [False, False, False, False], 46, False, [False, False, False, False], 2823, 'East', (14, 3))
Element 28: (2, (14, 3), ['G', '%', 'G', ''], [(14, 4), (13, 3), (12, 11)], [False, True, False, False], 44, False, [False, False, False, False], 2832, 'East', (15, 3))
Element 29: (2, (15, 3), ['G', '%', '', ''], [(14, 3), (13, 4), (11, 11)], [False, True, False, False], 42, False, [False, False, False, False], 2841, 'East', (16, 3))
Element 30: (2, (16, 3), ['', '%', '', ''], [(13, 3), (14, 4), (10, 11)], [False, True, False, False], 40, False, [False, False, False, False], 2850, 'East', (17, 3))
Element 31: (2, (17, 3), ['', '', '', ''], [(13, 4), (15, 4), (10, 12)], [False, False, False, False], 38, False, [False, False, False, False], 2859, 'East', (18, 3))
Element 32: (2, (18, 3), ['', '', '', '%'], [(13, 5), (15, 5), (9, 12)], [False, False, False, True], 36, False, [False, False, False, False], 2868, 'North', (18, 4))
Element 33: (2, (18, 4), ['', '', '', '%'], [(13, 4), (14, 5), (9, 13)], [False, False, False, True], 34, False, [False, False, False, False], 2877, 'North', (18, 5))
Element 34: (2, (18, 5), ['', '', '', '%'], [(13, 3), (15, 5), (8, 13)], [False, False, False, True], 32, False, [False, False, False, False], 2886, 'North', (18, 6))
Element 35: (2, (18, 6), ['', '', '%', '%'], [(13, 2), (16, 5), (8, 12)], [False, False, True, True], 30, False, [False, False, False, False], 2895, 'West', (17, 6))
Element 36: (2, (17, 6), ['%', '', '', ''], [(12, 2), (16, 4), (8, 11)], [True, False, False, False], 28, False, [False, False, False, False], 2904, 'North', (17, 7))
Element 37: (2, (17, 7), ['', '', '', '%'], [(12, 1), (15, 4), (9, 11)], [False, False, False, True], 26, False, [False, False, False, False], 2923, 'North', (17, 8))
Element 38: (2, (17, 8), ['', '', '', '%'], [(11, 1), (16, 4), (9, 10)], [False, False, False, True], 24, False, [False, False, False, False], 2942, 'North', (17, 9))
Element 39: (2, (17, 9), ['', '', '', '%'], [(11, 2), (16, 3), (8, 10)], [False, False, False, True], 22, False, [False, False, False, False], 2951, 'North', (17, 10))
Element 40: (2, (17, 10), ['', '', '', ''], [(11, 3), (15, 3), (9, 10)], [False, False, False, False], 20, False, [False, False, False, False], 2950, 'East', (18, 10))
Element 41: (2, (18, 10), ['', '%', '', '%'], [(10, 3), (15, 4), (9, 11)], [False, True, False, True], 18, False, [False, False, False, False], 2959, 'North', (18, 11))
