Element 1: (3, (6, 10), ['.', '.', '%', '%'], [(16, 13), (2, 13), (7, 5)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (6, 9))
Element 2: (3, (6, 9), ['.', '.', '', '.'], [(17, 13), (3, 13), (7, 6)], [False, False, False, False], 96, False, [True, True, False, True], 68, 'East', (7, 9))
Element 3: (3, (7, 9), ['', '.', '%', '%'], [(18, 13), (3, 12), (8, 6)], [False, False, True, True], 94, False, [False, True, False, False], 107, 'South', (7, 8))
Element 4: (3, (7, 8), ['.', '.', '', '.'], [(17, 13), (4, 12), (9, 6)], [False, False, False, False], 92, False, [True, True, False, True], 136, 'East', (8, 8))
Element 5: (3, (8, 8), ['', '.', '%', '.'], [(16, 13), (4, 11), (10, 6)], [False, False, True, False], 90, False, [False, True, False, True], 165, 'East', (9, 8))
Element 6: (3, (9, 8), ['', '.', '%', 'F'], [(15, 13), (5, 11), (11, 6)], [False, False, True, False], 88, False, [False, True, False, False], 194, 'East', (10, 8))
Element 7: (3, (10, 8), ['', '.', '%', '.'], [(15, 12), (5, 10), (12, 6)], [False, False, True, False], 86, False, [False, True, False, True], 1223, 'East', (11, 8))
Element 8: (3, (11, 8), ['', '%', '.', '.'], [(15, 11), (5, 9), (12, 7)], [False, True, False, False], 84, False, [False, False, True, True], 1262, 'East', (12, 8))
Element 9: (3, (12, 8), ['', '', '.', '.'], [(15, 10), (4, 9), (13, 7)], [False, False, False, False], 82, False, [False, False, True, True], 1301, 'East', (13, 8))
Element 10: (3, (13, 8), ['', '', '%', '%'], [(16, 10), (4, 10), (14, 7)], [False, False, True, True], 80, False, [False, False, False, False], 1340, 'South', (13, 7))
Element 11: (3, (13, 7), ['', '%', '', ''], [(17, 10), (4, 9), (15, 7)], [False, True, False, False], 78, False, [False, False, False, False], 1359, 'East', (14, 7))
Element 12: (3, (14, 7), ['', '%', '%', ''], [(18, 10), (4, 8), (16, 7)], [False, True, True, False], 76, False, [False, False, False, False], 1388, 'East', (15, 7))
Element 13: (3, (15, 7), ['', '%', '.', ''], [(18, 11), (4, 7), (17, 7)], [False, True, False, False], 74, False, [False, False, True, False], 1417, 'North', (15, 8))
Element 14: (3, (15, 8), ['%', '', '.', '.'], [(17, 11), (5, 7), (17, 8)], [True, False, False, False], 72, False, [False, False, True, True], 1456, 'East', (16, 8))
Element 15: (3, (16, 8), ['', '', '.', ''], [(18, 11), (5, 6), (17, 9)], [False, False, False, False], 70, False, [False, False, True, False], 1485, 'North', (16, 9))
Element 16: (3, (16, 9), ['.', '', '', ''], [(18, 10), (5, 5), (17, 10)], [False, False, False, False], 68, False, [True, False, False, False], 1504, 'West', (15, 9))
Element 17: (3, (15, 9), ['.', '', '', ''], [(18, 11), (4, 5), (18, 10)], [False, False, False, False], 66, False, [True, False, False, False], 1523, 'West', (14, 9))
Element 18: (3, (14, 9), ['%', '%', '%', ''], [(17, 11), (4, 6), (18, 11)], [True, True, True, False], 64, False, [False, False, False, False], 1542, 'East', (15, 9))
Element 19: (3, (15, 9), ['', '', '', ''], [(17, 10), (3, 6), (17, 11)], [False, False, False, False], 62, False, [False, False, False, False], 1551, 'North', (15, 10))
Element 20: (3, (15, 10), ['%', '', '', ''], [(17, 9), (3, 5), (18, 11)], [True, False, False, False], 60, False, [False, False, False, False], 1560, 'East', (16, 10))
Element 21: (3, (16, 10), ['', '', '%', ''], [(17, 8), (3, 4), (18, 10)], [False, False, True, False], 58, False, [False, False, False, False], 1569, 'East', (17, 10))
Element 22: (3, (17, 10), ['', '', '', ''], [(17, 7), (4, 4), (18, 11)], [False, False, False, False], 56, False, [False, False, False, False], 1578, 'East', (18, 10))
Element 23: (3, (18, 10), ['', '%', '', '%'], [(17, 6), (4, 3), (17, 11)], [False, True, False, True], 54, False, [False, False, False, False], 1597, 'North', (18, 11))
Element 24: (3, (18, 11), ['', '', '%', '%'], [(18, 6), (5, 3), (17, 10)], [False, False, True, True], 52, False, [False, False, False, False], 1616, 'West', (17, 11))
Element 25: (3, (17, 11), ['%', '', '%', ''], [(18, 5), (6, 3), (16, 10)], [True, False, True, False], 50, False, [False, False, False, False], 1635, 'East', (18, 11))
Element 26: (3, (18, 11), ['', '', '%', '%'], [(18, 4), (7, 3), (16, 9)], [False, False, True, True], 48, False, [False, False, False, False], 1654, 'South', (18, 10))
Element 27: (3, (18, 10), ['', '%', '', '%'], [(18, 3), (7, 2), (16, 8)], [False, True, False, True], 46, False, [False, False, False, False], 2663, 'West', (17, 10))
Element 28: (3, (17, 10), ['', '', '', ''], [(18, 2), (8, 2), (15, 8)], [False, False, False, False], 44, False, [False, False, False, False], 2682, 'North', (17, 11))
Element 29: (3, (17, 11), ['%', '', '%', ''], [(18, 1), (9, 2), (15, 9)], [True, False, True, False], 42, False, [False, False, False, False], 2701, 'South', (17, 10))
Element 30: (3, (17, 10), ['', '', '', ''], [(17, 1), (10, 2), (15, 10)], [False, False, False, False], 40, False, [False, False, False, False], 2720, 'South', (17, 9))
Element 31: #1#
