Element 1: (3, (10, 3), ['.', 'G', '.', '.'], [(16, 1), (4, 3), (10, 2)], [False, False, False, False], 98, False, [True, False, True, True], 1019, 'East', (11, 3))
Element 2: (3, (11, 3), ['', 'G', '.', '.'], [(17, 1), (5, 3), (11, 2)], [False, False, False, False], 96, False, [False, False, True, True], 1048, 'East', (12, 3))
Element 3: (3, (12, 3), ['', 'G', '%', '.'], [(18, 1), (6, 3), (12, 2)], [False, False, True, False], 94, False, [False, False, False, True], 1087, 'East', (13, 3))
Element 4: (3, (13, 3), ['', 'G', '.', '.'], [(18, 2), (7, 3), (13, 2)], [False, False, False, False], 92, False, [False, False, True, True], 1126, 'East', (14, 3))
Element 5: (3, (14, 3), ['G', '%', '.', '.'], [(18, 3), (7, 2), (13, 3)], [False, True, False, False], 90, False, [False, False, True, True], 2145, 'East', (15, 3))
Element 6: (3, (15, 3), ['', '%', '.', '.'], [(18, 4), (8, 2), (13, 4)], [False, True, False, False], 88, False, [False, False, True, True], 2184, 'East', (16, 3))
Element 7: (3, (16, 3), ['', '%', '.', '.'], [(18, 5), (8, 3), (14, 4)], [False, True, False, False], 86, False, [False, False, True, True], 2223, 'East', (17, 3))
Element 8: (3, (17, 3), ['', '.', '.', ''], [(18, 6), (9, 3), (15, 4)], [False, False, False, False], 84, False, [False, True, True, False], 2262, 'North', (17, 4))
Element 9: (3, (17, 4), ['G', '', '.', ''], [(17, 6), (9, 4), (16, 4)], [False, False, False, False], 82, False, [False, False, True, False], 2301, 'North', (17, 5))
Element 10: (3, (17, 5), ['G', '', '', ''], [(17, 7), (10, 4), (16, 5)], [False, False, False, False], 80, False, [False, False, False, False], 2340, 'East', (18, 5))
Element 11: (3, (18, 5), ['', '', '', '%'], [(17, 8), (11, 4), (15, 5)], [False, False, False, True], 78, False, [False, False, False, False], 2369, 'North', (18, 6))
Element 12: (3, (18, 6), ['', '', '%', '%'], [(17, 9), (11, 5), (14, 5)], [False, False, True, True], 76, False, [False, False, False, False], 2398, 'West', (17, 6))
Element 13: (3, (17, 6), ['%', '', '', ''], [(17, 10), (11, 6), (13, 5)], [True, False, False, False], 74, False, [False, False, False, False], 2427, 'North', (17, 7))
Element 14: (3, (17, 7), ['.', '', '', '%'], [(18, 10), (12, 6), (14, 5)], [False, False, False, True], 72, False, [True, False, False, False], 2446, 'West', (16, 7))
Element 15: (3, (16, 7), ['.', '%', '.', ''], [(18, 11), (12, 7), (15, 5)], [False, True, False, False], 70, False, [True, False, True, False], 2475, 'North', (16, 8))
Element 16: (3, (16, 8), ['.', '', '.', ''], [(17, 11), (13, 7), (16, 5)], [False, False, False, False], 68, False, [True, False, True, False], 2504, 'North', (16, 9))
Element 17: (3, (16, 9), ['.', '', '.', ''], [(18, 11), (14, 7), (17, 5)], [False, False, False, False], 66, False, [True, False, True, False], 2523, 'North', (16, 10))
Element 18: (3, (16, 10), ['.', '', '%', ''], [(18, 10), (15, 7), (18, 5)], [False, False, True, False], 64, False, [True, False, False, False], 2542, 'West', (15, 10))
Element 19: (3, (15, 10), ['%', '.', '.', ''], [(17, 10), (15, 8), (18, 6)], [True, False, False, False], 62, False, [False, True, True, False], 2561, 'North', (15, 11))
Element 20: (3, (15, 11), ['.', '', '.', '%'], [(17, 11), (15, 9), (17, 6)], [False, False, False, True], 60, False, [True, False, True, False], 2580, 'North', (15, 12))
Element 21: (3, (15, 12), ['.', '', '.', '%'], [(17, 10), (14, 9), (17, 7)], [False, False, False, True], 58, False, [True, False, True, False], 2599, 'North', (15, 13))
Element 22: (3, (15, 13), ['%', '', '%', '.'], [(16, 10), (15, 9), (17, 8)], [True, False, True, False], 56, False, [False, False, False, True], 2608, 'East', (16, 13))
Element 23: (3, (16, 13), ['', '%', '%', '.'], [(16, 9), (14, 9), (17, 9)], [False, True, True, False], 54, False, [False, False, False, True], 2617, 'East', (17, 13))
Element 24: (3, (17, 13), ['', '%', '%', '.'], [(16, 8), (15, 9), (17, 10)], [False, True, True, False], 52, False, [False, False, False, True], 2626, 'East', (18, 13))
Element 25: (3, (18, 13), ['', '%', '%', '%'], [(16, 7), (15, 10), (18, 10)], [False, True, True, True], 50, False, [False, False, False, False], 2635, 'West', (17, 13))
Element 26: (3, (17, 13), ['', '%', '%', ''], [(15, 7), (16, 10), (18, 11)], [False, True, True, False], 48, False, [False, False, False, False], 2634, 'West', (16, 13))
Element 27: (3, (16, 13), ['', '%', '%', ''], [(15, 8), (17, 10), (17, 11)], [False, True, True, False], 46, False, [False, False, False, False], 2633, 'West', (15, 13))
Element 28: (3, (15, 13), ['%', '', '%', ''], [(15, 9), (18, 10), (18, 11)], [True, False, True, False], 44, False, [False, False, False, False], 2632, 'South', (15, 12))
Element 29: (3, (15, 12), ['.', '', '', '%'], [(15, 10), (17, 10), (18, 10)], [False, False, False, True], 42, False, [True, False, False, False], 2631, 'West', (14, 12))
Element 30: (3, (14, 12), ['.', '.', '%', ''], [(15, 11), (17, 9), (17, 10)], [False, False, True, False], 40, False, [True, True, False, False], 2640, 'South', (14, 11))
Element 31: (3, (14, 11), ['.', '%', '', ''], [(15, 12), (17, 8), (17, 11)], [False, True, False, False], 38, False, [True, False, False, False], 2649, 'West', (13, 11))
Element 32: (3, (13, 11), ['.', '%', '.', ''], [(15, 13), (17, 7), (17, 10)], [False, True, False, False], 36, False, [True, False, True, False], 2658, 'North', (13, 12))
Element 33: (3, (13, 12), ['.', '', '.', ''], [(16, 13), (17, 6), (16, 10)], [False, False, False, False], 34, False, [True, False, True, False], 2667, 'North', (13, 13))
Element 34: (3, (13, 13), ['.', '', '%', '%'], [(17, 13), (18, 6), (16, 9)], [False, False, True, True], 32, False, [True, False, False, False], 2676, 'West', (12, 13))
Element 35: (3, (12, 13), ['.', '.', '%', ''], [(18, 13), (18, 5), (16, 8)], [False, False, True, False], 30, False, [True, True, False, False], 2685, 'South', (12, 12))
Element 36: (3, (12, 12), ['%', '.', '', ''], [(17, 13), (18, 4), (16, 7)], [True, False, False, False], 28, False, [False, True, False, False], 2694, 'South', (12, 11))
Element 37: (3, (12, 11), ['.', '%', '', ''], [(16, 13), (18, 3), (15, 7)], [False, True, False, False], 26, False, [True, False, False, False], 2703, 'West', (11, 11))
Element 38: (3, (11, 11), ['.', '%', '%', ''], [(15, 13), (18, 2), (15, 8)], [False, True, True, False], 24, False, [True, False, False, False], 2712, 'West', (10, 11))
Element 39: (3, (10, 11), ['.', '%', '.', ''], [(15, 12), (17, 2), (15, 9)], [False, True, False, False], 22, False, [True, False, True, False], 2731, 'North', (10, 12))
Element 40: (3, (10, 12), ['.', '', '%', '%'], [(14, 12), (17, 3), (15, 10)], [False, False, True, True], 20, False, [True, False, False, False], 2740, 'West', (9, 12))
Element 41: (3, (9, 12), ['.', '.', '.', ''], [(14, 11), (17, 4), (15, 11)], [False, False, False, False], 18, False, [True, True, True, False], 2749, 'North', (9, 13))
Element 42: (3, (9, 13), ['.', '', '%', '%'], [(13, 11), (17, 5), (15, 12)], [False, False, True, True], 16, False, [True, False, False, False], 2758, 'West', (8, 13))
Element 43: (3, (8, 13), ['.', '.', '%', ''], [(13, 12), (16, 5), (15, 13)], [False, False, True, False], 14, False, [True, True, False, False], 2767, 'South', (8, 12))
Element 44: (3, (8, 12), ['.', '.', '', ''], [(13, 13), (16, 4), (16, 13)], [False, False, False, False], 12, False, [True, True, False, False], 2776, 'South', (8, 11))
Element 45: (3, (8, 11), ['.', '.', '', '.'], [(12, 13), (16, 3), (17, 13)], [False, False, False, False], 10, False, [True, True, False, True], 2785, 'East', (9, 11))
Element 46: (3, (9, 11), ['', '.', '', ''], [(11, 13), (15, 3), (18, 13)], [False, False, False, False], 8, False, [False, True, False, False], 2804, 'South', (9, 10))
Element 47: (3, (9, 10), ['.', '%', '', '%'], [(12, 13), (15, 4), (17, 13)], [False, True, False, True], 6, False, [True, False, False, False], 2813, 'West', (8, 10))
Element 48: (3, (8, 10), ['%', '%', '', ''], [(12, 12), (15, 5), (16, 13)], [True, True, False, False], 4, False, [False, False, False, False], 2822, 'East', (9, 10))
Element 49: (3, (9, 10), ['', '%', '', '%'], [(12, 11), (14, 5), (15, 13)], [False, True, False, True], 2, False, [False, False, False, False], 2821, 'North', (9, 11))
Element 50: (3, (9, 11), ['', '', '', ''], [(12, 11), (14, 5), (15, 13)], [False, False, False, False], 0, False, [False, False, False, False], 2820, 'Stop', (9, 11))
Element 51: #0#
