Element 1: (1, (7, 11), ['%', '%', '.', '.'], [(16, 10), (13, 7), (16, 5)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (8, 11))
Element 2: (1, (8, 11), ['', '.', '.', '.'], [(17, 10), (14, 7), (17, 5)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (9, 11))
Element 3: (1, (9, 11), ['', '.', '.', '.'], [(18, 10), (15, 7), (18, 5)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (10, 11))
Element 4: (1, (10, 11), ['', '%', '.', '.'], [(18, 11), (16, 7), (18, 6)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (11, 11))
Element 5: (1, (11, 11), ['', '%', '%', '.'], [(17, 11), (17, 7), (17, 6)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (12, 11))
Element 6: (1, (12, 11), ['', '%', '.', '.'], [(18, 11), (17, 8), (17, 7)], [False, True, False, False], 88, False, [False, False, True, True], 184, 'East', (13, 11))
Element 7: (1, (13, 11), ['', '%', '.', '.'], [(18, 10), (17, 9), (17, 8)], [False, True, False, False], 86, False, [False, False, True, True], 203, 'East', (14, 11))
Element 8: (1, (14, 11), ['', '%', '.', '.'], [(17, 10), (16, 9), (16, 8)], [False, True, False, False], 84, False, [False, False, True, True], 232, 'East', (15, 11))
Element 9: (1, (15, 11), ['', '', '.', '%'], [(17, 11), (15, 9), (15, 8)], [False, False, False, True], 82, False, [False, False, True, False], 261, 'North', (15, 12))
Element 10: (1, (15, 12), ['.', '', '.', '%'], [(17, 10), (14, 9), (15, 9)], [False, False, False, True], 80, False, [True, False, True, False], 280, 'North', (15, 13))
Element 11: (1, (15, 13), ['%', '', '%', '.'], [(17, 9), (14, 9), (16, 9)], [True, False, True, False], 78, False, [False, False, False, True], 289, 'East', (16, 13))
Element 12: (1, (16, 13), ['', '%', '%', '.'], [(17, 8), (14, 9), (16, 10)], [False, True, True, False], 76, False, [False, False, False, True], 298, 'East', (17, 13))
Element 13: (1, (17, 13), ['', '%', '%', '.'], [(17, 7), (15, 9), (17, 10)], [False, True, True, False], 74, False, [False, False, False, True], 307, 'East', (18, 13))
Element 14: (1, (18, 13), ['', '%', '%', '%'], [(17, 6), (16, 9), (18, 10)], [False, True, True, True], 72, False, [False, False, False, False], 316, 'West', (17, 13))
Element 15: (1, (17, 13), ['', '%', '%', ''], [(18, 6), (16, 10), (18, 11)], [False, True, True, False], 70, False, [False, False, False, False], 315, 'West', (16, 13))
Element 16: (1, (16, 13), ['', '%', '%', ''], [(18, 5), (17, 10), (17, 11)], [False, True, True, False], 68, False, [False, False, False, False], 314, 'West', (15, 13))
Element 17: (1, (15, 13), ['%', '', '%', ''], [(18, 4), (18, 10), (18, 11)], [True, False, True, False], 66, False, [False, False, False, False], 323, 'South', (15, 12))
Element 18: (1, (15, 12), ['.', '', '', '%'], [(18, 3), (17, 10), (18, 10)], [False, False, False, True], 64, False, [True, False, False, False], 332, 'West', (14, 12))
Element 19: (1, (14, 12), ['.', '', '%', ''], [(18, 2), (16, 10), (17, 10)], [False, False, True, False], 62, False, [True, False, False, False], 351, 'West', (13, 12))
Element 20: (1, (13, 12), ['.', '', '.', ''], [(18, 1), (15, 10), (17, 11)], [False, False, False, False], 60, False, [True, False, True, False], 370, 'North', (13, 13))
Element 21: (1, (13, 13), ['.', '', '%', '%'], [(17, 1), (15, 11), (17, 10)], [False, False, True, True], 58, False, [True, False, False, False], 389, 'West', (12, 13))
Element 22: (1, (12, 13), ['.', '.', '%', ''], [(16, 1), (15, 12), (17, 9)], [False, False, True, False], 56, False, [True, True, False, False], 1398, 'South', (12, 12))
Element 23: (1, (12, 12), ['%', '', '', ''], [(17, 1), (15, 13), (17, 10)], [True, False, False, False], 54, False, [False, False, False, False], 1407, 'North', (12, 13))
Element 24: (1, (12, 13), ['.', '', '%', ''], [(17, 2), (16, 13), (16, 10)], [False, False, True, False], 52, False, [True, False, False, False], 1416, 'West', (11, 13))
Element 25: (1, (11, 13), ['%', '%', '%', ''], [(17, 3), (17, 13), (15, 10)], [True, True, True, False], 50, False, [False, False, False, False], 1435, 'East', (12, 13))
Element 26: (1, (12, 13), ['', '', '%', ''], [(17, 4), (18, 13), (15, 11)], [False, False, True, False], 48, False, [False, False, False, False], 1444, 'East', (13, 13))
Element 27: (1, (13, 13), ['', '', '%', '%'], [(16, 4), (17, 13), (15, 12)], [False, False, True, True], 46, False, [False, False, False, False], 1453, 'South', (13, 12))
Element 28: (1, (13, 12), ['', '', '', ''], [(16, 3), (16, 13), (15, 13)], [False, False, False, False], 44, False, [False, False, False, False], 1462, 'West', (12, 12))
Element 29: (1, (12, 12), ['%', '', '', ''], [(15, 3), (17, 13), (16, 13)], [True, False, False, False], 42, False, [False, False, False, False], 1471, 'East', (13, 12))
Element 30: (1, (13, 12), ['', '', '', ''], [(15, 4), (17, 13), (15, 13)], [False, False, False, False], 40, False, [False, False, False, False], 1480, 'East', (14, 12))
Element 31: (1, (14, 12), ['', '', '%', 'G'], [(15, 5), (16, 13), (15, 12)], [False, False, True, False], 38, False, [False, False, False, False], 1489, 'West', (13, 12))
Element 32: (1, (13, 12), ['', '', '', 'G'], [(14, 5), (15, 13), (14, 12)], [False, False, False, False], 36, False, [False, False, False, False], 1498, 'South', (13, 11))
Element 33: (1, (13, 11), ['', '%', '', 'G'], [(14, 4), (15, 12), (14, 11)], [False, True, False, False], 34, False, [False, False, False, False], 1507, 'Stop', (13, 11))
Element 34: (1, (13, 11), ['', '%', '', ''], [(14, 3), (14, 12), (15, 11)], [False, True, False, False], 32, False, [False, False, False, False], 1516, 'West', (12, 11))
Element 35: (1, (12, 11), ['', '%', '', ''], [(13, 3), (14, 11), (15, 12)], [False, True, False, False], 30, False, [False, False, False, False], 1525, 'West', (11, 11))
Element 36: (1, (11, 11), ['', '%', '%', ''], [(13, 4), (13, 11), (14, 12)], [False, True, True, False], 28, False, [False, False, False, False], 1534, 'West', (10, 11))
Element 37: (1, (10, 11), ['', '%', '.', ''], [(13, 5), (13, 12), (15, 12)], [False, True, False, False], 26, False, [False, False, True, False], 1543, 'East', (11, 11))
Element 38: (1, (11, 11), ['', '%', '%', ''], [(13, 4), (13, 13), (15, 11)], [False, True, True, False], 24, False, [False, False, False, False], 1542, 'East', (12, 11))
Element 39: (1, (12, 11), ['', '%', '', ''], [(13, 3), (12, 13), (14, 11)], [False, True, False, False], 22, False, [False, False, False, False], 1541, 'North', (12, 12))
Element 40: (1, (12, 12), ['%', '', '', ''], [(13, 2), (11, 13), (15, 11)], [True, False, False, False], 20, False, [False, False, False, False], 1550, 'South', (12, 11))
Element 41: (1, (12, 11), ['', '%', '', ''], [(12, 2), (12, 13), (15, 10)], [False, True, False, False], 18, False, [False, False, False, False], 1559, 'Stop', (12, 11))
Element 42: (1, (12, 11), ['', '%', '', ''], [(12, 3), (13, 13), (16, 10)], [False, True, False, False], 16, False, [False, False, False, False], 1568, 'North', (12, 12))
Element 43: (1, (12, 12), ['%', '', '', 'G'], [(11, 3), (13, 12), (16, 9)], [True, False, False, False], 14, False, [False, False, False, False], 1577, 'South', (12, 11))
Element 44: (1, (12, 11), ['', '%', 'G', ''], [(11, 4), (12, 12), (15, 9)], [False, True, False, False], 12, False, [False, False, False, False], 1586, 'West', (11, 11))
Element 45: (1, (11, 11), ['', '%', '%', 'G'], [(11, 5), (12, 11), (15, 10)], [False, True, True, False], 10, False, [False, False, False, False], 1595, 'West', (10, 11))
Element 46: (1, (10, 11), ['', '%', '.', 'G'], [(11, 6), (11, 11), (15, 9)], [False, True, False, False], 8, False, [False, False, True, False], 1604, 'North', (10, 12))
Element 47: (1, (10, 12), ['.', 'G', '%', '%'], [(12, 6), (10, 11), (15, 8)], [False, False, True, True], 6, False, [True, False, False, False], 1623, 'West', (9, 12))
Element 48: (1, (9, 12), ['.', '', '.', 'G'], [(12, 7), (10, 12), (15, 7)], [False, False, False, False], 4, False, [True, False, True, False], 1642, 'North', (9, 13))
Element 49: (1, (9, 13), ['.', 'G', '%', '%'], [(12, 8), (9, 12), (16, 7)], [False, False, True, True], 2, False, [True, False, False, False], 1661, 'West', (8, 13))
Element 50: (1, (8, 13), ['.', 'G', '%', ''], [(12, 8), (8, 12), (15, 7)], [False, False, True, False], 0, False, [True, False, False, False], 1680, 'Stop', (8, 13))
Element 51: #0#
