Element 1: (0, (12, 6), ['.', '%', '.', '%'], [(9, 12), (11, 9), (15, 13)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (12, 7))
Element 2: (0, (12, 7), ['%', '', '.', '.'], [(10, 12), (12, 9), (16, 13)], [True, False, False, False], 96, False, [False, False, True, True], 39, 'East', (13, 7))
Element 3: (0, (13, 7), ['', '%', '.', '.'], [(10, 11), (12, 8), (17, 13)], [False, True, False, False], 94, False, [False, False, True, True], 78, 'East', (14, 7))
Element 4: (0, (14, 7), ['', '%', '%', '.'], [(11, 11), (13, 8), (18, 13)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (15, 7))
Element 5: (0, (15, 7), ['', '%', '.', '.'], [(12, 11), (13, 7), (17, 13)], [False, True, False, False], 90, False, [False, False, True, True], 136, 'East', (16, 7))
Element 6: (0, (16, 7), ['', '%', '.', '.'], [(13, 11), (14, 7), (16, 13)], [False, True, False, False], 88, False, [False, False, True, True], 155, 'East', (17, 7))
Element 7: (0, (17, 7), ['', '.', '.', '%'], [(14, 11), (15, 7), (15, 13)], [False, False, False, True], 86, False, [False, True, True, False], 174, 'North', (17, 8))
Element 8: (0, (17, 8), ['.', '', '.', '%'], [(15, 11), (15, 8), (15, 12)], [False, False, False, True], 84, False, [True, False, True, False], 213, 'North', (17, 9))
Element 9: (0, (17, 9), ['.', '', '.', '%'], [(15, 10), (16, 8), (14, 12)], [False, False, False, True], 82, False, [True, False, True, False], 252, 'North', (17, 10))
Element 10: (0, (17, 10), ['G', '', '.', '.'], [(16, 10), (16, 9), (13, 12)], [False, False, False, False], 80, False, [False, False, True, True], 291, 'East', (18, 10))
Element 11: (0, (18, 10), ['G', '%', '.', '%'], [(17, 10), (15, 9), (13, 13)], [False, True, False, True], 78, False, [False, False, True, False], 320, 'North', (18, 11))
Element 12: (0, (18, 11), ['G', '', '%', '%'], [(17, 11), (14, 9), (12, 13)], [False, False, True, True], 76, False, [False, False, False, False], 359, 'South', (18, 10))
Element 13: (0, (18, 10), ['', '%', 'G', '%'], [(18, 11), (15, 9), (12, 12)], [False, True, False, True], 74, False, [False, False, False, False], 368, 'West', (17, 10))
Element 14: (0, (17, 10), ['', '', '', 'G'], [(18, 10), (15, 10), (12, 11)], [False, False, False, False], 72, False, [False, False, False, False], 367, 'North', (17, 11))
