Element 1: (2, (12, 8), ['.', '', '.', '.'], [(13, 7), (9, 13), (15, 13)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (13, 8))
Element 2: (2, (13, 8), ['', '', '%', '%'], [(14, 7), (9, 12), (16, 13)], [False, False, True, True], 96, False, [False, False, False, False], 58, 'South', (13, 7))
Element 3: (2, (13, 7), ['', '%', '', ''], [(15, 7), (10, 12), (17, 13)], [False, True, False, False], 94, False, [False, False, False, False], 87, 'East', (14, 7))
Element 4: (2, (14, 7), ['', '%', '%', ''], [(16, 7), (10, 11), (18, 13)], [False, True, True, False], 92, False, [False, False, False, False], 116, 'East', (15, 7))
Element 5: (2, (15, 7), ['', '%', '.', ''], [(17, 7), (11, 11), (17, 13)], [False, True, False, False], 90, False, [False, False, True, False], 135, 'North', (15, 8))
Element 6: (2, (15, 8), ['%', '', '.', '.'], [(17, 8), (12, 11), (16, 13)], [True, False, False, False], 88, False, [False, False, True, True], 164, 'East', (16, 8))
Element 7: (2, (16, 8), ['', '', '.', ''], [(17, 9), (13, 11), (15, 13)], [False, False, False, False], 86, False, [False, False, True, False], 193, 'North', (16, 9))
Element 8: (2, (16, 9), ['.', '', '.', ''], [(17, 10), (14, 11), (15, 12)], [False, False, False, False], 84, False, [True, False, True, False], 232, 'North', (16, 10))
Element 9: (2, (16, 10), ['.', '', '%', ''], [(18, 10), (14, 12), (15, 11)], [False, False, True, False], 82, False, [True, False, False, False], 271, 'West', (15, 10))
Element 10: (2, (15, 10), ['%', '.', '', ''], [(18, 11), (13, 12), (14, 11)], [True, False, False, False], 80, False, [False, True, False, False], 300, 'South', (15, 9))
Element 11: (2, (15, 9), ['.', '', '', ''], [(17, 11), (13, 13), (14, 12)], [False, False, False, False], 78, False, [True, False, False, False], 329, 'West', (14, 9))
Element 12: (2, (14, 9), ['%', '%', '%', ''], [(18, 11), (12, 13), (13, 12)], [True, True, True, False], 76, False, [False, False, False, False], 348, 'East', (15, 9))
Element 13: (2, (15, 9), ['', '', '', ''], [(18, 10), (11, 13), (12, 12)], [False, False, False, False], 74, False, [False, False, False, False], 367, 'North', (15, 10))
Element 14: (2, (15, 10), ['%', '', '', ''], [(17, 10), (11, 13), (12, 13)], [True, False, False, False], 72, False, [False, False, False, False], 366, 'North', (15, 11))
Element 15: (2, (15, 11), ['', '', '', '%'], [(17, 11), (12, 13), (13, 13)], [False, False, False, True], 70, False, [False, False, False, False], 365, 'North', (15, 12))
Element 16: (2, (15, 12), ['', '', '', '%'], [(17, 10), (11, 13), (13, 12)], [False, False, False, True], 68, False, [False, False, False, False], 364, 'North', (15, 13))
Element 17: (2, (15, 13), ['%', '', '%', ''], [(17, 9), (12, 13), (12, 12)], [True, False, True, False], 66, False, [False, False, False, False], 363, 'East', (16, 13))
Element 18: (2, (16, 13), ['', '%', '%', ''], [(17, 8), (12, 12), (12, 11)], [False, True, True, False], 64, False, [False, False, False, False], 362, 'East', (17, 13))
Element 19: (2, (17, 13), ['', '%', '%', ''], [(17, 7), (13, 12), (13, 11)], [False, True, True, False], 62, False, [False, False, False, False], 361, 'East', (18, 13))
Element 20: (2, (18, 13), ['', '%', '%', '%'], [(17, 6), (14, 12), (12, 11)], [False, True, True, True], 60, False, [False, False, False, False], 370, 'West', (17, 13))
Element 21: (2, (17, 13), ['', '%', '%', ''], [(18, 6), (14, 12), (11, 11)], [False, True, True, False], 58, False, [False, False, False, False], 379, 'West', (16, 13))
Element 22: (2, (16, 13), ['', '%', '%', ''], [(18, 5), (14, 11), (10, 11)], [False, True, True, False], 56, False, [False, False, False, False], 388, 'West', (15, 13))
Element 23: (2, (15, 13), ['%', '', '%', ''], [(18, 4), (13, 11), (9, 11)], [True, False, True, False], 54, False, [False, False, False, False], 407, 'South', (15, 12))
Element 24: (2, (15, 12), ['', '', '', '%'], [(18, 3), (13, 12), (9, 10)], [False, False, False, True], 52, False, [False, False, False, False], 426, 'West', (14, 12))
Element 25: (2, (14, 12), ['', '', '%', ''], [(18, 2), (13, 11), (8, 10)], [False, False, True, False], 50, False, [False, False, False, False], 445, 'South', (14, 11))
Element 26: (2, (14, 11), ['', '%', '', ''], [(18, 1), (12, 11), (8, 11)], [False, True, False, False], 48, False, [False, False, False, False], 464, 'West', (13, 11))
Element 27: (2, (13, 11), ['', '%', '', ''], [(17, 1), (12, 12), (8, 12)], [False, True, False, False], 46, False, [False, False, False, False], 483, 'North', (13, 12))
Element 28: (2, (13, 12), ['', '', '', ''], [(16, 1), (12, 11), (7, 12)], [False, False, False, False], 44, False, [False, False, False, False], 1492, 'North', (13, 13))
Element 29: (2, (13, 13), ['', '', '%', '%'], [(17, 1), (11, 11), (7, 13)], [False, False, True, True], 42, False, [False, False, False, False], 1501, 'West', (12, 13))
Element 30: (2, (12, 13), ['', '', '%', ''], [(17, 2), (10, 11), (6, 13)], [False, False, True, False], 40, False, [False, False, False, False], 1520, 'South', (12, 12))
Element 31: (2, (12, 12), ['%', '', '', ''], [(17, 3), (9, 11), (6, 12)], [True, False, False, False], 38, False, [False, False, False, False], 1539, 'South', (12, 11))
Element 32: (2, (12, 11), ['', '%', '', ''], [(17, 4), (9, 10), (6, 13)], [False, True, False, False], 36, False, [False, False, False, False], 1548, 'West', (11, 11))
Element 33: (2, (11, 11), ['', '%', '%', ''], [(17, 5), (8, 10), (7, 13)], [False, True, True, False], 34, False, [False, False, False, False], 1557, 'West', (10, 11))
Element 34: (2, (10, 11), ['', '%', '', ''], [(16, 5), (8, 11), (8, 13)], [False, True, False, False], 32, False, [False, False, False, False], 1566, 'North', (10, 12))
Element 35: (2, (10, 12), ['', '', '%', '%'], [(16, 4), (7, 11), (9, 13)], [False, False, True, True], 30, False, [False, False, False, False], 1585, 'West', (9, 12))
Element 36: (2, (9, 12), ['', '', '', ''], [(16, 3), (7, 12), (8, 13)], [False, False, False, False], 28, False, [False, False, False, False], 1594, 'North', (9, 13))
Element 37: (2, (9, 13), ['', '', '%', '%'], [(15, 3), (8, 12), (7, 13)], [False, False, True, True], 26, False, [False, False, False, False], 1603, 'West', (8, 13))
Element 38: (2, (8, 13), ['', '', '%', ''], [(15, 4), (8, 11), (7, 12)], [False, False, True, False], 24, False, [False, False, False, False], 1612, 'South', (8, 12))
Element 39: (2, (8, 12), ['', '', '', ''], [(15, 5), (8, 12), (7, 11)], [False, False, False, False], 22, False, [False, False, False, False], 1621, 'South', (8, 11))
Element 40: (2, (8, 11), ['', '', '', ''], [(14, 5), (8, 13), (7, 12)], [False, False, False, False], 20, False, [False, False, False, False], 1630, 'East', (9, 11))
Element 41: (2, (9, 11), ['', '', '', ''], [(14, 4), (8, 12), (6, 12)], [False, False, False, False], 18, False, [False, False, False, False], 1639, 'South', (9, 10))
Element 42: (2, (9, 10), ['', '%', '', '%'], [(14, 3), (8, 11), (7, 12)], [False, True, False, True], 16, False, [False, False, False, False], 1648, 'West', (8, 10))
Element 43: (2, (8, 10), ['%', '%', '', ''], [(13, 3), (7, 11), (8, 12)], [True, True, False, False], 14, False, [False, False, False, False], 1657, 'East', (9, 10))
Element 44: (2, (9, 10), ['', '%', '', '%'], [(13, 4), (8, 11), (9, 12)], [False, True, False, True], 12, False, [False, False, False, False], 1666, 'North', (9, 11))
Element 45: (2, (9, 11), ['', '', '', ''], [(13, 5), (8, 10), (10, 12)], [False, False, False, False], 10, False, [False, False, False, False], 1675, 'West', (8, 11))
Element 46: (2, (8, 11), ['', '', '', ''], [(13, 4), (9, 10), (9, 12)], [False, False, False, False], 8, False, [False, False, False, False], 1674, 'South', (8, 10))
Element 47: (2, (8, 10), ['%', '%', '', ''], [(13, 3), (9, 11), (8, 12)], [True, True, False, False], 6, False, [False, False, False, False], 1673, 'North', (8, 11))
Element 48: (2, (8, 11), ['', '', '', ''], [(13, 2), (9, 10), (8, 13)], [False, False, False, False], 4, False, [False, False, False, False], 1682, 'West', (7, 11))
Element 49: (2, (7, 11), ['%', '%', '', ''], [(12, 2), (9, 11), (8, 12)], [True, True, False, False], 2, False, [False, False, False, False], 1691, 'North', (7, 12))
Element 50: (2, (7, 12), ['', '', '', ''], [(12, 2), (9, 11), (8, 11)], [False, False, False, False], 0, False, [False, False, False, False], 1690, 'Stop', (7, 12))
Element 51: #0#
