Element 1: (0, (11, 8), ['F', '%', '.', '.'], [(14, 5), (16, 4), (18, 5)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (10, 8))
Element 2: (0, (10, 8), ['.', '.', '%', ''], [(15, 5), (17, 4), (18, 6)], [False, False, True, False], 96, False, [True, True, False, False], 1029, 'South', (10, 7))
Element 3: (0, (10, 7), ['.', '.', '', '%'], [(16, 5), (18, 4), (17, 6)], [False, False, False, True], 94, False, [True, True, False, False], 1068, 'South', (10, 6))
Element 4: (0, (10, 6), ['.', '.', '', '.'], [(17, 5), (18, 3), (17, 7)], [False, False, False, False], 92, False, [True, True, False, True], 1107, 'East', (11, 6))
Element 5: (0, (11, 6), ['', '.', '%', '.'], [(18, 5), (18, 2), (17, 8)], [False, False, True, False], 90, False, [False, True, False, True], 1136, 'East', (12, 6))
Element 6: (0, (12, 6), ['', '%', '.', '%'], [(18, 6), (18, 1), (17, 9)], [False, True, False, True], 88, False, [False, False, True, False], 1165, 'North', (12, 7))
Element 7: (0, (12, 7), ['%', '', '.', '.'], [(17, 6), (17, 1), (17, 10)], [True, False, False, False], 86, False, [False, False, True, True], 1194, 'East', (13, 7))
Element 8: (0, (13, 7), ['', '%', '.', '.'], [(17, 7), (16, 1), (18, 10)], [False, True, False, False], 84, False, [False, False, True, True], 2213, 'East', (14, 7))
Element 9: (0, (14, 7), ['', '%', '%', '.'], [(16, 7), (17, 1), (18, 11)], [False, True, True, False], 82, False, [False, False, False, True], 2242, 'East', (15, 7))
Element 10: (0, (15, 7), ['', '%', '.', ''], [(16, 8), (17, 2), (17, 11)], [False, True, False, False], 80, False, [False, False, True, False], 2281, 'North', (15, 8))
Element 11: (0, (15, 8), ['%', '', '.', ''], [(16, 9), (17, 3), (18, 11)], [True, False, False, False], 78, False, [False, False, True, False], 2310, 'North', (15, 9))
Element 12: (0, (15, 9), ['.', '', '.', ''], [(16, 10), (16, 3), (18, 10)], [False, False, False, False], 76, False, [True, False, True, False], 2339, 'North', (15, 10))
Element 13: (0, (15, 10), ['%', '', '.', ''], [(17, 10), (15, 3), (18, 11)], [True, False, False, False], 74, False, [False, False, True, False], 2358, 'North', (15, 11))
Element 14: (0, (15, 11), ['.', '', '.', '%'], [(18, 10), (15, 4), (17, 11)], [False, False, False, True], 72, False, [True, False, True, False], 2377, 'North', (15, 12))
Element 15: (0, (15, 12), ['.', '', '.', '%'], [(18, 11), (14, 4), (17, 10)], [False, False, False, True], 70, False, [True, False, True, False], 2396, 'North', (15, 13))
Element 16: (0, (15, 13), ['%', '', '%', '.'], [(17, 11), (14, 3), (16, 10)], [True, False, True, False], 68, False, [False, False, False, True], 2415, 'East', (16, 13))
Element 17: (0, (16, 13), ['', '%', '%', '.'], [(18, 11), (13, 3), (16, 9)], [False, True, True, False], 66, False, [False, False, False, True], 2434, 'East', (17, 13))
