Element 1: (0, (13, 12), ['.', 'G', '.', '.'], [(2, 13), (13, 11), (14, 7)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (14, 12))
Element 2: (0, (14, 12), ['', 'G', '%', '.'], [(3, 13), (14, 11), (15, 7)], [False, False, True, False], 96, False, [False, False, False, True], 39, 'East', (15, 12))
Element 3: (0, (15, 12), ['', 'G', '.', '%'], [(3, 12), (15, 11), (16, 7)], [False, False, False, True], 94, False, [False, False, True, False], 78, 'North', (15, 13))
Element 4: (0, (15, 13), ['%', '', '%', '.'], [(4, 12), (15, 10), (17, 7)], [True, False, True, False], 92, False, [False, False, False, True], 117, 'East', (16, 13))
Element 5: (0, (16, 13), ['', '%', '%', '.'], [(4, 11), (16, 10), (17, 8)], [False, True, True, False], 90, False, [False, False, False, True], 156, 'East', (17, 13))
Element 6: (0, (17, 13), ['', '%', '%', '.'], [(5, 11), (17, 10), (17, 9)], [False, True, True, False], 88, False, [False, False, False, True], 195, 'East', (18, 13))
Element 7: (0, (18, 13), ['', '%', '%', '%'], [(5, 10), (18, 10), (16, 9)], [False, True, True, True], 86, False, [False, False, False, False], 234, 'West', (17, 13))
Element 8: (0, (17, 13), ['', '%', '%', ''], [(6, 10), (18, 11), (16, 8)], [False, True, True, False], 84, False, [False, False, False, False], 263, 'West', (16, 13))
Element 9: (0, (16, 13), ['', '%', '%', ''], [(6, 9), (17, 11), (15, 8)], [False, True, True, False], 82, False, [False, False, False, False], 292, 'West', (15, 13))
Element 10: (0, (15, 13), ['%', '', '%', ''], [(7, 9), (18, 11), (15, 9)], [True, False, True, False], 80, False, [False, False, False, False], 311, 'South', (15, 12))
Element 11: (0, (15, 12), ['', '', '', '%'], [(7, 8), (18, 10), (14, 9)], [False, False, False, True], 78, False, [False, False, False, False], 330, 'West', (14, 12))
Element 12: (0, (14, 12), ['', '', '%', ''], [(8, 8), (17, 10), (15, 9)], [False, False, True, False], 76, False, [False, False, False, False], 339, 'West', (13, 12))
Element 13: (0, (13, 12), ['.', '', '.', ''], [(9, 8), (17, 11), (15, 10)], [False, False, False, False], 74, False, [True, False, True, False], 348, 'North', (13, 13))
