Element 1: (0, (18, 10), ['.', '%', '.', '%'], [(1, 13), (7, 6), (13, 12)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (18, 11))
Element 2: (0, (18, 11), ['.', '', '%', '%'], [(2, 13), (8, 6), (14, 12)], [False, False, True, True], 96, False, [True, False, False, False], 39, 'West', (17, 11))
Element 3: (0, (17, 11), ['%', '.', '%', ''], [(3, 13), (9, 6), (15, 12)], [True, False, True, False], 94, False, [False, True, False, False], 78, 'South', (17, 10))
Element 4: (0, (17, 10), ['.', '.', '', ''], [(3, 12), (10, 6), (15, 13)], [False, False, False, False], 92, False, [True, True, False, False], 117, 'South', (17, 9))
Element 5: (0, (17, 9), ['.', '.', '', '%'], [(4, 12), (11, 6), (16, 13)], [False, False, False, True], 90, False, [True, True, False, False], 156, 'South', (17, 8))
Element 6: (0, (17, 8), ['.', '.', '', '%'], [(4, 11), (12, 6), (17, 13)], [False, False, False, True], 88, False, [True, True, False, False], 195, 'South', (17, 7))
Element 7: (0, (17, 7), ['.', '.', '', '%'], [(5, 11), (12, 7), (18, 13)], [False, False, False, True], 86, False, [True, True, False, False], 234, 'South', (17, 6))
Element 8: (0, (17, 6), ['%', '.', '', '.'], [(5, 10), (13, 7), (17, 13)], [True, False, False, False], 84, False, [False, True, False, True], 263, 'East', (18, 6))
Element 9: (0, (18, 6), ['', '.', '%', '%'], [(6, 10), (14, 7), (16, 13)], [False, False, True, True], 82, False, [False, True, False, False], 292, 'South', (18, 5))
Element 10: (0, (18, 5), ['.', '.', '', '%'], [(6, 9), (15, 7), (15, 13)], [False, False, False, True], 80, False, [True, True, False, False], 321, 'South', (18, 4))
Element 11: (0, (18, 4), ['.', '.', '', '%'], [(7, 9), (16, 7), (15, 12)], [False, False, False, True], 78, False, [True, True, False, False], 350, 'South', (18, 3))
Element 12: (0, (18, 3), ['.', '.', '', '%'], [(7, 8), (16, 8), (15, 11)], [False, False, False, True], 76, False, [True, True, False, False], 389, 'South', (18, 2))
Element 13: (0, (18, 2), ['.', '.', '', '%'], [(8, 8), (16, 9), (15, 10)], [False, False, False, True], 74, False, [True, True, False, False], 428, 'South', (18, 1))
Element 14: (0, (18, 1), ['.', '%', '', '%'], [(9, 8), (16, 10), (15, 9)], [False, True, False, True], 72, False, [True, False, False, False], 467, 'West', (17, 1))
Element 15: (0, (17, 1), ['F', '%', '.', ''], [(10, 8), (17, 10), (15, 8)], [False, True, False, False], 70, False, [False, False, True, False], 1486, 'West', (16, 1))
Element 16: (0, (16, 1), ['%', '%', '%', ''], [(11, 8), (18, 10), (16, 8)], [True, True, True, False], 68, False, [False, False, False, False], 2495, 'East', (17, 1))
Element 17: (0, (17, 1), ['', '%', '.', ''], [(12, 8), (18, 11), (17, 8)], [False, True, False, False], 66, False, [False, False, True, False], 2504, 'North', (17, 2))
Element 18: (0, (17, 2), ['%', '', '.', ''], [(13, 8), (17, 11), (17, 9)], [True, False, False, False], 64, False, [False, False, True, False], 2523, 'North', (17, 3))
Element 19: (0, (17, 3), ['.', '', '.', ''], [(13, 7), (18, 11), (17, 10)], [False, False, False, False], 62, False, [True, False, True, False], 2532, 'North', (17, 4))
Element 20: (0, (17, 4), ['.', '', '.', ''], [(14, 7), (18, 10), (17, 11)], [False, False, False, False], 60, False, [True, False, True, False], 2541, 'North', (17, 5))
Element 21: (0, (17, 5), ['.', '', '', ''], [(15, 7), (17, 10), (18, 11)], [False, False, False, False], 58, False, [True, False, False, False], 2550, 'West', (16, 5))
Element 22: (0, (16, 5), ['.', '.', '%', ''], [(16, 7), (17, 11), (18, 10)], [False, False, True, False], 56, False, [True, True, False, False], 2559, 'South', (16, 4))
Element 23: (0, (16, 4), ['.', '.', '', ''], [(17, 7), (17, 10), (18, 11)], [False, False, False, False], 54, False, [True, True, False, False], 2568, 'South', (16, 3))
Element 24: (0, (16, 3), ['.', '%', '', ''], [(17, 8), (17, 9), (17, 11)], [False, True, False, False], 52, False, [True, False, False, False], 2577, 'West', (15, 3))
Element 25: (0, (15, 3), ['.', '%', '.', ''], [(16, 8), (17, 8), (17, 10)], [False, True, False, False], 50, False, [True, False, True, False], 2586, 'North', (15, 4))
Element 26: (0, (15, 4), ['.', '', '.', ''], [(16, 9), (17, 7), (16, 10)], [False, False, False, False], 48, False, [True, False, True, False], 2595, 'North', (15, 5))
Element 27: (0, (15, 5), ['.', '', '%', ''], [(17, 9), (17, 6), (16, 9)], [False, False, True, False], 46, False, [True, False, False, False], 2604, 'West', (14, 5))
Element 28: (0, (14, 5), ['.', '.', '%', ''], [(17, 10), (18, 6), (16, 10)], [False, False, True, False], 44, False, [True, True, False, False], 2613, 'South', (14, 4))
Element 29: (0, (14, 4), ['.', '.', '', ''], [(18, 10), (18, 5), (17, 10)], [False, False, False, False], 42, False, [True, True, False, False], 2622, 'South', (14, 3))
Element 30: (0, (14, 3), ['.', '%', '', ''], [(18, 11), (18, 4), (17, 9)], [False, True, False, False], 40, False, [True, False, False, False], 2631, 'West', (13, 3))
Element 31: (0, (13, 3), ['.', '.', '.', ''], [(17, 11), (18, 3), (16, 9)], [False, False, False, False], 38, False, [True, True, True, False], 2640, 'North', (13, 4))
Element 32: (0, (13, 4), ['%', '', '.', ''], [(18, 11), (18, 2), (17, 9)], [True, False, False, False], 36, False, [False, False, True, False], 2649, 'North', (13, 5))
Element 33: (0, (13, 5), ['%', '', '%', ''], [(18, 10), (18, 1), (17, 8)], [True, False, True, False], 34, False, [False, False, False, False], 2658, 'South', (13, 4))
Element 34: (0, (13, 4), ['%', '', '', ''], [(17, 10), (17, 1), (17, 7)], [True, False, False, False], 32, False, [False, False, False, False], 2657, 'South', (13, 3))
