Element 1: (2, (4, 1), ['G', '%', '.', '.'], [(17, 13), (3, 1), (17, 2)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (5, 1))
Element 39: (2, (15, 8), ['%', '', '', ''], [(15, 3), (16, 4), (12, 11)], [True, False, False, False], 22, False, [False, False, False, False], 2771, 'North', (15, 9))
Element 40: (2, (15, 9), ['', '', '', ''], [(15, 4), (16, 5), (13, 11)], [False, False, False, False], 20, False, [False, False, False, False], 2780, 'North', (15, 10))
Element 41: (2, (15, 10), ['%', '', '', ''], [(15, 5), (16, 4), (12, 11)], [True, False, False, False], 18, False, [False, False, False, False], 2779, 'North', (15, 11))
Element 42: (2, (15, 11), ['', '', '', '%'], [(14, 5), (16, 5), (11, 11)], [False, False, False, True], 16, False, [False, False, False, False], 2788, 'North', (15, 12))
Element 43: (2, (15, 12), ['', '', '', '%'], [(14, 4), (17, 5), (10, 11)], [False, False, False, True], 14, False, [False, False, False, False], 2797, 'North', (15, 13))
Element 44: (2, (15, 13), ['%', '', '%', ''], [(14, 3), (18, 5), (10, 12)], [True, False, True, False], 12, False, [False, False, False, False], 2806, 'East', (16, 13))
Element 45: (2, (16, 13), ['', '%', '%', ''], [(13, 3), (18, 6), (9, 12)], [False, True, True, False], 10, False, [False, False, False, False], 2815, 'East', (17, 13))
Element 46: (2, (17, 13), ['', '%', '%', ''], [(12, 3), (17, 6), (9, 13)], [False, True, True, False], 8, False, [False, False, False, False], 2834, 'East', (18, 13))
Element 47: (2, (18, 13), ['', '%', '%', '%'], [(11, 3), (17, 7), (8, 13)], [False, True, True, True], 6, False, [False, False, False, False], 2853, 'West', (17, 13))
Element 48: (2, (17, 13), ['', '%', '%', ''], [(11, 4), (17, 8), (8, 12)], [False, True, True, False], 4, False, [False, False, False, False], 2872, 'West', (16, 13))
Element 49: (2, (16, 13), ['', '%', '%', ''], [(11, 5), (17, 9), (8, 11)], [False, True, True, False], 2, False, [False, False, False, False], 2891, 'West', (15, 13))
Element 50: (2, (15, 13), ['%', '', '%', ''], [(11, 5), (17, 9), (9, 11)], [True, False, True, False], 0, False, [False, False, False, False], 2900, 'Stop', (15, 13))
Element 51: #0#
