Element 1: (0, (10, 6), ['.', '.', '.', '.'], [(9, 2), (15, 13), (17, 6)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (11, 6))
Element 2: (0, (11, 6), ['', '.', '%', '.'], [(10, 2), (16, 13), (18, 6)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (12, 6))
Element 3: (0, (12, 6), ['', '%', '.', '%'], [(11, 2), (17, 13), (18, 5)], [False, True, False, True], 94, False, [False, False, True, False], 78, 'North', (12, 7))
Element 4: (0, (12, 7), ['%', '', '.', '.'], [(12, 2), (18, 13), (18, 4)], [True, False, False, False], 92, False, [False, False, True, True], 117, 'East', (13, 7))
Element 5: (0, (13, 7), ['', '%', '.', '.'], [(13, 2), (17, 13), (18, 3)], [False, True, False, False], 90, False, [False, False, True, True], 146, 'East', (14, 7))
Element 6: (0, (14, 7), ['', '%', '%', '.'], [(13, 3), (16, 13), (18, 2)], [False, True, True, False], 88, False, [False, False, False, True], 175, 'East', (15, 7))
Element 7: (0, (15, 7), ['', '%', '.', '.'], [(14, 3), (15, 13), (18, 1)], [False, True, False, False], 86, False, [False, False, True, True], 204, 'East', (16, 7))
Element 8: (0, (16, 7), ['', '%', '.', '.'], [(15, 3), (15, 12), (17, 1)], [False, True, False, False], 84, False, [False, False, True, True], 243, 'East', (17, 7))
Element 9: (0, (17, 7), ['', '', '.', '%'], [(16, 3), (15, 11), (16, 1)], [False, False, False, True], 82, False, [False, False, True, False], 1272, 'North', (17, 8))
Element 10: (0, (17, 8), ['.', '', '.', '%'], [(17, 3), (15, 10), (17, 1)], [False, False, False, True], 80, False, [True, False, True, False], 1301, 'North', (17, 9))
Element 11: (0, (17, 9), ['.', '', '.', '%'], [(17, 4), (16, 10), (17, 2)], [False, False, False, True], 78, False, [True, False, True, False], 1340, 'North', (17, 10))
Element 12: (0, (17, 10), ['', '', '.', '.'], [(17, 5), (16, 9), (17, 3)], [False, False, False, False], 76, False, [False, False, True, True], 1369, 'East', (18, 10))
Element 13: (0, (18, 10), ['', '%', '.', '%'], [(16, 5), (16, 8), (17, 4)], [False, True, False, True], 74, False, [False, False, True, False], 1398, 'North', (18, 11))
Element 14: (0, (18, 11), ['.', '', '%', '%'], [(16, 4), (15, 8), (17, 5)], [False, False, True, True], 72, False, [True, False, False, False], 1427, 'West', (17, 11))
Element 15: (0, (17, 11), ['%', '', '%', ''], [(15, 4), (15, 9), (16, 5)], [True, False, True, False], 70, False, [False, False, False, False], 1456, 'East', (18, 11))
Element 16: (0, (18, 11), ['', '', '%', '%'], [(15, 5), (14, 9), (16, 4)], [False, False, True, True], 68, False, [False, False, False, False], 1475, 'South', (18, 10))
