Element 1: (1, (7, 12), ['.', '.', '.', 'G'], [(18, 2), (8, 12), (18, 6)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (7, 13))
Element 2: (1, (7, 13), ['.', '', '%', '.'], [(18, 3), (9, 12), (18, 5)], [False, False, True, False], 96, False, [True, False, False, True], 48, 'East', (8, 13))
Element 3: (1, (8, 13), ['', '', '%', '.'], [(17, 3), (10, 12), (18, 4)], [False, False, True, False], 94, False, [False, False, False, True], 87, 'East', (9, 13))
Element 4: (1, (9, 13), ['', '', '%', '%'], [(16, 3), (10, 11), (17, 4)], [False, False, True, True], 92, False, [False, False, False, False], 126, 'South', (9, 12))
Element 5: (1, (9, 12), ['', '.', '', ''], [(16, 4), (11, 11), (17, 5)], [False, False, False, False], 90, False, [False, True, False, False], 155, 'South', (9, 11))
Element 6: (1, (9, 11), ['.', '.', '', ''], [(16, 5), (12, 11), (17, 6)], [False, False, False, False], 88, False, [True, True, False, False], 194, 'South', (9, 10))
Element 7: (1, (9, 10), ['.', '%', '', '%'], [(15, 5), (13, 11), (17, 7)], [False, True, False, True], 86, False, [True, False, False, False], 233, 'West', (8, 10))
Element 8: (1, (8, 10), ['%', '%', '.', ''], [(15, 4), (14, 11), (17, 8)], [True, True, False, False], 84, False, [False, False, True, False], 272, 'North', (8, 11))
Element 9: (1, (8, 11), ['.', '', '', ''], [(15, 3), (15, 11), (17, 9)], [False, False, False, False], 82, False, [True, False, False, False], 311, 'West', (7, 11))
Element 10: (1, (7, 11), ['%', '%', '', ''], [(14, 3), (15, 12), (17, 10)], [True, True, False, False], 80, False, [False, False, False, False], 350, 'East', (8, 11))
Element 11: (1, (8, 11), ['', '', '', ''], [(14, 4), (15, 13), (18, 10)], [False, False, False, False], 78, False, [False, False, False, False], 379, 'North', (8, 12))
Element 12: (1, (8, 12), ['', '', '', ''], [(14, 5), (16, 13), (18, 11)], [False, False, False, False], 76, False, [False, False, False, False], 408, 'South', (8, 11))
Element 13: (1, (8, 11), ['', '', '', ''], [(13, 5), (17, 13), (17, 11)], [False, False, False, False], 74, False, [False, False, False, False], 437, 'South', (8, 10))
Element 14: (1, (8, 10), ['%', '%', '', ''], [(13, 4), (18, 13), (18, 11)], [True, True, False, False], 72, False, [False, False, False, False], 456, 'East', (9, 10))
Element 15: (1, (9, 10), ['', '%', '', '%'], [(13, 3), (17, 13), (18, 10)], [False, True, False, True], 70, False, [False, False, False, False], 465, 'North', (9, 11))
