Element 1: (0, (17, 1), ['F', '%', '.', '.'], [(4, 2), (9, 2), (10, 3)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (16, 1))
Element 2: (0, (16, 1), ['%', '%', '%', ''], [(4, 3), (10, 2), (11, 3)], [True, True, True, False], 96, False, [False, False, False, False], 1029, 'East', (17, 1))
Element 3: (0, (17, 1), ['', '%', '.', '.'], [(5, 3), (11, 2), (12, 3)], [False, True, False, False], 94, False, [False, False, True, True], 1058, 'East', (18, 1))
Element 4: (0, (18, 1), ['', '%', '.', '%'], [(6, 3), (12, 2), (13, 3)], [False, True, False, True], 92, False, [False, False, True, False], 1097, 'North', (18, 2))
Element 5: (0, (18, 2), ['.', '', '.', '%'], [(7, 3), (13, 2), (14, 3)], [False, False, False, True], 90, False, [True, False, True, False], 1136, 'North', (18, 3))
Element 6: (0, (18, 3), ['.', '', '.', '%'], [(7, 2), (13, 3), (15, 3)], [False, False, False, True], 88, False, [True, False, True, False], 2155, 'North', (18, 4))
Element 7: (0, (18, 4), ['.', '', '.', '%'], [(8, 2), (13, 4), (16, 3)], [False, False, False, True], 86, False, [True, False, True, False], 2194, 'North', (18, 5))
Element 8: (0, (18, 5), ['.', '', '.', '%'], [(8, 3), (14, 4), (17, 3)], [False, False, False, True], 84, False, [True, False, True, False], 2233, 'North', (18, 6))
Element 9: (0, (18, 6), ['.', '', '%', '%'], [(9, 3), (15, 4), (17, 4)], [False, False, True, True], 82, False, [True, False, False, False], 2272, 'West', (17, 6))
Element 10: (0, (17, 6), ['%', 'G', '.', ''], [(9, 4), (16, 4), (17, 5)], [True, False, False, False], 80, False, [False, False, True, False], 2311, 'North', (17, 7))
Element 11: (0, (17, 7), ['.', '', '.', '%'], [(10, 4), (16, 5), (18, 5)], [False, False, False, True], 78, False, [True, False, True, False], 2340, 'North', (17, 8))
Element 12: (0, (17, 8), ['.', '', '.', '%'], [(11, 4), (15, 5), (18, 6)], [False, False, False, True], 76, False, [True, False, True, False], 2369, 'North', (17, 9))
Element 13: (0, (17, 9), ['.', '', '.', '%'], [(11, 5), (14, 5), (17, 6)], [False, False, False, True], 74, False, [True, False, True, False], 2398, 'North', (17, 10))
Element 14: (0, (17, 10), ['.', '', '.', '.'], [(11, 6), (13, 5), (17, 7)], [False, False, False, False], 72, False, [True, False, True, True], 2427, 'East', (18, 10))
Element 15: (0, (18, 10), ['', '%', '.', '%'], [(12, 6), (14, 5), (16, 7)], [False, True, False, True], 70, False, [False, False, True, False], 2456, 'North', (18, 11))
Element 16: (0, (18, 11), ['.', '', '%', '%'], [(12, 7), (15, 5), (16, 8)], [False, False, True, True], 68, False, [True, False, False, False], 2485, 'West', (17, 11))
Element 17: (0, (17, 11), ['%', '', '%', ''], [(13, 7), (16, 5), (16, 9)], [True, False, True, False], 66, False, [False, False, False, False], 2514, 'East', (18, 11))
Element 18: (0, (18, 11), ['', '', '%', '%'], [(14, 7), (17, 5), (16, 10)], [False, False, True, True], 64, False, [False, False, False, False], 2533, 'South', (18, 10))
Element 19: (0, (18, 10), ['', '%', '', '%'], [(15, 7), (18, 5), (15, 10)], [False, True, False, True], 62, False, [False, False, False, False], 2552, 'West', (17, 10))
Element 20: (0, (17, 10), ['', '', '', ''], [(15, 8), (18, 6), (15, 11)], [False, False, False, False], 60, False, [False, False, False, False], 2571, 'North', (17, 11))
Element 21: (0, (17, 11), ['%', '', '%', ''], [(15, 9), (17, 6), (15, 12)], [True, False, True, False], 58, False, [False, False, False, False], 2590, 'South', (17, 10))
Element 22: (0, (17, 10), ['', '', '', ''], [(14, 9), (17, 7), (15, 13)], [False, False, False, False], 56, False, [False, False, False, False], 2609, 'West', (16, 10))
Element 23: (0, (16, 10), ['', '', '%', ''], [(15, 9), (17, 8), (16, 13)], [False, False, True, False], 54, False, [False, False, False, False], 2618, 'South', (16, 9))
Element 24: (0, (16, 9), ['', '', '', 'G'], [(14, 9), (17, 9), (17, 13)], [False, False, False, False], 52, False, [False, False, False, False], 2627, 'South', (16, 8))
Element 25: (0, (16, 8), ['', '', '', ''], [(15, 9), (17, 10), (18, 13)], [False, False, False, False], 50, False, [False, False, False, False], 2636, 'South', (16, 7))
Element 26: (0, (16, 7), ['', '%', '', ''], [(15, 10), (18, 10), (17, 13)], [False, True, False, False], 48, False, [False, False, False, False], 2635, 'West', (15, 7))
Element 27: (0, (15, 7), ['', '%', '', ''], [(16, 10), (18, 11), (16, 13)], [False, True, False, False], 46, False, [False, False, False, False], 2634, 'North', (15, 8))
Element 28: (0, (15, 8), ['%', '', '', ''], [(17, 10), (17, 11), (15, 13)], [True, False, False, False], 44, False, [False, False, False, False], 2633, 'North', (15, 9))
Element 29: (0, (15, 9), ['', '', '', ''], [(18, 10), (18, 11), (15, 12)], [False, False, False, False], 42, False, [False, False, False, False], 2632, 'North', (15, 10))
Element 30: (0, (15, 10), ['%', '', '', ''], [(17, 10), (18, 10), (14, 12)], [True, False, False, False], 40, False, [False, False, False, False], 2641, 'North', (15, 11))
Element 31: (0, (15, 11), ['G', '', '', '%'], [(17, 9), (17, 10), (14, 11)], [False, False, False, True], 38, False, [False, False, False, False], 2650, 'North', (15, 12))
Element 32: (0, (15, 12), ['', '', '', '%'], [(17, 8), (17, 11), (13, 11)], [False, False, False, True], 36, False, [False, False, False, False], 2659, 'North', (15, 13))
Element 33: (0, (15, 13), ['%', '', '%', ''], [(17, 7), (17, 10), (13, 12)], [True, False, True, False], 34, False, [False, False, False, False], 2668, 'East', (16, 13))
Element 34: (0, (16, 13), ['', '%', '%', ''], [(17, 6), (16, 10), (13, 13)], [False, True, True, False], 32, False, [False, False, False, False], 2677, 'East', (17, 13))
Element 35: (0, (17, 13), ['', '%', '%', ''], [(18, 6), (16, 9), (12, 13)], [False, True, True, False], 30, False, [False, False, False, False], 2686, 'East', (18, 13))
Element 36: (0, (18, 13), ['', '%', '%', '%'], [(18, 5), (16, 8), (12, 12)], [False, True, True, True], 28, False, [False, False, False, False], 2695, 'West', (17, 13))
Element 37: (0, (17, 13), ['', '%', '%', ''], [(18, 4), (16, 7), (12, 11)], [False, True, True, False], 26, False, [False, False, False, False], 2704, 'West', (16, 13))
Element 38: (0, (16, 13), ['', '%', '%', ''], [(18, 3), (15, 7), (11, 11)], [False, True, True, False], 24, False, [False, False, False, False], 2713, 'West', (15, 13))
Element 39: (0, (15, 13), ['%', '', '%', ''], [(18, 2), (15, 8), (10, 11)], [True, False, True, False], 22, False, [False, False, False, False], 2722, 'South', (15, 12))
Element 40: (0, (15, 12), ['', '', '', '%'], [(17, 2), (15, 9), (10, 12)], [False, False, False, True], 20, False, [False, False, False, False], 2741, 'West', (14, 12))
Element 41: (0, (14, 12), ['', '', '%', ''], [(17, 3), (15, 10), (9, 12)], [False, False, True, False], 18, False, [False, False, False, False], 2750, 'South', (14, 11))
Element 42: (0, (14, 11), ['', '%', '', 'G'], [(17, 4), (15, 11), (9, 13)], [False, True, False, False], 16, False, [False, False, False, False], 2759, 'West', (13, 11))
Element 43: (0, (13, 11), ['', '%', '', ''], [(17, 5), (15, 12), (8, 13)], [False, True, False, False], 14, False, [False, False, False, False], 2768, 'North', (13, 12))
Element 44: (0, (13, 12), ['', '', '', ''], [(16, 5), (15, 13), (8, 12)], [False, False, False, False], 12, False, [False, False, False, False], 2777, 'North', (13, 13))
Element 45: (0, (13, 13), ['', '', '%', '%'], [(16, 4), (16, 13), (8, 11)], [False, False, True, True], 10, False, [False, False, False, False], 2786, 'West', (12, 13))
Element 46: (0, (12, 13), ['.', '', '%', ''], [(16, 3), (17, 13), (9, 11)], [False, False, True, False], 8, False, [True, False, False, False], 2795, 'West', (11, 13))
Element 47: (0, (11, 13), ['%', '%', '%', ''], [(15, 3), (18, 13), (9, 10)], [True, True, True, False], 6, False, [False, False, False, False], 2814, 'East', (12, 13))
Element 48: (0, (12, 13), ['', '', '%', ''], [(15, 4), (17, 13), (8, 10)], [False, False, True, False], 4, False, [False, False, False, False], 2823, 'South', (12, 12))
Element 49: (0, (12, 12), ['%', '', '', ''], [(15, 5), (16, 13), (9, 10)], [True, False, False, False], 2, False, [False, False, False, False], 2822, 'South', (12, 11))
Element 50: (0, (12, 11), ['', '%', '', ''], [(14, 5), (15, 13), (9, 11)], [False, True, False, False], 0, False, [False, False, False, False], 2821, 'Stop', (12, 11))
Element 51: #0#
