Element 1: (2, (9, 8), ['.', '.', '%', 'F'], [(9, 11), (7, 3), (18, 5)], [False, False, True, False], 98, False, [True, True, False, False], 19, 'East', (10, 8))
Element 2: (2, (10, 8), ['', '.', '%', '.'], [(10, 11), (7, 2), (18, 6)], [False, False, True, False], 96, False, [False, True, False, True], 2038, 'East', (11, 8))
Element 3: (2, (11, 8), ['', '%', '.', '.'], [(11, 11), (8, 2), (17, 6)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (12, 8))
Element 4: (2, (12, 8), ['', '.', '.', '.'], [(12, 11), (9, 2), (17, 7)], [False, False, False, False], 92, False, [False, True, True, True], 2116, 'East', (13, 8))
Element 5: (2, (13, 8), ['', '.', '%', '%'], [(13, 11), (10, 2), (17, 8)], [False, False, True, True], 90, False, [False, True, False, False], 2155, 'South', (13, 7))
Element 6: (2, (13, 7), ['.', '%', '', '.'], [(14, 11), (11, 2), (17, 9)], [False, True, False, False], 88, False, [True, False, False, True], 2194, 'East', (14, 7))
Element 7: (2, (14, 7), ['', '%', '%', '.'], [(15, 11), (12, 2), (17, 10)], [False, True, True, False], 86, False, [False, False, False, True], 2233, 'East', (15, 7))
Element 8: (2, (15, 7), ['', '%', '.', '.'], [(15, 12), (13, 2), (18, 10)], [False, True, False, False], 84, False, [False, False, True, True], 2272, 'East', (16, 7))
Element 9: (2, (16, 7), ['', '%', '.', ''], [(15, 13), (13, 3), (18, 11)], [False, True, False, False], 82, False, [False, False, True, False], 2311, 'North', (16, 8))
Element 10: (2, (16, 8), ['.', '', '.', ''], [(16, 13), (14, 3), (17, 11)], [False, False, False, False], 80, False, [True, False, True, False], 2350, 'North', (16, 9))
Element 11: (2, (16, 9), ['.', '', '.', ''], [(17, 13), (15, 3), (18, 11)], [False, False, False, False], 78, False, [True, False, True, False], 2379, 'North', (16, 10))
Element 12: (2, (16, 10), ['.', '', '%', ''], [(18, 13), (16, 3), (18, 10)], [False, False, True, False], 76, False, [True, False, False, False], 2408, 'West', (15, 10))
Element 13: (2, (15, 10), ['%', '.', '', ''], [(17, 13), (17, 3), (17, 10)], [True, False, False, False], 74, False, [False, True, False, False], 2427, 'South', (15, 9))
Element 14: (2, (15, 9), ['.', '.', '', ''], [(16, 13), (18, 3), (17, 11)], [False, False, False, False], 72, False, [True, True, False, False], 2446, 'South', (15, 8))
Element 15: (2, (15, 8), ['%', '', '', ''], [(15, 13), (18, 4), (17, 10)], [True, False, False, False], 70, False, [False, False, False, False], 2465, 'North', (15, 9))
Element 16: (2, (15, 9), ['.', '', '', ''], [(15, 12), (17, 4), (16, 10)], [False, False, False, False], 68, False, [True, False, False, False], 2474, 'West', (14, 9))
Element 17: (2, (14, 9), ['%', '%', '%', ''], [(14, 12), (17, 5), (16, 9)], [True, True, True, False], 66, False, [False, False, False, False], 2503, 'East', (15, 9))
Element 18: (2, (15, 9), ['', '', '', ''], [(13, 12), (16, 5), (16, 8)], [False, False, False, False], 64, False, [False, False, False, False], 2522, 'North', (15, 10))
Element 19: (2, (15, 10), ['%', '', '', ''], [(13, 13), (16, 4), (16, 7)], [True, False, False, False], 62, False, [False, False, False, False], 2541, 'North', (15, 11))
Element 20: (2, (15, 11), ['', '', '', '%'], [(12, 13), (15, 4), (15, 7)], [False, False, False, True], 60, False, [False, False, False, False], 2560, 'North', (15, 12))
Element 21: (2, (15, 12), ['', '', '', '%'], [(12, 12), (15, 5), (15, 8)], [False, False, False, True], 58, False, [False, False, False, False], 2579, 'North', (15, 13))
