Element 1: (3, (12, 12), ['%', '.', '.', '.'], [(18, 5), (7, 2), (9, 11)], [True, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (13, 12))
Element 2: (3, (13, 12), ['', '.', '.', '.'], [(18, 6), (8, 2), (10, 11)], [False, False, False, False], 96, False, [False, True, True, True], 1058, 'East', (14, 12))
Element 3: (3, (14, 12), ['', '.', '%', '.'], [(17, 6), (9, 2), (11, 11)], [False, False, True, False], 94, False, [False, True, False, True], 1097, 'East', (15, 12))
Element 4: (3, (15, 12), ['', '.', '.', '%'], [(17, 7), (10, 2), (12, 11)], [False, False, False, True], 92, False, [False, True, True, False], 1136, 'North', (15, 13))
Element 5: (3, (15, 13), ['%', '', '%', '.'], [(17, 8), (11, 2), (13, 11)], [True, False, True, False], 90, False, [False, False, False, True], 1175, 'East', (16, 13))
Element 6: (3, (16, 13), ['', '%', '%', '.'], [(17, 9), (12, 2), (14, 11)], [False, True, True, False], 88, False, [False, False, False, True], 1214, 'East', (17, 13))
Element 7: (3, (17, 13), ['', '%', '%', '.'], [(17, 10), (13, 2), (15, 11)], [False, True, True, False], 86, False, [False, False, False, True], 1253, 'East', (18, 13))
Element 8: (3, (18, 13), ['', '%', '%', '%'], [(18, 10), (13, 3), (15, 10)], [False, True, True, True], 84, False, [False, False, False, False], 1292, 'West', (17, 13))
Element 9: (3, (17, 13), ['', '%', '%', ''], [(18, 11), (14, 3), (16, 10)], [False, True, True, False], 82, False, [False, False, False, False], 1321, 'West', (16, 13))
Element 10: (3, (16, 13), ['', '%', '%', ''], [(17, 11), (15, 3), (16, 9)], [False, True, True, False], 80, False, [False, False, False, False], 1350, 'West', (15, 13))
Element 11: (3, (15, 13), ['%', '', '%', ''], [(18, 11), (16, 3), (16, 8)], [True, False, True, False], 78, False, [False, False, False, False], 1369, 'South', (15, 12))
Element 12: (3, (15, 12), ['', '', '', '%'], [(18, 10), (17, 3), (16, 7)], [False, False, False, True], 76, False, [False, False, False, False], 1388, 'South', (15, 11))
Element 13: (3, (15, 11), ['', '', '', '%'], [(17, 10), (18, 3), (15, 7)], [False, False, False, True], 74, False, [False, False, False, False], 1407, 'South', (15, 10))
Element 14: (3, (15, 10), ['%', '.', '', ''], [(17, 11), (18, 2), (15, 8)], [True, False, False, False], 72, False, [False, True, False, False], 1426, 'South', (15, 9))
Element 15: (3, (15, 9), ['.', '', '', ''], [(17, 10), (18, 1), (15, 7)], [False, False, False, False], 70, False, [True, False, False, False], 1445, 'West', (14, 9))
Element 16: (3, (14, 9), ['%', '%', '%', ''], [(16, 10), (17, 1), (14, 7)], [True, True, True, False], 68, False, [False, False, False, False], 1474, 'East', (15, 9))
Element 17: (3, (15, 9), ['', '', '', 'G'], [(16, 9), (16, 1), (13, 7)], [False, False, False, False], 66, False, [False, False, False, False], 2483, 'West', (14, 9))
Element 18: (3, (14, 9), ['%', '%', '%', ''], [(16, 8), (17, 1), (13, 8)], [True, True, True, False], 64, False, [False, False, False, False], 2492, 'East', (15, 9))
Element 19: (3, (15, 9), ['', '', '', ''], [(16, 7), (17, 2), (12, 8)], [False, False, False, False], 62, False, [False, False, False, False], 2511, 'South', (15, 8))
Element 20: (3, (15, 8), ['%', 'G', '', ''], [(15, 7), (17, 1), (12, 9)], [True, False, False, False], 60, False, [False, False, False, False], 2520, 'East', (16, 8))
Element 21: (3, (16, 8), ['G', '', '', ''], [(15, 8), (18, 1), (11, 9)], [False, False, False, False], 58, False, [False, False, False, False], 2529, 'East', (17, 8))
Element 22: (3, (17, 8), ['', '', '', '%'], [(15, 9), (18, 2), (11, 8)], [False, False, False, True], 56, False, [False, False, False, False], 2538, 'North', (17, 9))
Element 23: #1#
