Element 1: (3, (16, 7), ['.', '%', '.', '.'], [(10, 8), (4, 3), (6, 9)], [False, True, False, False], 98, False, [True, False, True, True], 1019, 'East', (17, 7))
Element 2: (3, (17, 7), ['', '.', '.', '%'], [(11, 8), (5, 3), (7, 9)], [False, False, False, True], 96, False, [False, True, True, False], 1058, 'North', (17, 8))
Element 3: (3, (17, 8), ['.', '', '.', '%'], [(12, 8), (6, 3), (7, 8)], [False, False, False, True], 94, False, [True, False, True, False], 1097, 'North', (17, 9))
Element 4: (3, (17, 9), ['.', '', '.', '%'], [(13, 8), (7, 3), (8, 8)], [False, False, False, True], 92, False, [True, False, True, False], 1136, 'North', (17, 10))
Element 5: (3, (17, 10), ['.', '', '.', '.'], [(13, 7), (7, 2), (9, 8)], [False, False, False, False], 90, False, [True, False, True, True], 2165, 'East', (18, 10))
Element 6: (3, (18, 10), ['', '%', '.', '%'], [(14, 7), (8, 2), (9, 7)], [False, True, False, True], 88, False, [False, False, True, False], 2204, 'North', (18, 11))
Element 7: (3, (18, 11), ['.', '', '%', '%'], [(15, 7), (9, 2), (9, 6)], [False, False, True, True], 86, False, [True, False, False, False], 2243, 'West', (17, 11))
Element 8: (3, (17, 11), ['%', '', '%', ''], [(15, 8), (10, 2), (10, 6)], [True, False, True, False], 84, False, [False, False, False, False], 2282, 'East', (18, 11))
Element 9: (3, (18, 11), ['', '', '%', '%'], [(16, 8), (11, 2), (11, 6)], [False, False, True, True], 82, False, [False, False, False, False], 2311, 'South', (18, 10))
Element 10: (3, (18, 10), ['', '%', '', '%'], [(16, 9), (12, 2), (12, 6)], [False, True, False, True], 80, False, [False, False, False, False], 2340, 'West', (17, 10))
Element 11: (3, (17, 10), ['G', '', '', ''], [(16, 10), (13, 2), (12, 7)], [False, False, False, False], 78, False, [False, False, False, False], 2369, 'North', (17, 11))
Element 12: (3, (17, 11), ['%', '', '%', ''], [(15, 10), (13, 3), (13, 7)], [True, False, True, False], 76, False, [False, False, False, False], 2388, 'South', (17, 10))
Element 13: (3, (17, 10), ['', '', '', ''], [(15, 11), (14, 3), (14, 7)], [False, False, False, False], 74, False, [False, False, False, False], 2407, 'West', (16, 10))
Element 14: (3, (16, 10), ['', '', '%', ''], [(15, 12), (15, 3), (15, 7)], [False, False, True, False], 72, False, [False, False, False, False], 2426, 'South', (16, 9))
Element 15: (3, (16, 9), ['.', '', '', ''], [(15, 13), (16, 3), (16, 7)], [False, False, False, False], 70, False, [True, False, False, False], 2445, 'West', (15, 9))
Element 16: (3, (15, 9), ['.', '', '', ''], [(16, 13), (17, 3), (17, 7)], [False, False, False, False], 68, False, [True, False, False, False], 2474, 'West', (14, 9))
Element 17: (3, (14, 9), ['%', '%', '%', ''], [(17, 13), (18, 3), (17, 6)], [True, True, True, False], 66, False, [False, False, False, False], 2513, 'East', (15, 9))
Element 18: (3, (15, 9), ['', '', '', ''], [(18, 13), (18, 4), (18, 6)], [False, False, False, False], 64, False, [False, False, False, False], 2542, 'North', (15, 10))
