Element 1: (1, (7, 4), ['.', '.', '.', 'G'], [(6, 9), (8, 4), (14, 9)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (7, 5))
Element 2: (1, (7, 5), ['.', '', '.', '%'], [(7, 9), (9, 4), (15, 9)], [False, False, False, True], 96, False, [True, False, True, False], 48, 'North', (7, 6))
Element 3: (1, (7, 6), ['%', '', '.', '.'], [(7, 8), (10, 4), (16, 9)], [True, False, False, False], 94, False, [False, False, True, True], 87, 'East', (8, 6))
Element 4: (1, (8, 6), ['', '%', '.', '.'], [(8, 8), (11, 4), (17, 9)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (9, 6))
Element 5: (1, (9, 6), ['', '.', '.', '.'], [(9, 8), (11, 5), (17, 10)], [False, False, False, False], 90, False, [False, True, True, True], 165, 'East', (10, 6))
Element 6: (1, (10, 6), ['', '.', '.', 'G'], [(10, 8), (11, 6), (18, 10)], [False, False, False, False], 88, False, [False, True, True, False], 1194, 'North', (10, 7))
Element 7: (1, (10, 7), ['.', '', '', '%'], [(11, 8), (12, 6), (18, 11)], [False, False, False, True], 86, False, [True, False, False, False], 1233, 'West', (9, 7))
Element 8: (1, (9, 7), ['.', '', '', ''], [(12, 8), (12, 7), (17, 11)], [False, False, False, False], 84, False, [True, False, False, False], 1272, 'West', (8, 7))
Element 9: (1, (8, 7), ['.', '', '', ''], [(13, 8), (13, 7), (18, 11)], [False, False, False, False], 82, False, [True, False, False, False], 1301, 'West', (7, 7))
Element 10: (1, (7, 7), ['%', '', '', ''], [(13, 7), (14, 7), (18, 10)], [True, False, False, False], 80, False, [False, False, False, False], 1320, 'North', (7, 8))
Element 11: (1, (7, 8), ['.', '', '', ''], [(14, 7), (15, 7), (17, 10)], [False, False, False, False], 78, False, [True, False, False, False], 1329, 'West', (6, 8))
Element 12: (1, (6, 8), ['%', '%', '', ''], [(15, 7), (16, 7), (17, 11)], [True, True, False, False], 76, False, [False, False, False, False], 1348, 'North', (6, 9))
