Element 1: (2, (7, 1), ['G', '%', '.', '.'], [(18, 4), (6, 1), (16, 5)], [False, True, False, False], 98, False, [False, False, True, True], 1009, 'East', (8, 1))
Element 2: (2, (8, 1), ['', '%', '.', '.'], [(18, 5), (5, 1), (17, 5)], [False, True, False, False], 96, False, [False, False, True, True], 1048, 'East', (9, 1))
Element 3: (2, (9, 1), ['', '%', 'F', '%'], [(17, 5), (5, 2), (17, 6)], [False, True, False, True], 94, False, [False, False, False, False], 1077, 'North', (9, 2))
Element 4: (2, (9, 2), ['.', '', '.', '.'], [(17, 6), (5, 3), (17, 7)], [False, False, False, False], 92, False, [True, False, True, True], 2096, 'East', (10, 2))
Element 5: (2, (10, 2), ['', '%', '.', '.'], [(16, 6), (6, 3), (18, 7)], [False, True, False, False], 90, False, [False, False, True, True], 2135, 'East', (11, 2))
Element 6: (2, (11, 2), ['', '.', '.', '.'], [(15, 6), (7, 3), (17, 7)], [False, False, False, False], 88, False, [False, True, True, True], 2164, 'East', (12, 2))
Element 7: (2, (12, 2), ['', '.', '%', '.'], [(15, 7), (8, 3), (17, 6)], [False, False, True, False], 86, False, [False, True, False, True], 3183, 'East', (13, 2))
Element 8: (2, (13, 2), ['', '.', '.', '.'], [(15, 8), (9, 3), (16, 6)], [False, False, False, False], 84, False, [False, True, True, True], 3212, 'East', (14, 2))
Element 9: (2, (14, 2), ['', '.', '.', '%'], [(14, 8), (10, 3), (15, 6)], [False, False, False, True], 82, False, [False, True, True, False], 3241, 'North', (14, 3))
Element 10: (2, (14, 3), ['.', '', '.', '%'], [(14, 7), (11, 3), (15, 5)], [False, False, False, True], 80, False, [True, False, True, False], 3280, 'North', (14, 4))
Element 11: (2, (14, 4), ['.', '', '.', 'G'], [(14, 8), (11, 4), (15, 4)], [False, False, False, False], 78, False, [True, False, True, False], 3309, 'North', (14, 5))
Element 12: (2, (14, 5), ['.', '', '%', ''], [(13, 8), (12, 4), (16, 4)], [False, False, True, False], 76, False, [True, False, False, False], 3348, 'West', (13, 5))
Element 13: (2, (13, 5), ['.', 'G', '.', ''], [(14, 8), (13, 4), (16, 3)], [False, False, False, False], 74, False, [True, False, True, False], 3377, 'North', (13, 6))
Element 14: (2, (13, 6), ['.', '', '%', '%'], [(15, 8), (13, 3), (17, 3)], [False, False, True, True], 72, False, [True, False, False, False], 3406, 'West', (12, 6))
Element 15: (2, (12, 6), ['.', '.', '%', ''], [(15, 7), (14, 3), (18, 3)], [False, False, True, False], 70, False, [True, True, False, False], 3425, 'South', (12, 5))
Element 16: (2, (12, 5), ['%', '', '', ''], [(14, 7), (14, 4), (18, 4)], [True, False, False, False], 68, False, [False, False, False, False], 3434, 'South', (12, 4))
Element 17: (2, (12, 4), ['', '%', '', ''], [(15, 7), (15, 4), (18, 5)], [False, True, False, False], 66, False, [False, False, False, False], 3433, 'East', (13, 4))
Element 18: (2, (13, 4), ['', '', '', ''], [(15, 6), (16, 4), (18, 4)], [False, False, False, False], 64, False, [False, False, False, False], 3432, 'South', (13, 3))
Element 19: (2, (13, 3), ['%', '', '', ''], [(15, 5), (16, 5), (17, 4)], [True, False, False, False], 62, False, [False, False, False, False], 3431, 'North', (13, 4))
Element 20: (2, (13, 4), ['', '', '', ''], [(15, 4), (17, 5), (18, 4)], [False, False, False, False], 60, False, [False, False, False, False], 3430, 'West', (12, 4))
Element 21: (2, (12, 4), ['', '%', '', ''], [(16, 4), (18, 5), (18, 3)], [False, True, False, False], 58, False, [False, False, False, False], 3429, 'West', (11, 4))
Element 22: (2, (11, 4), ['.', '', '%', ''], [(16, 5), (18, 4), (17, 3)], [False, False, True, False], 56, False, [True, False, False, False], 3428, 'West', (10, 4))
Element 23: (2, (10, 4), ['.', '', 'F', ''], [(16, 4), (18, 3), (17, 4)], [False, False, False, False], 54, False, [True, False, False, False], 3437, 'North', (10, 5))
Element 24: (2, (10, 5), ['.', '', '%', '%'], [(16, 3), (18, 4), (17, 3)], [False, False, True, True], 52, False, [True, False, False, False], 4436, 'West', (9, 5))
Element 25: (2, (9, 5), ['.', '.', '.', ''], [(17, 3), (18, 5), (17, 4)], [False, False, False, False], 50, False, [True, True, True, False], 4445, 'North', (9, 6))
Element 26: (2, (9, 6), ['.', '', '.', '%'], [(18, 3), (17, 5), (16, 4)], [False, False, False, True], 48, False, [True, False, True, False], 4454, 'North', (9, 7))
Element 27: (2, (9, 7), ['%', '', '.', '.'], [(17, 3), (17, 6), (17, 4)], [True, False, False, False], 46, False, [False, False, True, True], 4463, 'East', (10, 7))
Element 28: (2, (10, 7), ['', '%', '.', '%'], [(16, 3), (17, 7), (16, 4)], [False, True, False, True], 44, False, [False, False, True, False], 4472, 'North', (10, 8))
Element 29: (2, (10, 8), ['.', '', '%', '%'], [(16, 4), (18, 7), (15, 4)], [False, False, True, True], 42, False, [True, False, False, False], 4481, 'West', (9, 8))
Element 30: (2, (9, 8), ['.', '', '%', ''], [(15, 4), (17, 7), (14, 4)], [False, False, True, False], 40, False, [True, False, False, False], 4490, 'West', (8, 8))
Element 31: (2, (8, 8), ['.', '%', '.', ''], [(14, 4), (17, 6), (14, 5)], [False, True, False, False], 38, False, [True, False, True, False], 4499, 'North', (8, 9))
Element 32: (2, (8, 9), ['.', '', '%', '%'], [(14, 5), (16, 6), (13, 5)], [False, False, True, True], 36, False, [True, False, False, False], 4508, 'West', (7, 9))
