Element 1: (2, (6, 12), ['G', '.', '.', '.'], [(2, 11), (5, 12), (11, 1)], [False, False, False, False], 98, False, [False, True, True, True], 1009, 'East', (7, 12))
Element 2: (2, (7, 12), ['', '%', '.', 'F'], [(1, 11), (5, 13), (12, 1)], [False, True, False, False], 96, False, [False, False, True, False], 2038, 'East', (8, 12))
Element 3: (2, (8, 12), ['', '%', '%', '.'], [(1, 12), (6, 13), (13, 1)], [False, True, True, False], 94, False, [False, False, False, True], 3067, 'East', (9, 12))
Element 4: (2, (9, 12), ['', '%', '.', '.'], [(2, 12), (7, 13), (14, 1)], [False, True, False, False], 92, False, [False, False, True, True], 3106, 'East', (10, 12))
Element 5: (2, (10, 12), ['', '%', '.', '.'], [(3, 12), (7, 12), (15, 1)], [False, True, False, False], 90, False, [False, False, True, True], 3135, 'East', (11, 12))
Element 6: (2, (11, 12), ['', '%', '%', '.'], [(3, 13), (8, 12), (14, 1)], [False, True, True, False], 88, False, [False, False, False, True], 3154, 'East', (12, 12))
Element 7: (2, (12, 12), ['', '.', '.', '.'], [(4, 13), (9, 12), (14, 2)], [False, False, False, False], 86, False, [False, True, True, True], 3183, 'East', (13, 12))
Element 8: (2, (13, 12), ['', '.', '.', '%'], [(5, 13), (9, 13), (14, 3)], [False, False, False, True], 84, False, [False, True, True, False], 3212, 'North', (13, 13))
Element 9: (2, (13, 13), ['.', '', '%', '.'], [(6, 13), (10, 13), (14, 4)], [False, False, True, False], 82, False, [True, False, False, True], 3241, 'East', (14, 13))
Element 10: (2, (14, 13), ['', '%', '%', '.'], [(7, 13), (10, 12), (15, 4)], [False, True, True, False], 80, False, [False, False, False, True], 3260, 'East', (15, 13))
Element 11: (2, (15, 13), ['', '.', '%', '.'], [(7, 12), (11, 12), (16, 4)], [False, False, True, False], 78, False, [False, True, False, True], 3279, 'East', (16, 13))
Element 12: (2, (16, 13), ['', '.', '%', '.'], [(8, 12), (12, 12), (17, 4)], [False, False, True, False], 76, False, [False, True, False, True], 3298, 'East', (17, 13))
Element 13: (2, (17, 13), ['', '.', '%', '.'], [(9, 12), (12, 13), (18, 4)], [False, False, True, False], 74, False, [False, True, False, True], 3327, 'East', (18, 13))
Element 14: (2, (18, 13), ['', '.', '%', '%'], [(10, 12), (13, 13), (18, 5)], [False, False, True, True], 72, False, [False, True, False, False], 3346, 'South', (18, 12))
Element 15: (2, (18, 12), ['.', '.', '', '%'], [(11, 12), (14, 13), (17, 5)], [False, False, False, True], 70, False, [True, True, False, False], 3365, 'South', (18, 11))
Element 16: (2, (18, 11), ['.', '.', '', '%'], [(12, 12), (15, 13), (17, 6)], [False, False, False, True], 68, False, [True, True, False, False], 3384, 'South', (18, 10))
Element 17: (2, (18, 10), ['.', '%', '', '%'], [(12, 11), (15, 12), (17, 7)], [False, True, False, True], 66, False, [True, False, False, False], 3423, 'West', (17, 10))
Element 18: (2, (17, 10), ['.', '.', '.', ''], [(13, 11), (16, 12), (18, 7)], [False, False, False, False], 64, False, [True, True, True, False], 3462, 'North', (17, 11))
Element 19: (2, (17, 11), ['.', '', 'G', ''], [(13, 12), (17, 12), (17, 7)], [False, False, False, False], 62, False, [True, False, False, False], 3481, 'West', (16, 11))
Element 20: (2, (16, 11), ['%', '.', '', ''], [(13, 13), (18, 12), (17, 6)], [True, False, False, False], 60, False, [False, True, False, False], 3490, 'South', (16, 10))
Element 21: (2, (16, 10), ['%', '.', '', ''], [(14, 13), (18, 13), (16, 6)], [True, False, False, False], 58, False, [False, True, False, False], 3509, 'South', (16, 9))
Element 22: (2, (16, 9), ['%', '%', '', '.'], [(15, 13), (17, 13), (16, 5)], [True, True, False, False], 56, False, [False, False, False, True], 3528, 'East', (17, 9))
Element 23: (2, (17, 9), ['', '%', '', '%'], [(16, 13), (18, 13), (15, 5)], [False, True, False, True], 54, False, [False, False, False, False], 3547, 'West', (16, 9))
