Element 1: (2, (3, 3), ['G', '%', '.', '.'], [(9, 2), (2, 3), (5, 1)], [False, True, False, False], 98, False, [False, False, True, True], 1009, 'East', (4, 3))
Element 2: (2, (4, 3), ['', '.', '.', '.'], [(10, 2), (2, 4), (6, 1)], [False, False, False, False], 96, False, [False, True, True, True], 2038, 'East', (5, 3))
Element 3: (2, (5, 3), ['', '.', '%', '.'], [(11, 2), (3, 4), (7, 1)], [False, False, True, False], 94, False, [False, True, False, True], 2077, 'East', (6, 3))
Element 4: (2, (6, 3), ['', '.', '.', '.'], [(12, 2), (4, 4), (8, 1)], [False, False, False, False], 92, False, [False, True, True, True], 2116, 'East', (7, 3))
Element 5: (2, (7, 3), ['', '.', '%', 'F'], [(13, 2), (4, 5), (9, 1)], [False, False, True, False], 90, False, [False, True, False, False], 2155, 'East', (8, 3))
Element 6: (2, (8, 3), ['', '', '.', '.'], [(14, 2), (5, 5), (9, 2)], [False, False, False, False], 88, False, [False, False, True, True], 3174, 'East', (9, 3))
Element 7: (2, (9, 3), ['', '', '.', '.'], [(14, 3), (6, 5), (10, 2)], [False, False, False, False], 86, False, [False, False, True, True], 3203, 'East', (10, 3))
Element 8: (2, (10, 3), ['', '', '.', '.'], [(14, 4), (6, 6), (11, 2)], [False, False, False, False], 84, False, [False, False, True, True], 3232, 'East', (11, 3))
Element 9: (2, (11, 3), ['', '', '.', '%'], [(15, 4), (5, 6), (11, 1)], [False, False, False, True], 82, False, [False, False, True, False], 3271, 'North', (11, 4))
Element 10: (2, (11, 4), ['.', '', '%', '.'], [(16, 4), (4, 6), (12, 1)], [False, False, True, False], 80, False, [True, False, False, True], 3310, 'East', (12, 4))
Element 11: (2, (12, 4), ['', '%', '.', '.'], [(17, 4), (3, 6), (13, 1)], [False, True, False, False], 78, False, [False, False, True, True], 3349, 'East', (13, 4))
Element 12: (2, (13, 4), ['', '.', '.', ''], [(18, 4), (3, 7), (14, 1)], [False, False, False, False], 76, False, [False, True, True, False], 3388, 'North', (13, 5))
Element 13: (2, (13, 5), ['.', '', '.', '.'], [(18, 5), (2, 7), (15, 1)], [False, False, False, False], 74, False, [True, False, True, True], 3427, 'East', (14, 5))
Element 14: (2, (14, 5), ['', '', '%', '.'], [(17, 5), (2, 8), (14, 1)], [False, False, True, False], 72, False, [False, False, False, True], 4446, 'East', (15, 5))
Element 15: (2, (15, 5), ['', '', '.', '.'], [(17, 6), (1, 8), (14, 2)], [False, False, False, False], 70, False, [False, False, True, True], 5465, 'East', (16, 5))
Element 16: (2, (16, 5), ['', '', '.', ''], [(17, 7), (1, 7), (14, 3)], [False, False, False, False], 68, False, [False, False, True, False], 5494, 'North', (16, 6))
Element 17: (2, (16, 6), ['.', '', '%', ''], [(18, 7), (1, 6), (13, 3)], [False, False, True, False], 66, False, [True, False, False, False], 5533, 'West', (15, 6))
Element 18: (2, (15, 6), ['%', '', '.', ''], [(17, 7), (2, 6), (13, 4)], [True, False, False, False], 64, False, [False, False, True, False], 5552, 'North', (15, 7))
Element 19: (2, (15, 7), ['.', '', '.', '%'], [(17, 6), (2, 5), (14, 4)], [False, False, False, True], 62, False, [True, False, True, False], 5571, 'North', (15, 8))
Element 20: (2, (15, 8), ['.', '', '%', '%'], [(16, 6), (3, 5), (15, 4)], [False, False, True, True], 60, False, [True, False, False, False], 5590, 'West', (14, 8))
Element 21: (2, (14, 8), ['.', '.', '%', ''], [(16, 5), (2, 5), (16, 4)], [False, False, True, False], 58, False, [True, True, False, False], 5599, 'South', (14, 7))
Element 22: (2, (14, 7), ['%', '%', '', ''], [(15, 5), (1, 5), (16, 3)], [True, True, False, False], 56, False, [False, False, False, False], 5628, 'North', (14, 8))
Element 23: (2, (14, 8), ['.', '', '%', ''], [(15, 6), (1, 4), (17, 3)], [False, False, True, False], 54, False, [True, False, False, False], 5647, 'West', (13, 8))
Element 24: (2, (13, 8), ['%', '%', '%', ''], [(15, 7), (1, 5), (18, 3)], [True, True, True, False], 52, False, [False, False, False, False], 5666, 'East', (14, 8))
Element 25: (2, (14, 8), ['', '', '%', 'G'], [(15, 8), (2, 5), (18, 4)], [False, False, True, False], 50, False, [False, False, False, False], 5665, 'West', (13, 8))
Element 26: (2, (13, 8), ['%', '%', '%', 'G'], [(14, 8), (2, 6), (18, 5)], [True, True, True, False], 48, False, [False, False, False, False], 5664, 'Stop', (13, 8))
Element 27: (2, (13, 8), ['%', '%', '%', ''], [(14, 7), (1, 6), (17, 5)], [True, True, True, False], 46, False, [False, False, False, False], 5663, 'East', (14, 8))
Element 28: (2, (14, 8), ['', '', '%', ''], [(15, 7), (1, 5), (17, 6)], [False, False, True, False], 44, False, [False, False, False, False], 5662, 'West', (13, 8))
Element 29: (2, (13, 8), ['%', '%', '%', ''], [(15, 8), (1, 6), (17, 7)], [True, True, True, False], 42, False, [False, False, False, False], 5661, 'Stop', (13, 8))
Element 30: (2, (13, 8), ['%', '%', '%', ''], [(15, 7), (1, 7), (18, 7)], [True, True, True, False], 40, False, [False, False, False, False], 5660, 'Stop', (13, 8))
Element 31: (2, (13, 8), ['%', '%', '%', ''], [(14, 7), (1, 8), (17, 7)], [True, True, True, False], 38, False, [False, False, False, False], 5659, 'Stop', (13, 8))
Element 32: (2, (13, 8), ['%', '%', '%', ''], [(15, 7), (2, 8), (17, 6)], [True, True, True, False], 36, False, [False, False, False, False], 5658, 'Stop', (13, 8))
Element 33: (2, (13, 8), ['%', '%', '%', ''], [(15, 6), (2, 7), (16, 6)], [True, True, True, False], 34, False, [False, False, False, False], 5657, 'Stop', (13, 8))
Element 34: (2, (13, 8), ['%', '%', '%', ''], [(15, 5), (2, 6), (16, 5)], [True, True, True, False], 32, False, [False, False, False, False], 5656, 'Stop', (13, 8))
Element 35: (2, (13, 8), ['%', '%', '%', ''], [(14, 5), (2, 7), (16, 6)], [True, True, True, False], 30, False, [False, False, False, False], 5655, 'Stop', (13, 8))
Element 36: (2, (13, 8), ['%', '%', '%', ''], [(13, 5), (1, 7), (17, 6)], [True, True, True, False], 28, False, [False, False, False, False], 5654, 'Stop', (13, 8))
Element 37: (2, (13, 8), ['%', '%', '%', ''], [(13, 6), (2, 7), (17, 5)], [True, True, True, False], 26, False, [False, False, False, False], 5663, 'Stop', (13, 8))
Element 38: (2, (13, 8), ['%', '%', '%', ''], [(12, 6), (3, 7), (17, 4)], [True, True, True, False], 24, False, [False, False, False, False], 5672, 'Stop', (13, 8))
Element 39: (2, (13, 8), ['%', '%', '%', ''], [(12, 5), (3, 6), (17, 5)], [True, True, True, False], 22, False, [False, False, False, False], 5681, 'Stop', (13, 8))
Element 40: (2, (13, 8), ['%', '%', '%', ''], [(12, 4), (3, 5), (16, 5)], [True, True, True, False], 20, False, [False, False, False, False], 5680, 'Stop', (13, 8))
Element 41: (2, (13, 8), ['%', '%', '%', ''], [(13, 4), (3, 6), (17, 5)], [True, True, True, False], 18, False, [False, False, False, False], 5679, 'Stop', (13, 8))
Element 42: (2, (13, 8), ['%', '%', '%', ''], [(13, 3), (2, 6), (18, 5)], [True, True, True, False], 16, False, [False, False, False, False], 5678, 'Stop', (13, 8))
Element 43: (2, (13, 8), ['%', '%', '%', ''], [(13, 4), (3, 6), (18, 4)], [True, True, True, False], 14, False, [False, False, False, False], 5677, 'Stop', (13, 8))
Element 44: (2, (13, 8), ['%', '%', '%', ''], [(12, 4), (4, 6), (17, 4)], [True, True, True, False], 12, False, [False, False, False, False], 5676, 'Stop', (13, 8))
Element 45: (2, (13, 8), ['%', '%', '%', ''], [(11, 4), (5, 6), (18, 4)], [True, True, True, False], 10, False, [False, False, False, False], 5675, 'Stop', (13, 8))
Element 46: (2, (13, 8), ['%', '%', '%', ''], [(10, 4), (6, 6), (18, 3)], [True, True, True, False], 8, False, [False, False, False, False], 5684, 'Stop', (13, 8))
Element 47: (2, (13, 8), ['%', '%', '%', ''], [(10, 5), (6, 5), (17, 3)], [True, True, True, False], 6, False, [False, False, False, False], 6683, 'Stop', (13, 8))
Element 48: (2, (13, 8), ['%', '%', '%', ''], [(9, 5), (6, 4), (17, 4)], [True, True, True, False], 4, False, [False, False, False, False], 6702, 'Stop', (13, 8))
Element 49: (2, (13, 8), ['%', '%', '%', ''], [(9, 6), (6, 3), (17, 3)], [True, True, True, False], 2, False, [False, False, False, False], 6711, 'Stop', (13, 8))
Element 50: (2, (13, 8), ['%', '%', '%', ''], [(9, 6), (6, 3), (16, 3)], [True, True, True, False], 0, False, [False, False, False, False], 6710, 'Stop', (13, 8))
Element 51: #0#
