Element 1: (2, (6, 2), ['.', 'F', '.', '.'], [(13, 4), (2, 2), (10, 2)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (6, 1))
Element 2: (2, (6, 1), ['.', '%', '', '.'], [(14, 4), (2, 3), (9, 2)], [False, True, False, False], 96, False, [True, False, False, True], 2038, 'East', (7, 1))
Element 3: (2, (7, 1), ['', '%', '.', '.'], [(15, 4), (3, 3), (9, 3)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (8, 1))
Element 4: (2, (8, 1), ['', '%', '.', '.'], [(16, 4), (4, 3), (8, 3)], [False, True, False, False], 92, False, [False, False, True, True], 3106, 'East', (9, 1))
Element 5: (2, (9, 1), ['', '%', '', '%'], [(17, 4), (5, 3), (8, 4)], [False, True, False, True], 90, False, [False, False, False, False], 3145, 'North', (9, 2))
Element 6: (2, (9, 2), ['.', '', '', ''], [(18, 4), (6, 3), (9, 4)], [False, False, False, False], 88, False, [True, False, False, False], 3174, 'West', (8, 2))
Element 7: (2, (8, 2), ['.', '', '', ''], [(18, 5), (7, 3), (10, 4)], [False, False, False, False], 86, False, [True, False, False, False], 3213, 'West', (7, 2))
Element 8: (2, (7, 2), ['', '', '', ''], [(17, 5), (8, 3), (10, 5)], [False, False, False, False], 84, False, [False, False, False, False], 4232, 'North', (7, 3))
Element 9: (2, (7, 3), ['', '', '%', ''], [(17, 6), (9, 3), (9, 5)], [False, False, True, False], 82, False, [False, False, False, False], 4251, 'East', (8, 3))
Element 10: (2, (8, 3), ['', '', '', ''], [(17, 7), (10, 3), (9, 6)], [False, False, False, False], 80, False, [False, False, False, False], 4280, 'East', (9, 3))
Element 11: (2, (9, 3), ['', '', '', ''], [(18, 7), (11, 3), (9, 7)], [False, False, False, False], 78, False, [False, False, False, False], 4309, 'East', (10, 3))
Element 12: (2, (10, 3), ['', '', '', ''], [(17, 7), (11, 4), (10, 7)], [False, False, False, False], 76, False, [False, False, False, False], 4328, 'East', (11, 3))
Element 13: (2, (11, 3), ['', '.', '', '%'], [(17, 6), (12, 4), (10, 8)], [False, False, False, True], 74, False, [False, True, False, False], 4337, 'South', (11, 2))
Element 14: (2, (11, 2), ['', '.', '', '.'], [(16, 6), (12, 5), (9, 8)], [False, False, False, False], 72, False, [False, True, False, True], 4376, 'East', (12, 2))
Element 15: (2, (12, 2), ['', '.', '%', '.'], [(16, 5), (13, 5), (8, 8)], [False, False, True, False], 70, False, [False, True, False, True], 4415, 'East', (13, 2))
Element 16: (2, (13, 2), ['', '.', '.', '.'], [(15, 5), (14, 5), (8, 9)], [False, False, False, False], 68, False, [False, True, True, True], 4454, 'East', (14, 2))
Element 17: (2, (14, 2), ['', '.', '.', '%'], [(15, 6), (15, 5), (7, 9)], [False, False, False, True], 66, False, [False, True, True, False], 4483, 'North', (14, 3))
Element 18: (2, (14, 3), ['.', '', '', '%'], [(15, 7), (16, 5), (7, 8)], [False, False, False, True], 64, False, [True, False, False, False], 4512, 'West', (13, 3))
Element 19: (2, (13, 3), ['%', '', '', ''], [(15, 8), (17, 5), (6, 8)], [True, False, False, False], 62, False, [False, False, False, False], 4541, 'North', (13, 4))
Element 20: (2, (13, 4), ['', '', '', ''], [(14, 8), (18, 5), (6, 9)], [False, False, False, False], 60, False, [False, False, False, False], 4560, 'East', (14, 4))
Element 21: (2, (14, 4), ['', '', '', ''], [(14, 7), (18, 4), (6, 8)], [False, False, False, False], 58, False, [False, False, False, False], 4569, 'East', (15, 4))
Element 22: (2, (15, 4), ['', '%', '', ''], [(14, 8), (18, 3), (5, 8)], [False, True, False, False], 56, False, [False, False, False, False], 4588, 'East', (16, 4))
Element 23: (2, (16, 4), ['', '.', '', ''], [(13, 8), (17, 3), (4, 8)], [False, False, False, False], 54, False, [False, True, False, False], 4617, 'South', (16, 3))
Element 24: (2, (16, 3), ['%', '%', '', ''], [(14, 8), (17, 4), (5, 8)], [True, True, False, False], 52, False, [False, False, False, False], 4626, 'East', (17, 3))
Element 25: (2, (17, 3), ['', '%', '', ''], [(15, 8), (16, 4), (6, 8)], [False, True, False, False], 50, False, [False, False, False, False], 4625, 'East', (18, 3))
Element 26: (2, (18, 3), ['', '%', '', '%'], [(15, 7), (16, 3), (7, 8)], [False, True, False, True], 48, False, [False, False, False, False], 4624, 'North', (18, 4))
Element 27: (2, (18, 4), ['', '', '', '%'], [(14, 7), (16, 4), (7, 9)], [False, False, False, True], 46, False, [False, False, False, False], 4623, 'North', (18, 5))
Element 28: (2, (18, 5), ['', '', '%', '%'], [(15, 7), (15, 4), (6, 9)], [False, False, True, True], 44, False, [False, False, False, False], 4622, 'West', (17, 5))
Element 29: (2, (17, 5), ['', '', '', ''], [(15, 6), (14, 4), (7, 9)], [False, False, False, False], 42, False, [False, False, False, False], 4621, 'North', (17, 6))
Element 30: (2, (17, 6), ['', '', '', '%'], [(15, 5), (14, 3), (8, 9)], [False, False, False, True], 40, False, [False, False, False, False], 4620, 'North', (17, 7))
Element 31: (2, (17, 7), ['%', '', '%', ''], [(16, 5), (14, 2), (8, 8)], [True, False, True, False], 38, False, [False, False, False, False], 4619, 'East', (18, 7))
Element 32: (2, (18, 7), ['', '%', '%', '%'], [(16, 6), (14, 1), (7, 8)], [False, True, True, True], 36, False, [False, False, False, False], 4628, 'West', (17, 7))
Element 33: (2, (17, 7), ['%', '', '%', ''], [(15, 6), (15, 1), (8, 8)], [True, False, True, False], 34, False, [False, False, False, False], 4637, 'South', (17, 6))
Element 34: (2, (17, 6), ['G', '', '', '%'], [(16, 6), (14, 1), (9, 8)], [False, False, False, True], 32, False, [False, False, False, False], 4636, 'South', (17, 5))
Element 35: (2, (17, 5), ['', '', 'G', ''], [(17, 6), (13, 1), (10, 8)], [False, False, False, False], 30, False, [False, False, False, False], 4645, 'West', (16, 5))
Element 36: (2, (16, 5), ['', '', '', 'G'], [(17, 5), (12, 1), (10, 7)], [False, False, False, False], 28, False, [False, False, False, False], 4654, 'North', (16, 6))
Element 37: (2, (16, 6), ['', 'G', '%', ''], [(16, 5), (11, 1), (9, 7)], [False, False, True, False], 26, False, [False, False, False, False], 4663, 'West', (15, 6))
Element 38: (2, (15, 6), ['%', '', '', ''], [(17, 5), (11, 2), (9, 8)], [True, False, False, False], 24, False, [False, False, False, False], 4662, 'North', (15, 7))
Element 39: (2, (15, 7), ['', '', '', '%'], [(18, 5), (12, 2), (9, 7)], [False, False, False, True], 22, False, [False, False, False, False], 4661, 'North', (15, 8))
Element 40: (2, (15, 8), ['', '', '%', '%'], [(18, 4), (13, 2), (9, 6)], [False, False, True, True], 20, False, [False, False, False, False], 4660, 'West', (14, 8))
Element 41: (2, (14, 8), ['', '', '%', ''], [(18, 3), (13, 3), (8, 6)], [False, False, True, False], 18, False, [False, False, False, False], 4669, 'South', (14, 7))
Element 42: (2, (14, 7), ['%', '%', '', ''], [(17, 3), (13, 4), (8, 5)], [True, True, False, False], 16, False, [False, False, False, False], 4678, 'North', (14, 8))
Element 43: (2, (14, 8), ['', '', '%', ''], [(16, 3), (13, 3), (8, 6)], [False, False, True, False], 14, False, [False, False, False, False], 4677, 'West', (13, 8))
Element 44: (2, (13, 8), ['%', '%', '%', ''], [(17, 3), (13, 2), (9, 6)], [True, True, True, False], 12, False, [False, False, False, False], 4676, 'East', (14, 8))
Element 45: (2, (14, 8), ['', '', '%', ''], [(18, 3), (12, 2), (9, 5)], [False, False, True, False], 10, False, [False, False, False, False], 4675, 'East', (15, 8))
Element 46: (2, (15, 8), ['', '', '%', '%'], [(18, 4), (11, 2), (8, 5)], [False, False, True, True], 8, False, [False, False, False, False], 4674, 'South', (15, 7))
Element 47: (2, (15, 7), ['', '', '', '%'], [(17, 4), (10, 2), (9, 5)], [False, False, False, True], 6, False, [False, False, False, False], 4673, 'West', (14, 7))
