Element 1: (1, (10, 4), ['.', '.', 'F', '.'], [(13, 5), (10, 10), (14, 4)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (10, 5))
Element 2: (1, (10, 5), ['.', '', '%', '%'], [(14, 5), (9, 10), (15, 4)], [False, False, True, True], 96, False, [True, False, False, False], 1038, 'West', (9, 5))
Element 3: (1, (9, 5), ['.', '.', '.', ''], [(15, 5), (10, 10), (16, 4)], [False, False, False, False], 94, False, [True, True, True, False], 1067, 'North', (9, 6))
Element 4: (1, (9, 6), ['.', '', '.', '%'], [(16, 5), (10, 10), (17, 4)], [False, False, False, True], 92, False, [True, False, True, False], 1096, 'North', (9, 7))
Element 5: (1, (9, 7), ['%', '', '.', '.'], [(17, 5), (9, 10), (18, 4)], [True, False, False, False], 90, False, [False, False, True, True], 1125, 'East', (10, 7))
Element 6: (1, (10, 7), ['', '%', '.', '%'], [(17, 6), (10, 10), (18, 5)], [False, True, False, True], 88, False, [False, False, True, False], 1154, 'North', (10, 8))
Element 7: (1, (10, 8), ['.', '', '%', '%'], [(17, 7), (10, 10), (17, 5)], [False, False, True, True], 86, False, [True, False, False, False], 1173, 'West', (9, 8))
Element 8: (1, (9, 8), ['.', '', '%', ''], [(18, 7), (9, 10), (17, 6)], [False, False, True, False], 84, False, [True, False, False, False], 1192, 'West', (8, 8))
Element 9: (1, (8, 8), ['.', '%', '.', ''], [(17, 7), (10, 10), (16, 6)], [False, True, False, False], 82, False, [True, False, True, False], 1211, 'North', (8, 9))
Element 10: (1, (8, 9), ['.', '', '%', '%'], [(17, 6), (10, 10), (15, 6)], [False, False, True, True], 80, False, [True, False, False, False], 1230, 'West', (7, 9))
Element 11: (1, (7, 9), ['.', '.', '%', ''], [(16, 6), (9, 10), (15, 7)], [False, False, True, False], 78, False, [True, True, False, False], 1249, 'South', (7, 8))
Element 12: (1, (7, 8), ['.', '%', '', ''], [(15, 6), (10, 10), (15, 8)], [False, True, False, False], 76, False, [True, False, False, False], 1268, 'West', (6, 8))
Element 13: (1, (6, 8), ['.', '%', '.', ''], [(15, 7), (10, 10), (14, 8)], [False, True, False, False], 74, False, [True, False, True, False], 1287, 'North', (6, 9))
Element 14: (1, (6, 9), ['%', '', '%', ''], [(15, 8), (9, 10), (14, 7)], [True, False, True, False], 72, False, [False, False, False, False], 1306, 'South', (6, 8))
