Element 1: (2, (1, 13), ['%', '.', '%', '%'], [(6, 5), (1, 11), (12, 11)], [True, False, True, True], 98, False, [False, True, False, False], 1009, 'South', (1, 12))
Element 25: (2, (17, 13), ['', '', '%', ''], [(9, 2), (16, 12), (16, 11)], [False, False, True, False], 50, False, [False, False, False, False], 7605, 'East', (18, 13))
Element 26: (2, (18, 13), ['', '', '%', '%'], [(10, 2), (17, 12), (16, 10)], [False, False, True, True], 48, False, [False, False, False, False], 7614, 'South', (18, 12))
Element 27: (2, (18, 12), ['', '', '', '%'], [(11, 2), (17, 13), (16, 9)], [False, False, False, True], 46, False, [False, False, False, False], 7623, 'South', (18, 11))
Element 28: (2, (18, 11), ['', '', '', '%'], [(12, 2), (18, 13), (16, 10)], [False, False, False, True], 44, False, [False, False, False, False], 7632, 'South', (18, 10))
Element 29: (2, (18, 10), ['', '%', '', '%'], [(13, 2), (18, 12), (16, 11)], [False, True, False, True], 42, False, [False, False, False, False], 7641, 'West', (17, 10))
Element 30: (2, (17, 10), ['', '', 'G', ''], [(14, 2), (18, 11), (17, 11)], [False, False, False, False], 40, False, [False, False, False, False], 7650, 'South', (17, 9))
Element 31: (2, (17, 9), ['', '%', 'G', '%'], [(14, 3), (18, 10), (17, 10)], [False, True, False, True], 38, False, [False, False, False, False], 7659, 'West', (16, 9))
Element 32: (2, (16, 9), ['%', '%', '', 'G'], [(14, 4), (17, 10), (17, 9)], [True, True, False, False], 36, False, [False, False, False, False], 7668, 'North', (16, 10))
Element 33: (2, (16, 10), ['%', 'G', '', ''], [(15, 4), (17, 11), (16, 9)], [True, False, False, False], 34, False, [False, False, False, False], 7677, 'North', (16, 11))
Element 34: (2, (16, 11), ['%', 'G', '', ''], [(16, 4), (17, 10), (16, 10)], [True, False, False, False], 32, False, [False, False, False, False], 7686, 'East', (17, 11))
Element 35: (2, (17, 11), ['', '', '', ''], [(17, 4), (17, 9), (16, 9)], [False, False, False, False], 30, False, [False, False, False, False], 7695, 'West', (16, 11))
Element 36: (2, (16, 11), ['%', 'G', '', ''], [(18, 4), (16, 9), (16, 10)], [True, False, False, False], 28, False, [False, False, False, False], 7704, 'North', (16, 12))
Element 37: (2, (16, 12), ['', 'G', '', ''], [(18, 5), (16, 10), (16, 11)], [False, False, False, False], 26, False, [False, False, False, False], 7713, 'South', (16, 11))
Element 38: (2, (16, 11), ['%', '', '', 'G'], [(17, 5), (16, 9), (17, 11)], [True, False, False, False], 24, False, [False, False, False, False], 7722, 'South', (16, 10))
Element 39: (2, (16, 10), ['%', '', '', ''], [(17, 6), (17, 9), (18, 11)], [True, False, False, False], 22, False, [False, False, False, False], 7731, 'East', (17, 10))
Element 40: (2, (17, 10), ['', '', '', ''], [(17, 7), (16, 9), (18, 12)], [False, False, False, False], 20, False, [False, False, False, False], 7740, 'West', (16, 10))
Element 41: (2, (16, 10), ['%', '', '', ''], [(18, 7), (16, 10), (17, 12)], [True, False, False, False], 18, False, [False, False, False, False], 7749, 'East', (17, 10))
Element 42: (2, (17, 10), ['', '', '', ''], [(17, 7), (16, 11), (18, 12)], [False, False, False, False], 16, False, [False, False, False, False], 7748, 'East', (18, 10))
Element 43: (2, (18, 10), ['', '%', '', '%'], [(17, 6), (17, 11), (18, 13)], [False, True, False, True], 14, False, [False, False, False, False], 7747, 'North', (18, 11))
Element 44: (2, (18, 11), ['', '', '', '%'], [(16, 6), (16, 11), (17, 13)], [False, False, False, True], 12, False, [False, False, False, False], 7756, 'West', (17, 11))
Element 45: (2, (17, 11), ['', '', 'G', ''], [(16, 5), (16, 12), (17, 12)], [False, False, False, False], 10, False, [False, False, False, False], 7765, 'East', (18, 11))
Element 46: (2, (18, 11), ['', '', '', '%'], [(15, 5), (16, 13), (17, 13)], [False, False, False, True], 8, False, [False, False, False, False], 7774, 'North', (18, 12))
Element 47: (2, (18, 12), ['G', '', '', '%'], [(15, 6), (17, 13), (17, 12)], [False, False, False, True], 6, False, [False, False, False, False], 7783, 'South', (18, 11))
Element 48: (2, (18, 11), ['', '', '', '%'], [(15, 7), (16, 13), (16, 12)], [False, False, False, True], 4, False, [False, False, False, False], 7792, 'North', (18, 12))
Element 49: (2, (18, 12), ['', '', '', '%'], [(15, 8), (17, 13), (15, 12)], [False, False, False, True], 2, False, [False, False, False, False], 7801, 'West', (17, 12))
Element 50: (2, (17, 12), ['', '', 'G', ''], [(15, 8), (17, 13), (15, 13)], [False, False, False, False], 0, False, [False, False, False, False], 7800, 'Stop', (17, 12))
Element 51: #0#
