Element 1: (1, (1, 7), ['%', '.', 'F', '.'], [(18, 4), (1, 10), (6, 12)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (1, 8))
Element 2: (1, (1, 8), ['%', '', '%', 'F'], [(18, 5), (1, 11), (7, 12)], [True, False, True, False], 96, False, [False, False, False, False], 2028, 'East', (2, 8))
Element 3: (1, (2, 8), ['', '.', '%', '%'], [(17, 5), (2, 11), (8, 12)], [False, False, True, True], 94, False, [False, True, False, False], 5037, 'South', (2, 7))
Element 4: (1, (2, 7), ['', '.', '', '.'], [(17, 6), (2, 12), (9, 12)], [False, False, False, False], 92, False, [False, True, False, True], 5076, 'East', (3, 7))
Element 5: (1, (3, 7), ['', '.', '%', '%'], [(17, 7), (3, 12), (10, 12)], [False, False, True, True], 90, False, [False, True, False, False], 5115, 'South', (3, 6))
Element 6: (1, (3, 6), ['.', '.', '', '.'], [(18, 7), (4, 12), (11, 12)], [False, False, False, False], 88, False, [True, True, False, True], 5154, 'East', (4, 6))
Element 7: (1, (4, 6), ['', '.', '%', '.'], [(17, 7), (5, 12), (12, 12)], [False, False, True, False], 86, False, [False, True, False, True], 5183, 'East', (5, 6))
Element 8: (1, (5, 6), ['', '.', '%', '.'], [(17, 6), (5, 13), (13, 12)], [False, False, True, False], 84, False, [False, True, False, True], 5212, 'East', (6, 6))
Element 9: (1, (6, 6), ['', '.', '%', '%'], [(16, 6), (6, 13), (13, 13)], [False, False, True, True], 82, False, [False, True, False, False], 5251, 'South', (6, 5))
Element 10: (1, (6, 5), ['.', '.', '', '%'], [(16, 5), (7, 13), (14, 13)], [False, False, False, True], 80, False, [True, True, False, False], 5290, 'South', (6, 4))
Element 11: (1, (6, 4), ['%', '.', '', '%'], [(16, 4), (7, 12), (15, 13)], [True, False, False, True], 78, False, [False, True, False, False], 5319, 'South', (6, 3))
Element 12: (1, (6, 3), ['.', '.', '', '.'], [(17, 4), (8, 12), (16, 13)], [False, False, False, False], 76, False, [True, True, False, True], 5348, 'East', (7, 3))
Element 13: (1, (7, 3), ['', '.', '%', 'F'], [(17, 3), (9, 12), (17, 13)], [False, False, True, False], 74, False, [False, True, False, False], 5377, 'East', (8, 3))
Element 14: (1, (8, 3), ['', '.', '.', '.'], [(16, 3), (9, 13), (18, 13)], [False, False, False, False], 72, False, [False, True, True, True], 6406, 'East', (9, 3))
Element 15: (1, (9, 3), ['', 'F', '.', '.'], [(17, 3), (10, 13), (18, 12)], [False, False, False, False], 70, False, [False, False, True, True], 6435, 'South', (9, 2))
Element 16: (1, (9, 2), ['.', '.', '', '.'], [(17, 4), (10, 12), (18, 11)], [False, False, False, False], 68, False, [True, True, False, True], 7444, 'East', (10, 2))
Element 17: (1, (10, 2), ['', '%', '.', '.'], [(16, 4), (11, 12), (18, 10)], [False, True, False, False], 66, False, [False, False, True, True], 7463, 'East', (11, 2))
Element 18: (1, (11, 2), ['', '.', '.', '.'], [(16, 3), (12, 12), (17, 10)], [False, False, False, False], 64, False, [False, True, True, True], 7482, 'East', (12, 2))
Element 19: (1, (12, 2), ['', '.', '%', '.'], [(16, 4), (12, 13), (17, 11)], [False, False, True, False], 62, False, [False, True, False, True], 7511, 'East', (13, 2))
Element 20: (1, (13, 2), ['', '.', '.', '.'], [(15, 4), (13, 13), (17, 12)], [False, False, False, False], 60, False, [False, True, True, True], 7540, 'East', (14, 2))
Element 21: (1, (14, 2), ['', '.', '.', '%'], [(15, 5), (14, 13), (16, 12)], [False, False, False, True], 58, False, [False, True, True, False], 7569, 'North', (14, 3))
Element 22: (1, (14, 3), ['.', '', '.', '%'], [(15, 6), (15, 13), (16, 11)], [False, False, False, True], 56, False, [True, False, True, False], 7598, 'North', (14, 4))
Element 23: (1, (14, 4), ['.', '', '.', ''], [(15, 7), (15, 12), (16, 10)], [False, False, False, False], 54, False, [True, False, True, False], 7637, 'North', (14, 5))
Element 24: (1, (14, 5), ['.', '', '%', ''], [(15, 8), (16, 12), (16, 9)], [False, False, True, False], 52, False, [True, False, False, False], 7666, 'West', (13, 5))
Element 25: (1, (13, 5), ['.', '.', '.', ''], [(14, 8), (17, 12), (17, 9)], [False, False, False, False], 50, False, [True, True, True, False], 7695, 'North', (13, 6))
Element 26: (1, (13, 6), ['.', '', '%', '%'], [(14, 7), (18, 12), (16, 9)], [False, False, True, True], 48, False, [True, False, False, False], 7714, 'West', (12, 6))
Element 27: (1, (12, 6), ['.', '.', '%', ''], [(14, 8), (18, 13), (16, 10)], [False, False, True, False], 46, False, [True, True, False, False], 7723, 'South', (12, 5))
