Element 1: (2, (5, 5), ['G', '%', '.', '.'], [(12, 12), (4, 5), (9, 12)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (6, 5))
Element 2: (2, (6, 5), ['', '.', '.', '%'], [(13, 12), (4, 6), (8, 12)], [False, False, False, True], 96, False, [False, True, True, False], 1048, 'North', (6, 6))
Element 3: (2, (6, 6), ['G', '', '%', '%'], [(13, 13), (5, 6), (7, 12)], [False, False, True, True], 94, False, [False, False, False, False], 1087, 'South', (6, 5))
Element 4: (2, (6, 5), ['', '.', 'G', '%'], [(14, 13), (6, 6), (7, 13)], [False, False, False, True], 92, False, [False, True, False, False], 1106, 'South', (6, 4))
Element 5: (2, (6, 4), ['%', '.', 'G', '%'], [(15, 13), (6, 5), (6, 13)], [True, False, False, True], 90, False, [False, True, False, False], 1135, 'South', (6, 3))
Element 6: (2, (6, 3), ['.', '.', 'G', '.'], [(16, 13), (6, 4), (6, 12)], [False, False, False, False], 88, False, [True, True, False, True], 1164, 'East', (7, 3))
Element 7: (2, (7, 3), ['G', '.', '%', 'F'], [(17, 13), (6, 3), (6, 11)], [False, False, True, False], 86, False, [False, True, False, False], 1193, 'East', (8, 3))
Element 8: (2, (8, 3), ['', '.', '.', '.'], [(18, 13), (6, 2), (5, 11)], [False, False, False, False], 84, False, [False, True, True, True], 2222, 'East', (9, 3))
Element 9: (2, (9, 3), ['', 'F', '.', '.'], [(18, 12), (6, 1), (5, 12)], [False, False, False, False], 82, False, [False, False, True, True], 3251, 'South', (9, 2))
Element 10: (2, (9, 2), ['.', '.', '', '.'], [(18, 11), (7, 1), (5, 13)], [False, False, False, False], 80, False, [True, True, False, True], 4280, 'East', (10, 2))
Element 11: (2, (10, 2), ['', '%', '.', '.'], [(18, 10), (8, 1), (4, 13)], [False, True, False, False], 78, False, [False, False, True, True], 4319, 'East', (11, 2))
Element 12: (2, (11, 2), ['', '.', '.', '.'], [(17, 10), (9, 1), (4, 12)], [False, False, False, False], 76, False, [False, True, True, True], 4358, 'East', (12, 2))
Element 13: (2, (12, 2), ['', '.', '%', '.'], [(17, 11), (9, 2), (4, 11)], [False, False, True, False], 74, False, [False, True, False, True], 4387, 'East', (13, 2))
Element 14: (2, (13, 2), ['', '.', '.', '.'], [(17, 12), (8, 2), (4, 10)], [False, False, False, False], 72, False, [False, True, True, True], 4426, 'East', (14, 2))
Element 15: (2, (14, 2), ['', '.', '.', '%'], [(16, 12), (7, 2), (3, 10)], [False, False, False, True], 70, False, [False, True, True, False], 4465, 'North', (14, 3))
Element 16: (2, (14, 3), ['.', '', '.', '%'], [(16, 11), (7, 3), (2, 10)], [False, False, False, True], 68, False, [True, False, True, False], 4494, 'North', (14, 4))
Element 17: (2, (14, 4), ['.', '', '.', '.'], [(16, 10), (8, 3), (2, 11)], [False, False, False, False], 66, False, [True, False, True, True], 5513, 'East', (15, 4))
Element 18: (2, (15, 4), ['', '%', '.', '.'], [(16, 9), (8, 4), (1, 11)], [False, True, False, False], 64, False, [False, False, True, True], 6542, 'East', (16, 4))
Element 19: (2, (16, 4), ['', '.', '.', '.'], [(17, 9), (9, 4), (1, 12)], [False, False, False, False], 62, False, [False, True, True, True], 6581, 'East', (17, 4))
Element 20: (2, (17, 4), ['', '.', '.', '.'], [(16, 9), (10, 4), (2, 12)], [False, False, False, False], 60, False, [False, True, True, True], 6610, 'East', (18, 4))
Element 21: (2, (18, 4), ['', '.', '.', '%'], [(16, 10), (10, 5), (3, 12)], [False, False, False, True], 58, False, [False, True, True, False], 7629, 'North', (18, 5))
Element 22: (2, (18, 5), ['.', '', '%', '%'], [(16, 11), (9, 5), (3, 13)], [False, False, True, True], 56, False, [True, False, False, False], 7658, 'West', (17, 5))
Element 23: (2, (17, 5), ['.', '', '.', ''], [(16, 12), (9, 6), (3, 12)], [False, False, False, False], 54, False, [True, False, True, False], 7677, 'North', (17, 6))
Element 24: (2, (17, 6), ['.', '', '.', '%'], [(15, 12), (9, 7), (2, 12)], [False, False, False, True], 52, False, [True, False, True, False], 7706, 'North', (17, 7))
Element 25: (2, (17, 7), ['%', '', '%', '.'], [(16, 12), (10, 7), (1, 12)], [True, False, True, False], 50, False, [False, False, False, True], 7725, 'East', (18, 7))
Element 26: (2, (18, 7), ['', '%', '%', '%'], [(17, 12), (10, 8), (1, 13)], [False, True, True, True], 48, False, [False, False, False, False], 7754, 'West', (17, 7))
Element 27: (2, (17, 7), ['%', '', '%', ''], [(17, 11), (9, 8), (1, 12)], [True, False, True, False], 46, False, [False, False, False, False], 7763, 'South', (17, 6))
Element 28: (2, (17, 6), ['.', '', '', '%'], [(16, 11), (8, 8), (1, 11)], [False, False, False, True], 44, False, [True, False, False, False], 7772, 'West', (16, 6))
Element 29: (2, (16, 6), ['.', '.', '%', ''], [(17, 11), (8, 9), (1, 10)], [False, False, True, False], 42, False, [True, True, False, False], 7801, 'South', (16, 5))
Element 30: (2, (16, 5), ['.', '', '', ''], [(17, 10), (7, 9), (1, 11)], [False, False, False, False], 40, False, [True, False, False, False], 7820, 'West', (15, 5))
Element 31: (2, (15, 5), ['.', '', '.', ''], [(17, 9), (7, 8), (2, 11)], [False, False, False, False], 38, False, [True, False, True, False], 7839, 'North', (15, 6))
Element 32: (2, (15, 6), ['%', '', '.', ''], [(17, 10), (6, 8), (2, 12)], [True, False, False, False], 36, False, [False, False, True, False], 7858, 'North', (15, 7))
Element 33: (2, (15, 7), ['.', '', '.', '%'], [(16, 10), (6, 9), (2, 11)], [False, False, False, True], 34, False, [True, False, True, False], 7877, 'North', (15, 8))
Element 34: (2, (15, 8), ['.', '', '%', '%'], [(17, 10), (6, 8), (2, 10)], [False, False, True, True], 32, False, [True, False, False, False], 7886, 'West', (14, 8))
Element 35: (2, (14, 8), ['.', '.', '%', ''], [(18, 10), (5, 8), (1, 10)], [False, False, True, False], 30, False, [True, True, False, False], 7905, 'South', (14, 7))
Element 36: (2, (14, 7), ['%', '%', '', ''], [(18, 11), (4, 8), (2, 10)], [True, True, False, False], 28, False, [False, False, False, False], 7924, 'North', (14, 8))
Element 37: (2, (14, 8), ['.', '', '%', ''], [(17, 11), (5, 8), (3, 10)], [False, False, True, False], 26, False, [True, False, False, False], 7923, 'West', (13, 8))
Element 38: (2, (13, 8), ['%', '%', '%', ''], [(18, 11), (6, 8), (4, 10)], [True, True, True, False], 24, False, [False, False, False, False], 7932, 'East', (14, 8))
Element 39: (2, (14, 8), ['', '', '%', ''], [(18, 12), (7, 8), (4, 11)], [False, False, True, False], 22, False, [False, False, False, False], 7931, 'East', (15, 8))
Element 40: (2, (15, 8), ['', '', '%', '%'], [(17, 12), (7, 9), (4, 12)], [False, False, True, True], 20, False, [False, False, False, False], 7930, 'South', (15, 7))
Element 41: (2, (15, 7), ['', '', '', '%'], [(18, 12), (6, 9), (3, 12)], [False, False, False, True], 18, False, [False, False, False, False], 7929, 'West', (14, 7))
Element 42: (2, (14, 7), ['%', '%', '', ''], [(18, 13), (7, 9), (4, 12)], [True, True, False, False], 16, False, [False, False, False, False], 7928, 'East', (15, 7))
Element 43: (2, (15, 7), ['', '', '', '%'], [(17, 13), (8, 9), (4, 13)], [False, False, False, True], 14, False, [False, False, False, False], 7927, 'South', (15, 6))
Element 44: (2, (15, 6), ['%', '', '', ''], [(17, 12), (8, 8), (3, 13)], [True, False, False, False], 12, False, [False, False, False, False], 7926, 'South', (15, 5))
Element 45: (2, (15, 5), ['.', '', '', ''], [(17, 13), (7, 8), (4, 13)], [False, False, False, False], 10, False, [True, False, False, False], 7925, 'West', (14, 5))
Element 46: (2, (14, 5), ['.', '', '%', ''], [(16, 13), (8, 8), (5, 13)], [False, False, True, False], 8, False, [True, False, False, False], 7934, 'West', (13, 5))
Element 47: (2, (13, 5), ['.', '.', '.', ''], [(16, 12), (9, 8), (5, 12)], [False, False, False, False], 6, False, [True, True, True, False], 7943, 'North', (13, 6))
Element 48: (2, (13, 6), ['.', '', '%', '%'], [(16, 13), (10, 8), (4, 12)], [False, False, True, True], 4, False, [True, False, False, False], 7952, 'West', (12, 6))
Element 49: (2, (12, 6), ['.', '.', '%', ''], [(15, 13), (10, 7), (5, 12)], [False, False, True, False], 2, False, [True, True, False, False], 7961, 'South', (12, 5))
Element 50: (2, (12, 5), ['%', '.', '', ''], [(15, 13), (10, 7), (5, 11)], [True, False, False, False], 0, False, [False, True, False, False], 7970, 'Stop', (12, 5))
Element 51: #0#
