Element 1: (1, (6, 2), ['.', 'F', '.', '.'], [(12, 12), (9, 3), (12, 6)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (6, 1))
Element 2: (1, (6, 1), ['.', '%', '', '.'], [(13, 12), (9, 2), (13, 6)], [False, True, False, False], 96, False, [True, False, False, True], 2028, 'East', (7, 1))
Element 3: (1, (7, 1), ['', '%', '.', '.'], [(13, 13), (10, 2), (13, 5)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (8, 1))
Element 4: (1, (8, 1), ['', '%', '.', '.'], [(14, 13), (11, 2), (14, 5)], [False, True, False, False], 92, False, [False, False, True, True], 2106, 'East', (9, 1))
Element 5: (1, (9, 1), ['', '%', '', '%'], [(15, 13), (12, 2), (15, 5)], [False, True, False, True], 90, False, [False, False, False, False], 2145, 'North', (9, 2))
Element 6: (1, (9, 2), ['.', '', '', ''], [(16, 13), (13, 2), (16, 5)], [False, False, False, False], 88, False, [True, False, False, False], 2174, 'West', (8, 2))
Element 7: (1, (8, 2), ['.', '', 'F', ''], [(17, 13), (14, 2), (17, 5)], [False, False, False, False], 86, False, [True, False, False, False], 2213, 'North', (8, 3))
Element 8: (1, (8, 3), ['.', '', '.', ''], [(18, 13), (14, 3), (18, 5)], [False, False, False, False], 84, False, [True, False, True, False], 3242, 'North', (8, 4))
Element 9: (1, (8, 4), ['%', '', '.', '.'], [(18, 12), (14, 4), (18, 4)], [True, False, False, False], 82, False, [False, False, True, True], 3281, 'East', (9, 4))
Element 10: (1, (9, 4), ['', '', '.', '.'], [(18, 11), (15, 4), (18, 3)], [False, False, False, False], 80, False, [False, False, True, True], 3320, 'East', (10, 4))
Element 11: (1, (10, 4), ['', '.', 'F', '.'], [(18, 10), (16, 4), (17, 3)], [False, False, False, False], 78, False, [False, True, False, True], 3359, 'North', (10, 5))
Element 12: (1, (10, 5), ['.', '', '%', '%'], [(17, 10), (17, 4), (16, 3)], [False, False, True, True], 76, False, [True, False, False, False], 4388, 'West', (9, 5))
Element 13: (1, (9, 5), ['.', '', '.', ''], [(17, 11), (18, 4), (16, 4)], [False, False, False, False], 74, False, [True, False, True, False], 4407, 'North', (9, 6))
Element 14: (1, (9, 6), ['.', '', '.', '%'], [(17, 12), (18, 5), (17, 4)], [False, False, False, True], 72, False, [True, False, True, False], 4426, 'North', (9, 7))
Element 15: (1, (9, 7), ['%', '', '.', '.'], [(16, 12), (17, 5), (16, 4)], [True, False, False, False], 70, False, [False, False, True, True], 4445, 'East', (10, 7))
