Element 1: (2, (3, 6), ['.', 'G', '.', '.'], [(18, 4), (3, 5), (5, 1)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (4, 6))
Element 2: (2, (4, 6), ['', 'G', '%', '.'], [(18, 5), (4, 5), (6, 1)], [False, False, True, False], 96, False, [False, False, False, True], 1048, 'East', (5, 6))
Element 3: (2, (5, 6), ['', 'G', '%', '.'], [(17, 5), (5, 5), (7, 1)], [False, False, True, False], 94, False, [False, False, False, True], 1087, 'East', (6, 6))
Element 4: (2, (6, 6), ['', 'G', '%', '%'], [(17, 6), (6, 5), (8, 1)], [False, False, True, True], 92, False, [False, False, False, False], 1126, 'West', (5, 6))
Element 5: (2, (5, 6), ['', '', '%', ''], [(17, 7), (6, 4), (9, 1)], [False, False, True, False], 90, False, [False, False, False, False], 1155, 'West', (4, 6))
Element 6: (2, (4, 6), ['', '', '%', ''], [(18, 7), (6, 3), (9, 2)], [False, False, True, False], 88, False, [False, False, False, False], 2174, 'West', (3, 6))
Element 7: (2, (3, 6), ['.', '', '.', ''], [(17, 7), (7, 3), (10, 2)], [False, False, False, False], 86, False, [True, False, True, False], 2193, 'North', (3, 7))
Element 8: (2, (3, 7), ['.', '', '%', '%'], [(17, 6), (8, 3), (11, 2)], [False, False, True, True], 84, False, [True, False, False, False], 3212, 'West', (2, 7))
Element 9: (2, (2, 7), ['.', '.', 'F', ''], [(16, 6), (9, 3), (12, 2)], [False, False, False, False], 82, False, [True, True, False, False], 3251, 'North', (2, 8))
Element 10: (2, (2, 8), ['F', '', '%', '%'], [(16, 5), (10, 3), (13, 2)], [False, False, True, True], 80, False, [False, False, False, False], 4280, 'West', (1, 8))
Element 11: (2, (1, 8), ['%', '.', '%', ''], [(16, 4), (11, 3), (14, 2)], [True, False, True, False], 78, False, [False, True, False, False], 5309, 'South', (1, 7))
Element 12: (2, (1, 7), ['%', '.', '', ''], [(17, 4), (11, 4), (14, 3)], [True, False, False, False], 76, False, [False, True, False, False], 5348, 'South', (1, 6))
Element 13: (2, (1, 6), ['%', '.', '', '.'], [(17, 3), (12, 4), (14, 4)], [True, False, False, False], 74, False, [False, True, False, True], 5387, 'East', (2, 6))
Element 14: (2, (2, 6), ['', '', '', ''], [(16, 3), (13, 4), (15, 4)], [False, False, False, False], 72, False, [False, False, False, False], 5426, 'South', (2, 5))
Element 15: (2, (2, 5), ['.', '.', '', ''], [(17, 3), (13, 5), (15, 5)], [False, False, False, False], 70, False, [True, True, False, False], 5445, 'South', (2, 4))
Element 16: (2, (2, 4), ['.', '.', '', '.'], [(17, 4), (14, 5), (15, 6)], [False, False, False, False], 68, False, [True, True, False, True], 5474, 'East', (3, 4))
Element 17: (2, (3, 4), ['', '.', '', '.'], [(16, 4), (15, 5), (15, 7)], [False, False, False, False], 66, False, [False, True, False, True], 5493, 'East', (4, 4))
Element 18: (2, (4, 4), ['', '.', '', '%'], [(16, 3), (16, 5), (15, 8)], [False, False, False, True], 64, False, [False, True, False, False], 5512, 'South', (4, 3))
Element 19: (2, (4, 3), ['.', '.', '', '.'], [(16, 4), (17, 5), (14, 8)], [False, False, False, False], 62, False, [True, True, False, True], 5531, 'East', (5, 3))
Element 20: (2, (5, 3), ['', '.', '%', ''], [(15, 4), (18, 5), (14, 7)], [False, False, True, False], 60, False, [False, True, False, False], 5550, 'South', (5, 2))
Element 21: (2, (5, 2), ['.', '', '', '.'], [(15, 5), (18, 4), (14, 8)], [False, False, False, False], 58, False, [True, False, False, True], 5559, 'East', (6, 2))
Element 22: (2, (6, 2), ['', '', '', '.'], [(15, 6), (18, 3), (13, 8)], [False, False, False, False], 56, False, [False, False, False, True], 5578, 'East', (7, 2))
Element 23: (2, (7, 2), ['', '', '', '.'], [(15, 7), (17, 3), (14, 8)], [False, False, False, False], 54, False, [False, False, False, True], 5587, 'East', (8, 2))
Element 24: (2, (8, 2), ['', '', '', ''], [(14, 7), (17, 4), (15, 8)], [False, False, False, False], 52, False, [False, False, False, False], 5596, 'East', (9, 2))
Element 25: (2, (9, 2), ['', '', '', ''], [(14, 8), (16, 4), (15, 7)], [False, False, False, False], 50, False, [False, False, False, False], 5595, 'East', (10, 2))
Element 26: (2, (10, 2), ['', '%', '', ''], [(15, 8), (16, 3), (14, 7)], [False, True, False, False], 48, False, [False, False, False, False], 5594, 'East', (11, 2))
Element 27: (2, (11, 2), ['', '.', '', ''], [(14, 8), (16, 4), (15, 7)], [False, False, False, False], 46, False, [False, True, False, False], 5593, 'South', (11, 1))
Element 28: (2, (11, 1), ['%', '%', '', '.'], [(13, 8), (15, 4), (15, 6)], [True, True, False, False], 44, False, [False, False, False, True], 5602, 'East', (12, 1))
Element 29: (2, (12, 1), ['', '%', '', '.'], [(14, 8), (14, 4), (16, 6)], [False, True, False, False], 42, False, [False, False, False, True], 5611, 'East', (13, 1))
Element 30: (2, (13, 1), ['', '%', '', '.'], [(14, 7), (14, 3), (17, 6)], [False, True, False, False], 40, False, [False, False, False, True], 5620, 'East', (14, 1))
Element 31: (2, (14, 1), ['', '%', '', '.'], [(15, 7), (13, 3), (17, 7)], [False, True, False, False], 38, False, [False, False, False, True], 5639, 'East', (15, 1))
Element 32: (2, (15, 1), ['', '%', '%', '%'], [(15, 6), (13, 2), (18, 7)], [False, True, True, True], 36, False, [False, False, False, False], 5648, 'West', (14, 1))
Element 33: (2, (14, 1), ['', '%', 'G', ''], [(15, 5), (14, 2), (17, 7)], [False, True, False, False], 34, False, [False, False, False, False], 5647, 'West', (13, 1))
Element 34: (2, (13, 1), ['', '%', '', 'G'], [(14, 5), (14, 1), (17, 6)], [False, True, False, False], 32, False, [False, False, False, False], 5646, 'West', (12, 1))
Element 35: (2, (12, 1), ['', '%', '', ''], [(14, 4), (15, 1), (17, 5)], [False, True, False, False], 30, False, [False, False, False, False], 5645, 'East', (13, 1))
Element 36: (2, (13, 1), ['', '%', '', 'G'], [(14, 3), (14, 1), (18, 5)], [False, True, False, False], 28, False, [False, False, False, False], 5644, 'North', (13, 2))
