Element 1: (1, (5, 1), ['.', '%', '.', 'F'], [(10, 8), (12, 2), (18, 7)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (6, 1))
Element 2: (1, (6, 1), ['', '%', '.', '.'], [(9, 8), (13, 2), (17, 7)], [False, True, False, False], 96, False, [False, False, True, True], 1038, 'East', (7, 1))
Element 3: (1, (7, 1), ['', '%', '.', '.'], [(9, 7), (14, 2), (17, 6)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (8, 1))
Element 4: (1, (8, 1), ['', '%', '.', '.'], [(9, 6), (14, 3), (17, 5)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (9, 1))
Element 5: (1, (9, 1), ['', '%', 'F', '%'], [(9, 5), (14, 4), (18, 5)], [False, True, False, True], 90, False, [False, False, False, False], 1155, 'North', (9, 2))
Element 6: (1, (9, 2), ['.', '', '.', '.'], [(10, 5), (15, 4), (18, 4)], [False, False, False, False], 88, False, [True, False, True, True], 3174, 'East', (10, 2))
Element 7: (1, (10, 2), ['', '%', '.', '.'], [(10, 4), (16, 4), (18, 3)], [False, True, False, False], 86, False, [False, False, True, True], 3213, 'East', (11, 2))
Element 8: (1, (11, 2), ['', '.', '.', ''], [(11, 4), (17, 4), (17, 3)], [False, False, False, False], 84, False, [False, True, True, False], 3252, 'North', (11, 3))
Element 9: (1, (11, 3), ['.', '', '', '%'], [(12, 4), (18, 4), (16, 3)], [False, False, False, True], 82, False, [True, False, False, False], 3281, 'West', (10, 3))
Element 10: (1, (10, 3), ['.', '', '', ''], [(13, 4), (18, 5), (16, 4)], [False, False, False, False], 80, False, [True, False, False, False], 3300, 'West', (9, 3))
Element 11: (1, (9, 3), ['F', '', '.', ''], [(13, 5), (17, 5), (16, 5)], [False, False, False, False], 78, False, [False, False, True, False], 3329, 'West', (8, 3))
Element 12: (1, (8, 3), ['.', '.', '.', ''], [(14, 5), (17, 6), (16, 6)], [False, False, False, False], 76, False, [True, True, True, False], 4348, 'North', (8, 4))
Element 13: (1, (8, 4), ['%', '', '.', '.'], [(15, 5), (17, 7), (15, 6)], [True, False, False, False], 74, False, [False, False, True, True], 4377, 'East', (9, 4))
Element 14: (1, (9, 4), ['', '', '', ''], [(16, 5), (18, 7), (15, 7)], [False, False, False, False], 72, False, [False, False, False, False], 4396, 'East', (10, 4))
Element 15: (1, (10, 4), ['', '', '', ''], [(17, 5), (17, 7), (15, 8)], [False, False, False, False], 70, False, [False, False, False, False], 4405, 'East', (11, 4))
Element 16: (1, (11, 4), ['', '', '%', ''], [(18, 5), (17, 6), (14, 8)], [False, False, True, False], 68, False, [False, False, False, False], 4414, 'East', (12, 4))
Element 17: (1, (12, 4), ['', '%', '.', ''], [(18, 4), (17, 5), (14, 7)], [False, True, False, False], 66, False, [False, False, True, False], 4423, 'North', (12, 5))
Element 18: (1, (12, 5), ['%', '', '.', ''], [(18, 3), (18, 5), (14, 8)], [True, False, False, False], 64, False, [False, False, True, False], 4432, 'North', (12, 6))
Element 19: (1, (12, 6), ['.', '', '%', '.'], [(17, 3), (18, 4), (13, 8)], [False, False, True, False], 62, False, [True, False, False, True], 4451, 'East', (13, 6))
Element 20: (1, (13, 6), ['', '', '%', '%'], [(17, 4), (18, 3), (14, 8)], [False, False, True, True], 60, False, [False, False, False, False], 4460, 'South', (13, 5))
Element 21: (1, (13, 5), ['', '', '', ''], [(16, 4), (17, 3), (15, 8)], [False, False, False, False], 58, False, [False, False, False, False], 4459, 'East', (14, 5))
Element 22: (1, (14, 5), ['', '', '%', ''], [(15, 4), (16, 3), (15, 7)], [False, False, True, False], 56, False, [False, False, False, False], 4458, 'East', (15, 5))
Element 23: (1, (15, 5), ['', '', '', ''], [(14, 4), (17, 3), (14, 7)], [False, False, False, False], 54, False, [False, False, False, False], 4457, 'East', (16, 5))
Element 24: (1, (16, 5), ['', '', '', ''], [(14, 3), (18, 3), (15, 7)], [False, False, False, False], 52, False, [False, False, False, False], 4456, 'East', (17, 5))
Element 25: (1, (17, 5), ['', '', '', ''], [(13, 3), (18, 4), (15, 6)], [False, False, False, False], 50, False, [False, False, False, False], 4465, 'East', (18, 5))
Element 26: (1, (18, 5), ['', '', '%', '%'], [(13, 2), (17, 4), (16, 6)], [False, False, True, True], 48, False, [False, False, False, False], 4464, 'South', (18, 4))
Element 27: (1, (18, 4), ['', '', '', '%'], [(13, 1), (17, 5), (16, 5)], [False, False, False, True], 46, False, [False, False, False, False], 4473, 'South', (18, 3))
Element 28: (1, (18, 3), ['', '%', '', '%'], [(14, 1), (17, 4), (15, 5)], [False, True, False, True], 44, False, [False, False, False, False], 4482, 'West', (17, 3))
Element 29: (1, (17, 3), ['', '%', '', ''], [(15, 1), (16, 4), (15, 4)], [False, True, False, False], 42, False, [False, False, False, False], 4491, 'North', (17, 4))
Element 30: (1, (17, 4), ['', '', '', ''], [(14, 1), (16, 5), (14, 4)], [False, False, False, False], 40, False, [False, False, False, False], 4490, 'West', (16, 4))
Element 31: (1, (16, 4), ['', '', '', ''], [(14, 2), (16, 6), (14, 5)], [False, False, False, False], 38, False, [False, False, False, False], 4489, 'South', (16, 3))
Element 32: (1, (16, 3), ['%', '%', '', ''], [(14, 1), (15, 6), (13, 5)], [True, True, False, False], 36, False, [False, False, False, False], 4488, 'North', (16, 4))
Element 33: (1, (16, 4), ['', '', '', ''], [(13, 1), (15, 7), (13, 6)], [False, False, False, False], 34, False, [False, False, False, False], 4487, 'West', (15, 4))
Element 34: (1, (15, 4), ['', '%', '', ''], [(12, 1), (15, 8), (12, 6)], [False, True, False, False], 32, False, [False, False, False, False], 4496, 'West', (14, 4))
Element 35: (1, (14, 4), ['', '', '', ''], [(11, 1), (14, 8), (11, 6)], [False, False, False, False], 30, False, [False, False, False, False], 4515, 'South', (14, 3))
Element 36: (1, (14, 3), ['', '', '', '%'], [(11, 2), (14, 7), (12, 6)], [False, False, False, True], 28, False, [False, False, False, False], 4514, 'South', (14, 2))
Element 37: (1, (14, 2), ['', '', '', '%'], [(12, 2), (14, 8), (12, 5)], [False, False, False, True], 26, False, [False, False, False, False], 4513, 'South', (14, 1))
Element 38: (1, (14, 1), ['', '%', '', ''], [(11, 2), (13, 8), (12, 4)], [False, True, False, False], 24, False, [False, False, False, False], 4512, 'East', (15, 1))
Element 39: (1, (15, 1), ['', '%', '%', '%'], [(11, 3), (14, 8), (13, 4)], [False, True, True, True], 22, False, [False, False, False, False], 4511, 'West', (14, 1))
Element 40: (1, (14, 1), ['', '%', '', ''], [(10, 3), (15, 8), (13, 3)], [False, True, False, False], 20, False, [False, False, False, False], 4510, 'West', (13, 1))
Element 41: (1, (13, 1), ['', '%', '', ''], [(10, 2), (15, 7), (14, 3)], [False, True, False, False], 18, False, [False, False, False, False], 4509, 'North', (13, 2))
Element 42: (1, (13, 2), ['', '', '', 'G'], [(9, 2), (14, 7), (14, 2)], [False, False, False, False], 16, False, [False, False, False, False], 4508, 'North', (13, 3))
Element 43: (1, (13, 3), ['%', '', '', ''], [(8, 2), (15, 7), (14, 1)], [True, False, False, False], 14, False, [False, False, False, False], 4517, 'North', (13, 4))
Element 44: (1, (13, 4), ['', '', '', ''], [(7, 2), (15, 6), (15, 1)], [False, False, False, False], 12, False, [False, False, False, False], 4526, 'South', (13, 3))
Element 45: (1, (13, 3), ['%', '', '', ''], [(7, 3), (15, 5), (14, 1)], [True, False, False, False], 10, False, [False, False, False, False], 4535, 'South', (13, 2))
Element 46: (1, (13, 2), ['', 'G', '', ''], [(6, 3), (14, 5), (13, 1)], [False, False, False, False], 8, False, [False, False, False, False], 4544, 'West', (12, 2))
Element 47: (1, (12, 2), ['', '', '%', 'G'], [(6, 4), (13, 5), (13, 2)], [False, False, True, False], 6, False, [False, False, False, False], 4553, 'South', (12, 1))
Element 48: (1, (12, 1), ['', '%', 'G', ''], [(6, 5), (13, 6), (12, 2)], [False, True, False, False], 4, False, [False, False, False, False], 4562, 'West', (11, 1))
Element 49: (1, (11, 1), ['%', '%', '', 'G'], [(6, 6), (12, 6), (12, 1)], [True, True, False, False], 2, False, [False, False, False, False], 4571, 'North', (11, 2))
Element 50: (1, (11, 2), ['', 'G', '', ''], [(6, 6), (12, 5), (11, 1)], [False, False, False, False], 0, False, [False, False, False, False], 4570, 'Stop', (11, 2))
Element 51: #0#
