Element 1: (1, (9, 5), ['.', '.', '.', 'F'], [(15, 13), (12, 13), (14, 2)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'East', (10, 5))
Element 2: (1, (10, 5), ['', '.', '%', '%'], [(16, 13), (13, 13), (14, 3)], [False, False, True, True], 96, False, [False, True, False, False], 1038, 'South', (10, 4))
Element 3: (1, (10, 4), ['.', '.', '', '.'], [(17, 13), (13, 12), (14, 4)], [False, False, False, False], 94, False, [True, True, False, True], 1077, 'East', (11, 4))
Element 4: (1, (11, 4), ['', '.', '%', '.'], [(18, 13), (13, 11), (15, 4)], [False, False, True, False], 92, False, [False, True, False, True], 1116, 'East', (12, 4))
Element 5: (1, (12, 4), ['', '%', '.', '.'], [(18, 12), (12, 11), (16, 4)], [False, True, False, False], 90, False, [False, False, True, True], 1155, 'East', (13, 4))
Element 6: (1, (13, 4), ['', '.', '.', ''], [(18, 11), (12, 12), (17, 4)], [False, False, False, False], 88, False, [False, True, True, False], 1194, 'North', (13, 5))
Element 7: (1, (13, 5), ['.', '', '.', '.'], [(18, 10), (11, 12), (18, 4)], [False, False, False, False], 86, False, [True, False, True, True], 1233, 'East', (14, 5))
Element 8: (1, (14, 5), ['', '', '%', '.'], [(17, 10), (10, 12), (18, 5)], [False, False, True, False], 84, False, [False, False, False, True], 1272, 'East', (15, 5))
Element 9: (1, (15, 5), ['', '', '.', '.'], [(17, 11), (10, 13), (17, 5)], [False, False, False, False], 82, False, [False, False, True, True], 1311, 'East', (16, 5))
Element 10: (1, (16, 5), ['', '', '.', ''], [(17, 12), (9, 13), (17, 6)], [False, False, False, False], 80, False, [False, False, True, False], 1350, 'North', (16, 6))
Element 11: (1, (16, 6), ['.', '', '%', ''], [(16, 12), (9, 12), (17, 7)], [False, False, True, False], 78, False, [True, False, False, False], 1389, 'West', (15, 6))
Element 12: (1, (15, 6), ['%', '', '.', ''], [(16, 11), (8, 12), (18, 7)], [True, False, False, False], 76, False, [False, False, True, False], 2418, 'North', (15, 7))
Element 13: (1, (15, 7), ['.', '', '.', '%'], [(16, 10), (7, 12), (17, 7)], [False, False, False, True], 74, False, [True, False, True, False], 2447, 'North', (15, 8))
