Element 1: (1, (6, 4), ['%', '.', '.', '%'], [(6, 12), (14, 13), (17, 10)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['.', '', '.', '%'], [(7, 12), (15, 13), (18, 10)], [False, False, False, True], 96, False, [True, False, True, False], 48, 'North', (6, 6))
Element 3: (1, (6, 6), ['.', '', '%', '%'], [(8, 12), (16, 13), (18, 11)], [False, False, True, True], 94, False, [True, False, False, False], 1077, 'West', (5, 6))
Element 4: (1, (5, 6), ['.', '.', '%', ''], [(9, 12), (17, 13), (18, 12)], [False, False, True, False], 92, False, [True, True, False, False], 1116, 'South', (5, 5))
Element 5: (1, (5, 5), ['.', '%', '', ''], [(10, 12), (18, 13), (17, 12)], [False, True, False, False], 90, False, [True, False, False, False], 1155, 'West', (4, 5))
Element 6: (1, (4, 5), ['.', '.', '.', ''], [(11, 12), (18, 12), (17, 11)], [False, False, False, False], 88, False, [True, True, True, False], 1184, 'North', (4, 6))
Element 7: (1, (4, 6), ['.', '', '%', ''], [(12, 12), (18, 11), (16, 11)], [False, False, True, False], 86, False, [True, False, False, False], 1213, 'West', (3, 6))
Element 8: (1, (3, 6), ['.', '.', '.', ''], [(13, 12), (18, 10), (16, 12)], [False, False, False, False], 84, False, [True, True, True, False], 1242, 'North', (3, 7))
Element 9: (1, (3, 7), ['.', '', '%', '%'], [(13, 13), (17, 10), (15, 12)], [False, False, True, True], 82, False, [True, False, False, False], 1271, 'West', (2, 7))
Element 10: (1, (2, 7), ['.', '.', 'F', ''], [(12, 13), (17, 9), (15, 13)], [False, False, False, False], 80, False, [True, True, False, False], 1300, 'North', (2, 8))
Element 11: (1, (2, 8), ['F', '', '%', '%'], [(13, 13), (16, 9), (16, 13)], [False, False, True, True], 78, False, [False, False, False, False], 2309, 'West', (1, 8))
Element 12: (1, (1, 8), ['%', '.', '%', ''], [(14, 13), (16, 10), (17, 13)], [True, False, True, False], 76, False, [False, True, False, False], 3318, 'South', (1, 7))
Element 13: (1, (1, 7), ['%', '.', '', ''], [(15, 13), (16, 11), (18, 13)], [True, False, False, False], 74, False, [False, True, False, False], 3327, 'South', (1, 6))
Element 14: (1, (1, 6), ['%', '.', '', '.'], [(16, 13), (17, 11), (17, 13)], [True, False, False, False], 72, False, [False, True, False, True], 3336, 'East', (2, 6))
Element 15: (1, (2, 6), ['', '.', '', ''], [(17, 13), (17, 12), (18, 13)], [False, False, False, False], 70, False, [False, True, False, False], 3345, 'South', (2, 5))
Element 16: (1, (2, 5), ['.', '.', '', '.'], [(18, 13), (16, 12), (17, 13)], [False, False, False, False], 68, False, [True, True, False, True], 3354, 'East', (3, 5))
Element 17: (1, (3, 5), ['', '.', '', ''], [(18, 12), (15, 12), (16, 13)], [False, False, False, False], 66, False, [False, True, False, False], 3363, 'South', (3, 4))
Element 18: (1, (3, 4), ['.', '.', '', '.'], [(18, 11), (16, 12), (15, 13)], [False, False, False, False], 64, False, [True, True, False, True], 3372, 'East', (4, 4))
Element 19: (1, (4, 4), ['', '.', '', '%'], [(18, 10), (17, 12), (15, 12)], [False, False, False, True], 62, False, [False, True, False, False], 3381, 'South', (4, 3))
Element 20: (1, (4, 3), ['.', '.', '', '.'], [(17, 10), (17, 11), (16, 12)], [False, False, False, False], 60, False, [True, True, False, True], 3390, 'East', (5, 3))
Element 21: (1, (5, 3), ['', '.', '%', '.'], [(17, 11), (16, 11), (16, 13)], [False, False, True, False], 58, False, [False, True, False, True], 3399, 'East', (6, 3))
Element 22: (1, (6, 3), ['', '.', '', '.'], [(17, 12), (16, 12), (15, 13)], [False, False, False, False], 56, False, [False, True, False, True], 3408, 'East', (7, 3))
Element 23: (1, (7, 3), ['', '.', '%', 'F'], [(16, 12), (16, 11), (14, 13)], [False, False, True, False], 54, False, [False, True, False, False], 3417, 'East', (8, 3))
Element 24: (1, (8, 3), ['', '.', '.', '.'], [(16, 11), (16, 10), (13, 13)], [False, False, False, False], 52, False, [False, True, True, True], 4416, 'East', (9, 3))
Element 25: (1, (9, 3), ['', 'F', '.', '.'], [(16, 10), (16, 9), (13, 12)], [False, False, False, False], 50, False, [False, False, True, True], 4425, 'South', (9, 2))
Element 26: (1, (9, 2), ['.', '.', '', '.'], [(16, 9), (17, 9), (13, 11)], [False, False, False, False], 48, False, [True, True, False, True], 5434, 'East', (10, 2))
Element 27: (1, (10, 2), ['', '%', '.', '.'], [(17, 9), (17, 10), (12, 11)], [False, True, False, False], 46, False, [False, False, True, True], 5453, 'East', (11, 2))
Element 28: (1, (11, 2), ['', '.', '.', '.'], [(16, 9), (16, 10), (12, 12)], [False, False, False, False], 44, False, [False, True, True, True], 5462, 'East', (12, 2))
Element 29: (1, (12, 2), ['', '.', '%', '.'], [(16, 10), (17, 10), (12, 13)], [False, False, True, False], 42, False, [False, True, False, True], 5471, 'East', (13, 2))
Element 30: (1, (13, 2), ['', '.', '.', '.'], [(16, 11), (17, 11), (12, 12)], [False, False, False, False], 40, False, [False, True, True, True], 5480, 'East', (14, 2))
Element 31: (1, (14, 2), ['', '.', '.', '%'], [(16, 12), (17, 10), (11, 12)], [False, False, False, True], 38, False, [False, True, True, False], 5489, 'North', (14, 3))
Element 32: (1, (14, 3), ['.', '', '.', '%'], [(15, 12), (18, 10), (10, 12)], [False, False, False, True], 36, False, [True, False, True, False], 5498, 'North', (14, 4))
Element 33: (1, (14, 4), ['.', '', '.', '.'], [(16, 12), (18, 11), (10, 13)], [False, False, False, False], 34, False, [True, False, True, True], 5517, 'East', (15, 4))
Element 34: (1, (15, 4), ['', '%', '.', '.'], [(17, 12), (17, 11), (9, 13)], [False, True, False, False], 32, False, [False, False, True, True], 5536, 'East', (16, 4))
Element 35: (1, (16, 4), ['', '.', '.', '.'], [(17, 11), (18, 11), (9, 12)], [False, False, False, False], 30, False, [False, True, True, True], 5545, 'East', (17, 4))
Element 36: (1, (17, 4), ['', '.', '.', '.'], [(16, 11), (18, 12), (8, 12)], [False, False, False, False], 28, False, [False, True, True, True], 5554, 'East', (18, 4))
Element 37: (1, (18, 4), ['', '.', '.', '%'], [(17, 11), (17, 12), (7, 12)], [False, False, False, True], 26, False, [False, True, True, False], 5563, 'North', (18, 5))
Element 38: (1, (18, 5), ['.', '', '%', '%'], [(17, 10), (18, 12), (7, 13)], [False, False, True, True], 24, False, [True, False, False, False], 5582, 'West', (17, 5))
Element 39: (1, (17, 5), ['.', '', '.', ''], [(17, 9), (18, 13), (6, 13)], [False, False, False, False], 22, False, [True, False, True, False], 5601, 'North', (17, 6))
Element 40: (1, (17, 6), ['.', '', '.', '%'], [(17, 10), (17, 13), (5, 13)], [False, False, False, True], 20, False, [True, False, True, False], 5620, 'North', (17, 7))
Element 41: (1, (17, 7), ['%', '', '%', '.'], [(16, 10), (17, 12), (4, 13)], [True, False, True, False], 18, False, [False, False, False, True], 5639, 'East', (18, 7))
Element 42: (1, (18, 7), ['', '%', '%', '%'], [(17, 10), (17, 13), (4, 12)], [False, True, True, True], 16, False, [False, False, False, False], 5658, 'West', (17, 7))
Element 43: (1, (17, 7), ['%', '', '%', ''], [(18, 10), (16, 13), (4, 11)], [True, False, True, False], 14, False, [False, False, False, False], 5667, 'South', (17, 6))
Element 44: (1, (17, 6), ['.', '', '', '%'], [(18, 11), (16, 12), (5, 11)], [False, False, False, True], 12, False, [True, False, False, False], 5676, 'West', (16, 6))
Element 45: (1, (16, 6), ['.', '.', '%', ''], [(17, 11), (16, 13), (6, 11)], [False, False, True, False], 10, False, [True, True, False, False], 5695, 'South', (16, 5))
