Element 1: (3, (14, 2), ['.', '.', '.', '%'], [(2, 11), (7, 3), (8, 8)], [False, False, False, True], 98, False, [True, True, True, False], 1019, 'North', (14, 3))
Element 2: (3, (14, 3), ['.', '', '.', '%'], [(1, 11), (8, 3), (9, 8)], [False, False, False, True], 96, False, [True, False, True, False], 3038, 'North', (14, 4))
Element 3: (3, (14, 4), ['.', '', '.', '.'], [(1, 12), (9, 3), (10, 8)], [False, False, False, False], 94, False, [True, False, True, True], 3077, 'East', (15, 4))
Element 4: (3, (15, 4), ['', '%', '.', '.'], [(1, 13), (9, 2), (10, 7)], [False, True, False, False], 92, False, [False, False, True, True], 4106, 'East', (16, 4))
Element 5: (3, (16, 4), ['', '.', '.', '.'], [(1, 12), (10, 2), (9, 7)], [False, False, False, False], 90, False, [False, True, True, True], 4135, 'East', (17, 4))
Element 6: (3, (17, 4), ['', '.', '.', '.'], [(1, 11), (11, 2), (9, 6)], [False, False, False, False], 88, False, [False, True, True, True], 4164, 'East', (18, 4))
Element 7: (3, (18, 4), ['', '.', '.', '%'], [(1, 10), (12, 2), (9, 5)], [False, False, False, True], 86, False, [False, True, True, False], 4203, 'North', (18, 5))
Element 8: (3, (18, 5), ['.', '', '%', '%'], [(2, 10), (13, 2), (10, 5)], [False, False, True, True], 84, False, [True, False, False, False], 5232, 'West', (17, 5))
Element 9: (3, (17, 5), ['.', '', '.', ''], [(3, 10), (13, 3), (10, 4)], [False, False, False, False], 82, False, [True, False, True, False], 5271, 'North', (17, 6))
Element 10: (3, (17, 6), ['.', '', '.', '%'], [(4, 10), (13, 4), (11, 4)], [False, False, False, True], 80, False, [True, False, True, False], 5310, 'North', (17, 7))
Element 11: (3, (17, 7), ['%', '', '%', '.'], [(4, 11), (13, 5), (12, 4)], [True, False, True, False], 78, False, [False, False, False, True], 5349, 'East', (18, 7))
Element 12: (3, (18, 7), ['', '%', '%', '%'], [(5, 11), (14, 5), (12, 5)], [False, True, True, True], 76, False, [False, False, False, False], 5388, 'West', (17, 7))
Element 13: (3, (17, 7), ['%', '', '%', ''], [(6, 11), (15, 5), (12, 6)], [True, False, True, False], 74, False, [False, False, False, False], 5417, 'South', (17, 6))
Element 14: (3, (17, 6), ['.', '', '', '%'], [(6, 12), (16, 5), (13, 6)], [False, False, False, True], 72, False, [True, False, False, False], 5446, 'West', (16, 6))
Element 15: (3, (16, 6), ['.', '', '%', ''], [(7, 12), (17, 5), (13, 5)], [False, False, True, False], 70, False, [True, False, False, False], 5465, 'West', (15, 6))
Element 16: (3, (15, 6), ['%', '', '.', ''], [(8, 12), (18, 5), (14, 5)], [True, False, False, False], 68, False, [False, False, True, False], 6474, 'North', (15, 7))
Element 17: (3, (15, 7), ['.', '', '.', '%'], [(9, 12), (18, 4), (15, 5)], [False, False, False, True], 66, False, [True, False, True, False], 6493, 'North', (15, 8))
Element 18: (3, (15, 8), ['.', '', '%', '%'], [(10, 12), (18, 3), (16, 5)], [False, False, True, True], 64, False, [True, False, False, False], 6522, 'West', (14, 8))
Element 19: (3, (14, 8), ['.', '.', '%', ''], [(11, 12), (17, 3), (17, 5)], [False, False, True, False], 62, False, [True, True, False, False], 6551, 'South', (14, 7))
Element 20: (3, (14, 7), ['%', '%', '', ''], [(12, 12), (16, 3), (18, 5)], [True, True, False, False], 60, False, [False, False, False, False], 6580, 'North', (14, 8))
Element 21: (3, (14, 8), ['.', '', '%', ''], [(13, 12), (16, 4), (18, 4)], [False, False, True, False], 58, False, [True, False, False, False], 6589, 'West', (13, 8))
Element 22: (3, (13, 8), ['%', '%', '%', ''], [(13, 13), (17, 4), (18, 3)], [True, True, True, False], 56, False, [False, False, False, False], 6608, 'East', (14, 8))
