Element 1: (1, (2, 7), ['.', '.', 'F', '.'], [(18, 1), (9, 5), (12, 2)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (2, 8))
Element 2: (1, (2, 8), ['F', '', '%', '%'], [(17, 1), (10, 5), (13, 2)], [False, False, True, True], 96, False, [False, False, False, False], 2018, 'West', (1, 8))
Element 3: (1, (1, 8), ['%', '.', '%', ''], [(17, 1), (10, 4), (14, 2)], [True, False, True, False], 94, False, [False, True, False, False], 3037, 'South', (1, 7))
Element 4: (1, (1, 7), ['%', '.', '', ''], [(18, 1), (11, 4), (14, 3)], [True, False, False, False], 92, False, [False, True, False, False], 3066, 'South', (1, 6))
Element 5: (1, (1, 6), ['%', '.', '', '.'], [(17, 1), (12, 4), (14, 4)], [True, False, False, False], 90, False, [False, True, False, True], 3095, 'East', (2, 6))
Element 6: (1, (2, 6), ['', '.', '', '.'], [(17, 1), (13, 4), (15, 4)], [False, False, False, False], 88, False, [False, True, False, True], 3124, 'East', (3, 6))
Element 7: (1, (3, 6), ['', '.', '.', '.'], [(18, 1), (13, 5), (16, 4)], [False, False, False, False], 86, False, [False, True, True, True], 3153, 'East', (4, 6))
Element 8: (1, (4, 6), ['', '.', '%', '.'], [(17, 1), (14, 5), (17, 4)], [False, False, True, False], 84, False, [False, True, False, True], 3182, 'East', (5, 6))
Element 9: (1, (5, 6), ['', '.', '%', '.'], [(17, 1), (15, 5), (18, 4)], [False, False, True, False], 82, False, [False, True, False, True], 3211, 'East', (6, 6))
Element 10: (1, (6, 6), ['', '.', '%', '%'], [(18, 1), (16, 5), (18, 5)], [False, False, True, True], 80, False, [False, True, False, False], 3240, 'South', (6, 5))
Element 11: (1, (6, 5), ['.', '.', '', '%'], [(17, 1), (17, 5), (18, 4)], [False, False, False, True], 78, False, [True, True, False, False], 3259, 'South', (6, 4))
Element 12: (1, (6, 4), ['%', '.', '', '%'], [(17, 1), (17, 6), (18, 3)], [True, False, False, True], 76, False, [False, True, False, False], 3288, 'South', (6, 3))
Element 13: (1, (6, 3), ['.', '.', '', '.'], [(18, 1), (17, 7), (17, 3)], [False, False, False, False], 74, False, [True, True, False, True], 3317, 'East', (7, 3))
Element 14: (1, (7, 3), ['', '.', '%', 'F'], [(17, 1), (18, 7), (16, 3)], [False, False, True, False], 72, False, [False, True, False, False], 3346, 'East', (8, 3))
Element 15: (1, (8, 3), ['', '.', '.', '.'], [(17, 1), (17, 7), (17, 3)], [False, False, False, False], 70, False, [False, True, True, True], 4345, 'East', (9, 3))
Element 16: (1, (9, 3), ['', 'F', '.', '.'], [(18, 1), (17, 6), (18, 3)], [False, False, False, False], 68, False, [False, False, True, True], 4354, 'South', (9, 2))
Element 17: (1, (9, 2), ['.', '.', '', '.'], [(17, 1), (16, 6), (18, 4)], [False, False, False, False], 66, False, [True, True, False, True], 5363, 'East', (10, 2))
Element 18: (1, (10, 2), ['', '%', '.', '.'], [(17, 1), (15, 6), (17, 4)], [False, True, False, False], 64, False, [False, False, True, True], 5382, 'East', (11, 2))
Element 19: (1, (11, 2), ['', '.', '.', ''], [(18, 1), (15, 7), (17, 5)], [False, False, False, False], 62, False, [False, True, True, False], 5401, 'North', (11, 3))
Element 20: (1, (11, 3), ['.', '', '', '%'], [(17, 1), (15, 8), (17, 6)], [False, False, False, True], 60, False, [True, False, False, False], 5420, 'West', (10, 3))
Element 21: (1, (10, 3), ['', '', '', ''], [(17, 1), (14, 8), (17, 7)], [False, False, False, False], 58, False, [False, False, False, False], 5439, 'North', (10, 4))
Element 22: (1, (10, 4), ['.', '', '', ''], [(18, 1), (14, 7), (18, 7)], [False, False, False, False], 56, False, [True, False, False, False], 5448, 'West', (9, 4))
Element 23: (1, (9, 4), ['.', '', '', ''], [(17, 1), (14, 8), (17, 7)], [False, False, False, False], 54, False, [True, False, False, False], 5457, 'West', (8, 4))
Element 24: (1, (8, 4), ['%', '', '.', ''], [(17, 1), (13, 8), (17, 6)], [True, False, False, False], 52, False, [False, False, True, False], 5476, 'North', (8, 5))
Element 25: (1, (8, 5), ['%', '', '.', ''], [(18, 1), (14, 8), (16, 6)], [True, False, False, False], 50, False, [False, False, True, False], 5485, 'North', (8, 6))
Element 26: (1, (8, 6), ['%', '', '%', '.'], [(17, 1), (15, 8), (16, 5)], [True, False, True, False], 48, False, [False, False, False, True], 5494, 'East', (9, 6))
Element 27: (1, (9, 6), ['', '', '.', '%'], [(17, 1), (15, 7), (15, 5)], [False, False, False, True], 46, False, [False, False, True, False], 5503, 'North', (9, 7))
Element 28: (1, (9, 7), ['%', '', '.', '.'], [(18, 1), (14, 7), (15, 6)], [True, False, False, False], 44, False, [False, False, True, True], 5512, 'East', (10, 7))
Element 29: (1, (10, 7), ['', '%', '.', '%'], [(17, 1), (15, 7), (15, 5)], [False, True, False, True], 42, False, [False, False, True, False], 5521, 'North', (10, 8))
Element 30: (1, (10, 8), ['.', '', '%', '%'], [(17, 1), (15, 6), (14, 5)], [False, False, True, True], 40, False, [True, False, False, False], 5530, 'West', (9, 8))
Element 31: (1, (9, 8), ['.', '', '%', ''], [(18, 1), (16, 6), (13, 5)], [False, False, True, False], 38, False, [True, False, False, False], 5539, 'West', (8, 8))
Element 32: (1, (8, 8), ['.', '%', '.', ''], [(17, 1), (17, 6), (13, 6)], [False, True, False, False], 36, False, [True, False, True, False], 5558, 'North', (8, 9))
Element 33: (1, (8, 9), ['.', '', '%', '%'], [(17, 1), (17, 5), (12, 6)], [False, False, True, True], 34, False, [True, False, False, False], 5577, 'West', (7, 9))
Element 34: (1, (7, 9), ['.', '.', '%', ''], [(18, 1), (18, 5), (12, 5)], [False, False, True, False], 32, False, [True, True, False, False], 5596, 'South', (7, 8))
Element 35: (1, (7, 8), ['.', '%', '', ''], [(17, 1), (18, 4), (12, 4)], [False, True, False, False], 30, False, [True, False, False, False], 5605, 'West', (6, 8))
Element 36: (1, (6, 8), ['.', '%', '.', ''], [(17, 1), (18, 3), (13, 4)], [False, True, False, False], 28, False, [True, False, True, False], 5614, 'North', (6, 9))
Element 37: (1, (6, 9), ['%', '', '%', ''], [(18, 1), (17, 3), (13, 3)], [True, False, True, False], 26, False, [False, False, False, False], 5633, 'South', (6, 8))
Element 38: (1, (6, 8), ['.', '%', '', ''], [(17, 1), (17, 4), (13, 4)], [False, True, False, False], 24, False, [True, False, False, False], 5632, 'West', (5, 8))
Element 39: (1, (5, 8), ['.', '%', '%', ''], [(17, 1), (16, 4), (12, 4)], [False, True, True, False], 22, False, [True, False, False, False], 5641, 'West', (4, 8))
Element 40: (1, (4, 8), ['%', '%', '%', ''], [(18, 1), (16, 3), (11, 4)], [True, True, True, False], 20, False, [False, False, False, False], 5650, 'East', (5, 8))
Element 41: (1, (5, 8), ['', '%', '%', ''], [(17, 1), (16, 4), (11, 3)], [False, True, True, False], 18, False, [False, False, False, False], 5649, 'East', (6, 8))
Element 42: (1, (6, 8), ['', '%', '', ''], [(17, 1), (15, 4), (11, 2)], [False, True, False, False], 16, False, [False, False, False, False], 5648, 'East', (7, 8))
Element 43: (1, (7, 8), ['', '%', '', ''], [(18, 1), (14, 4), (11, 1)], [False, True, False, False], 14, False, [False, False, False, False], 5657, 'North', (7, 9))
Element 44: (1, (7, 9), ['', '', '%', ''], [(17, 1), (14, 3), (12, 1)], [False, False, True, False], 12, False, [False, False, False, False], 5666, 'West', (6, 9))
Element 45: (1, (6, 9), ['%', '', '%', ''], [(17, 1), (14, 2), (13, 1)], [True, False, True, False], 10, False, [False, False, False, False], 5675, 'East', (7, 9))
Element 46: (1, (7, 9), ['', '', '%', ''], [(18, 1), (14, 1), (12, 1)], [False, False, True, False], 8, False, [False, False, False, False], 5684, 'East', (8, 9))
Element 47: (1, (8, 9), ['', '', '%', '%'], [(17, 1), (15, 1), (11, 1)], [False, False, True, True], 6, False, [False, False, False, False], 5693, 'South', (8, 8))
Element 48: (1, (8, 8), ['', '%', '', ''], [(17, 1), (14, 1), (11, 2)], [False, True, False, False], 4, False, [False, False, False, False], 5692, 'West', (7, 8))
Element 49: (1, (7, 8), ['', '%', '', ''], [(18, 1), (13, 1), (10, 2)], [False, True, False, False], 2, False, [False, False, False, False], 5691, 'East', (8, 8))
Element 50: (1, (8, 8), ['', '%', '', ''], [(18, 1), (13, 2), (10, 3)], [False, True, False, False], 0, False, [False, False, False, False], 5690, 'Stop', (8, 8))
Element 51: #0#
