Element 1: (3, (15, 13), ['.', '', '%', '.'], [(5, 11), (3, 3), (16, 12)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'East', (16, 13))
Element 2: (3, (16, 13), ['', '', '%', '.'], [(6, 11), (4, 3), (17, 12)], [False, False, True, False], 96, False, [False, False, False, True], 68, 'East', (17, 13))
Element 3: (3, (17, 13), ['', '', '%', '.'], [(6, 12), (5, 3), (18, 12)], [False, False, True, False], 94, False, [False, False, False, True], 107, 'East', (18, 13))
Element 4: (3, (18, 13), ['', '', '%', '%'], [(7, 12), (6, 3), (18, 11)], [False, False, True, True], 92, False, [False, False, False, False], 146, 'South', (18, 12))
Element 5: (3, (18, 12), ['', '', '', '%'], [(8, 12), (7, 3), (18, 10)], [False, False, False, True], 90, False, [False, False, False, False], 1165, 'South', (18, 11))
Element 6: (3, (18, 11), ['.', '', '', '%'], [(9, 12), (8, 3), (17, 10)], [False, False, False, True], 88, False, [True, False, False, False], 2184, 'West', (17, 11))
Element 7: (3, (17, 11), ['.', '', '', ''], [(10, 12), (9, 3), (17, 9)], [False, False, False, False], 86, False, [True, False, False, False], 2223, 'West', (16, 11))
Element 8: (3, (16, 11), ['%', '.', '', ''], [(11, 12), (9, 2), (16, 9)], [True, False, False, False], 84, False, [False, True, False, False], 3252, 'South', (16, 10))
Element 9: (3, (16, 10), ['%', '', '', ''], [(12, 12), (10, 2), (17, 9)], [True, False, False, False], 82, False, [False, False, False, False], 3281, 'East', (17, 10))
Element 10: (3, (17, 10), ['', '', '', ''], [(13, 12), (11, 2), (16, 9)], [False, False, False, False], 80, False, [False, False, False, False], 3300, 'East', (18, 10))
Element 11: (3, (18, 10), ['', '%', '', '%'], [(13, 13), (12, 2), (16, 10)], [False, True, False, True], 78, False, [False, False, False, False], 3319, 'West', (17, 10))
Element 12: (3, (17, 10), ['', '', '', ''], [(14, 13), (13, 2), (16, 11)], [False, False, False, False], 76, False, [False, False, False, False], 3338, 'South', (17, 9))
Element 13: (3, (17, 9), ['', '%', '', '%'], [(15, 13), (14, 2), (17, 11)], [False, True, False, True], 74, False, [False, False, False, False], 3347, 'West', (16, 9))
Element 14: (3, (16, 9), ['%', '%', '', ''], [(16, 13), (14, 3), (16, 11)], [True, True, False, False], 72, False, [False, False, False, False], 3356, 'East', (17, 9))
Element 15: (3, (17, 9), ['', '%', '', '%'], [(17, 13), (14, 4), (16, 10)], [False, True, False, True], 70, False, [False, False, False, False], 3365, 'North', (17, 10))
Element 16: (3, (17, 10), ['', '', '', ''], [(18, 13), (15, 4), (16, 9)], [False, False, False, False], 68, False, [False, False, False, False], 3374, 'West', (16, 10))
Element 17: (3, (16, 10), ['%', '', '', ''], [(18, 12), (16, 4), (16, 10)], [True, False, False, False], 66, False, [False, False, False, False], 3383, 'South', (16, 9))
Element 18: (3, (16, 9), ['%', '%', '', ''], [(18, 11), (17, 4), (16, 11)], [True, True, False, False], 64, False, [False, False, False, False], 3392, 'North', (16, 10))
Element 19: (3, (16, 10), ['%', '', '', ''], [(18, 10), (18, 4), (17, 11)], [True, False, False, False], 62, False, [False, False, False, False], 3401, 'North', (16, 11))
Element 20: (3, (16, 11), ['%', '', '', ''], [(17, 10), (18, 5), (18, 11)], [True, False, False, False], 60, False, [False, False, False, False], 3410, 'North', (16, 12))
Element 21: (3, (16, 12), ['', '', '', ''], [(17, 11), (17, 5), (18, 12)], [False, False, False, False], 58, False, [False, False, False, False], 3419, 'East', (17, 12))
Element 22: (3, (17, 12), ['', '', '', ''], [(16, 11), (17, 6), (18, 11)], [False, False, False, False], 56, False, [False, False, False, False], 3428, 'West', (16, 12))
Element 23: (3, (16, 12), ['', '', '', ''], [(16, 10), (17, 7), (17, 11)], [False, False, False, False], 54, False, [False, False, False, False], 3437, 'West', (15, 12))
Element 24: (3, (15, 12), ['%', '%', '', ''], [(16, 9), (18, 7), (17, 12)], [True, True, False, False], 52, False, [False, False, False, False], 3446, 'East', (16, 12))
Element 25: (3, (16, 12), ['', '', '', ''], [(17, 9), (17, 7), (17, 11)], [False, False, False, False], 50, False, [False, False, False, False], 3445, 'South', (16, 11))
Element 26: (3, (16, 11), ['%', '', '', ''], [(16, 9), (17, 6), (17, 10)], [True, False, False, False], 48, False, [False, False, False, False], 3444, 'East', (17, 11))
Element 27: (3, (17, 11), ['', '', '', ''], [(16, 10), (16, 6), (17, 11)], [False, False, False, False], 46, False, [False, False, False, False], 3453, 'North', (17, 12))
Element 28: (3, (17, 12), ['', '', '', ''], [(16, 11), (16, 5), (17, 12)], [False, False, False, False], 44, False, [False, False, False, False], 3462, 'South', (17, 11))
