Element 1: (1, (2, 7), ['.', '.', 'F', '.'], [(13, 13), (5, 2), (5, 13)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (2, 8))
Element 2: (1, (2, 8), ['F', '', '%', '%'], [(14, 13), (6, 2), (6, 13)], [False, False, True, True], 96, False, [False, False, False, False], 1038, 'West', (1, 8))
Element 3: (1, (1, 8), ['%', '.', '%', ''], [(15, 13), (6, 1), (7, 13)], [True, False, True, False], 94, False, [False, True, False, False], 3057, 'South', (1, 7))
Element 4: (1, (1, 7), ['%', '.', '', ''], [(16, 13), (7, 1), (7, 12)], [True, False, False, False], 92, False, [False, True, False, False], 3096, 'South', (1, 6))
Element 5: (1, (1, 6), ['%', '.', '', '.'], [(17, 13), (8, 1), (8, 12)], [True, False, False, False], 90, False, [False, True, False, True], 4125, 'East', (2, 6))
Element 6: (1, (2, 6), ['', '.', '', '.'], [(18, 13), (9, 1), (9, 12)], [False, False, False, False], 88, False, [False, True, False, True], 4164, 'East', (3, 6))
Element 7: (1, (3, 6), ['', '.', '.', '.'], [(18, 12), (9, 2), (10, 12)], [False, False, False, False], 86, False, [False, True, True, True], 5193, 'East', (4, 6))
Element 8: (1, (4, 6), ['', '.', '%', '.'], [(18, 11), (10, 2), (11, 12)], [False, False, True, False], 84, False, [False, True, False, True], 5232, 'East', (5, 6))
Element 9: (1, (5, 6), ['', '.', '%', '.'], [(18, 10), (11, 2), (12, 12)], [False, False, True, False], 82, False, [False, True, False, True], 5271, 'East', (6, 6))
Element 10: (1, (6, 6), ['', '.', '%', '%'], [(17, 10), (12, 2), (13, 12)], [False, False, True, True], 80, False, [False, True, False, False], 5310, 'South', (6, 5))
Element 11: (1, (6, 5), ['.', '.', '', '%'], [(17, 11), (13, 2), (13, 11)], [False, False, False, True], 78, False, [True, True, False, False], 5349, 'South', (6, 4))
Element 12: (1, (6, 4), ['%', '.', '', '%'], [(17, 12), (14, 2), (12, 11)], [True, False, False, True], 76, False, [False, True, False, False], 5388, 'South', (6, 3))
Element 13: (1, (6, 3), ['.', '', '', '.'], [(16, 12), (14, 3), (13, 11)], [False, False, False, False], 74, False, [True, False, False, True], 5417, 'East', (7, 3))
Element 14: (1, (7, 3), ['', '.', '%', 'F'], [(16, 11), (14, 4), (13, 12)], [False, False, True, False], 72, False, [False, True, False, False], 5446, 'East', (8, 3))
Element 15: (1, (8, 3), ['', '.', '.', '.'], [(16, 10), (15, 4), (13, 13)], [False, False, False, False], 70, False, [False, True, True, True], 6465, 'East', (9, 3))
Element 16: (1, (9, 3), ['', '', '.', '.'], [(16, 9), (16, 4), (14, 13)], [False, False, False, False], 68, False, [False, False, True, True], 6494, 'East', (10, 3))
Element 17: (1, (10, 3), ['', '', '.', '.'], [(17, 9), (17, 4), (15, 13)], [False, False, False, False], 66, False, [False, False, True, True], 6523, 'East', (11, 3))
Element 18: (1, (11, 3), ['', '', '.', '%'], [(16, 9), (18, 4), (15, 12)], [False, False, False, True], 64, False, [False, False, True, False], 6552, 'North', (11, 4))
Element 19: (1, (11, 4), ['.', '', '%', '.'], [(16, 10), (18, 5), (16, 12)], [False, False, True, False], 62, False, [True, False, False, True], 6571, 'East', (12, 4))
Element 20: (1, (12, 4), ['', '%', '.', '.'], [(16, 11), (17, 5), (17, 12)], [False, True, False, False], 60, False, [False, False, True, True], 6590, 'East', (13, 4))
Element 21: (1, (13, 4), ['', '.', '.', ''], [(16, 12), (17, 6), (18, 12)], [False, False, False, False], 58, False, [False, True, True, False], 6609, 'North', (13, 5))
Element 22: (1, (13, 5), ['.', '', '.', '.'], [(15, 12), (17, 7), (18, 13)], [False, False, False, False], 56, False, [True, False, True, True], 6628, 'East', (14, 5))
Element 23: (1, (14, 5), ['', '', '%', '.'], [(16, 12), (18, 7), (17, 13)], [False, False, True, False], 54, False, [False, False, False, True], 6647, 'East', (15, 5))
Element 24: (1, (15, 5), ['', '', '.', '.'], [(17, 12), (17, 7), (16, 13)], [False, False, False, False], 52, False, [False, False, True, True], 6656, 'East', (16, 5))
