Element 1: (3, (9, 5), ['.', '.', '.', 'F'], [(5, 2), (4, 1), (6, 6)], [False, False, False, False], 98, False, [True, True, True, False], 29, 'East', (10, 5))
Element 2: (3, (10, 5), ['', '.', '%', '%'], [(6, 2), (5, 1), (6, 5)], [False, False, True, True], 96, False, [False, True, False, False], 1058, 'South', (10, 4))
Element 3: (3, (10, 4), ['.', '.', '', '.'], [(6, 1), (5, 2), (6, 4)], [False, False, False, False], 94, False, [True, True, False, True], 2077, 'East', (11, 4))
Element 4: (3, (11, 4), ['', '.', '%', '.'], [(7, 1), (5, 3), (6, 3)], [False, False, True, False], 92, False, [False, True, False, True], 2116, 'East', (12, 4))
Element 5: (3, (12, 4), ['', '%', '.', '.'], [(8, 1), (4, 3), (7, 3)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (13, 4))
Element 6: (3, (13, 4), ['', '.', '.', '.'], [(9, 1), (4, 4), (8, 3)], [False, False, False, False], 88, False, [False, True, True, True], 3184, 'East', (14, 4))
Element 7: (3, (14, 4), ['', '.', '.', '.'], [(9, 2), (4, 5), (9, 3)], [False, False, False, False], 86, False, [False, True, True, True], 4213, 'East', (15, 4))
Element 8: (3, (15, 4), ['', '%', '.', '.'], [(10, 2), (5, 5), (10, 3)], [False, True, False, False], 84, False, [False, False, True, True], 4252, 'East', (16, 4))
Element 9: (3, (16, 4), ['', '.', '.', '.'], [(11, 2), (6, 5), (11, 3)], [False, False, False, False], 82, False, [False, True, True, True], 4281, 'East', (17, 4))
Element 10: (3, (17, 4), ['', '.', '.', '.'], [(12, 2), (6, 6), (11, 4)], [False, False, False, False], 80, False, [False, True, True, True], 4300, 'East', (18, 4))
Element 11: (3, (18, 4), ['', '.', '.', '%'], [(13, 2), (5, 6), (12, 4)], [False, False, False, True], 78, False, [False, True, True, False], 4319, 'North', (18, 5))
Element 12: (3, (18, 5), ['.', '', '%', '%'], [(14, 2), (4, 6), (12, 5)], [False, False, True, True], 76, False, [True, False, False, False], 4358, 'West', (17, 5))
Element 13: (3, (17, 5), ['.', '', '.', ''], [(14, 3), (3, 6), (13, 5)], [False, False, False, False], 74, False, [True, False, True, False], 4397, 'North', (17, 6))
Element 14: (3, (17, 6), ['.', '', '.', '%'], [(13, 3), (3, 7), (14, 5)], [False, False, False, True], 72, False, [True, False, True, False], 4436, 'North', (17, 7))
Element 15: (3, (17, 7), ['%', '', '%', '.'], [(13, 4), (2, 7), (15, 5)], [True, False, True, False], 70, False, [False, False, False, True], 4465, 'East', (18, 7))
Element 16: (3, (18, 7), ['', '%', '%', '%'], [(14, 4), (2, 8), (16, 5)], [False, True, True, True], 68, False, [False, False, False, False], 5484, 'West', (17, 7))
Element 17: (3, (17, 7), ['%', '', '%', ''], [(15, 4), (1, 8), (16, 6)], [True, False, True, False], 66, False, [False, False, False, False], 6493, 'South', (17, 6))
Element 18: (3, (17, 6), ['', '', '', '%'], [(16, 4), (1, 7), (15, 6)], [False, False, False, True], 64, False, [False, False, False, False], 6512, 'West', (16, 6))
Element 19: (3, (16, 6), ['', '', '%', ''], [(16, 3), (1, 6), (15, 7)], [False, False, True, False], 62, False, [False, False, False, False], 6541, 'South', (16, 5))
Element 20: (3, (16, 5), ['', '', '', ''], [(17, 3), (2, 6), (15, 8)], [False, False, False, False], 60, False, [False, False, False, False], 6570, 'West', (15, 5))
Element 21: (3, (15, 5), ['', '', '', ''], [(18, 3), (2, 5), (14, 8)], [False, False, False, False], 58, False, [False, False, False, False], 6599, 'North', (15, 6))
Element 22: (3, (15, 6), ['%', '', '', ''], [(18, 4), (3, 5), (14, 7)], [True, False, False, False], 56, False, [False, False, False, False], 6618, 'North', (15, 7))
Element 23: (3, (15, 7), ['', '', '', '%'], [(18, 5), (3, 4), (14, 8)], [False, False, False, True], 54, False, [False, False, False, False], 6627, 'North', (15, 8))
Element 24: (3, (15, 8), ['', '', '%', '%'], [(17, 5), (3, 3), (13, 8)], [False, False, True, True], 52, False, [False, False, False, False], 6646, 'West', (14, 8))
Element 25: (3, (14, 8), ['G', '', '%', ''], [(17, 6), (2, 3), (13, 8)], [False, False, True, False], 50, False, [False, False, False, False], 6655, 'South', (14, 7))
Element 26: (3, (14, 7), ['%', '%', 'G', ''], [(17, 7), (2, 4), (14, 8)], [True, True, False, False], 48, False, [False, False, False, False], 6664, 'East', (15, 7))
Element 27: (3, (15, 7), ['', '', '', '%'], [(18, 7), (1, 4), (13, 8)], [False, False, False, True], 46, False, [False, False, False, False], 6673, 'North', (15, 8))
Element 28: (3, (15, 8), ['', '', '%', '%'], [(17, 7), (1, 5), (13, 8)], [False, False, True, True], 44, False, [False, False, False, False], 6682, 'South', (15, 7))
Element 29: (3, (15, 7), ['', '', '', '%'], [(17, 6), (1, 4), (14, 8)], [False, False, False, True], 42, False, [False, False, False, False], 6681, 'West', (14, 7))
Element 30: (3, (14, 7), ['%', '%', '', ''], [(16, 6), (2, 4), (14, 7)], [True, True, False, False], 40, False, [False, False, False, False], 6680, 'East', (15, 7))
Element 31: (3, (15, 7), ['G', '', '', '%'], [(16, 5), (2, 3), (14, 7)], [False, False, False, True], 38, False, [False, False, False, False], 6679, 'South', (15, 6))
Element 32: (3, (15, 6), ['%', 'G', '', ''], [(15, 5), (2, 2), (14, 7)], [True, False, False, False], 36, False, [False, False, False, False], 6688, 'North', (15, 7))
Element 33: (3, (15, 7), ['G', 'G', '', '%'], [(15, 6), (2, 1), (14, 7)], [False, False, False, True], 34, False, [False, False, False, False], 6697, 'South', (15, 6))
Element 34: (3, (15, 6), ['%', '', 'G', ''], [(15, 7), (1, 1), (14, 7)], [True, False, False, False], 32, False, [False, False, False, False], 6706, 'South', (15, 5))
Element 35: (3, (15, 5), ['', '', '', ''], [(15, 8), (1, 2), (14, 7)], [False, False, False, False], 30, False, [False, False, False, False], 6715, 'East', (16, 5))
Element 36: (3, (16, 5), ['', '', '', ''], [(14, 8), (1, 1), (15, 7)], [False, False, False, False], 28, False, [False, False, False, False], 6714, 'North', (16, 6))
Element 37: (3, (16, 6), ['G', '', '%', ''], [(14, 7), (2, 1), (15, 6)], [False, False, True, False], 26, False, [False, False, False, False], 6713, 'South', (16, 5))
Element 38: (3, (16, 5), ['', '', '', ''], [(14, 8), (2, 2), (15, 6)], [False, False, False, False], 24, False, [False, False, False, False], 6712, 'North', (16, 6))
