Element 1: (0, (13, 8), ['%', '%', '%', '.'], [(12, 6), (12, 11), (18, 3)], [True, True, True, False], 98, False, [False, False, False, True], 0, 'East', (14, 8))
Element 2: (0, (14, 8), ['', '.', '%', '.'], [(13, 6), (13, 11), (18, 4)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (15, 8))
Element 3: (0, (15, 8), ['', '.', '%', '%'], [(13, 5), (13, 12), (18, 5)], [False, False, True, True], 94, False, [False, True, False, False], 78, 'South', (15, 7))
Element 4: (0, (15, 7), ['.', '.', '', '%'], [(14, 5), (13, 13), (17, 5)], [False, False, False, True], 92, False, [True, True, False, False], 117, 'South', (15, 6))
Element 5: (0, (15, 6), ['%', 'G', '', '.'], [(15, 5), (14, 13), (17, 6)], [True, False, False, False], 90, False, [False, False, False, True], 156, 'East', (16, 6))
Element 6: (0, (16, 6), ['', 'G', '%', ''], [(16, 5), (15, 13), (17, 7)], [False, False, True, False], 88, False, [False, False, False, False], 195, 'East', (17, 6))
Element 7: (0, (17, 6), ['', '', '', '%'], [(16, 4), (16, 13), (18, 7)], [False, False, False, True], 86, False, [False, False, False, False], 224, 'North', (17, 7))
Element 8: (0, (17, 7), ['%', '', '%', 'G'], [(17, 4), (17, 13), (18, 7)], [True, False, True, False], 84, False, [False, False, False, False], 243, 'South', (17, 6))
Element 9: (0, (17, 6), ['', '', 'G', '%'], [(17, 3), (18, 13), (17, 7)], [False, False, False, True], 82, False, [False, False, False, False], 262, 'South', (17, 5))
Element 10: (0, (17, 5), ['', '', 'G', ''], [(16, 3), (18, 12), (17, 6)], [False, False, False, False], 80, False, [False, False, False, False], 281, 'East', (18, 5))
Element 11: (0, (18, 5), ['G', '', '%', '%'], [(17, 3), (18, 11), (17, 5)], [False, False, True, True], 78, False, [False, False, False, False], 290, 'South', (18, 4))
Element 12: (0, (18, 4), ['', 'G', '', '%'], [(18, 3), (18, 10), (17, 5)], [False, False, False, True], 76, False, [False, False, False, False], 299, 'West', (17, 4))
Element 13: (0, (17, 4), ['', '', '', 'G'], [(18, 4), (17, 10), (16, 5)], [False, False, False, False], 74, False, [False, False, False, False], 308, 'South', (17, 3))
Element 14: (0, (17, 3), ['', '%', '', ''], [(18, 5), (17, 11), (16, 6)], [False, True, False, False], 72, False, [False, False, False, False], 317, 'East', (18, 3))
Element 15: (0, (18, 3), ['', '%', '', '%'], [(17, 5), (17, 12), (15, 6)], [False, True, False, True], 70, False, [False, False, False, False], 326, 'West', (17, 3))
Element 16: (0, (17, 3), ['', '%', '', ''], [(17, 6), (16, 12), (15, 7)], [False, True, False, False], 68, False, [False, False, False, False], 335, 'West', (16, 3))
Element 17: (0, (16, 3), ['%', '%', '', ''], [(17, 7), (16, 11), (14, 7)], [True, True, False, False], 66, False, [False, False, False, False], 354, 'North', (16, 4))
Element 18: (0, (16, 4), ['.', '', '', ''], [(18, 7), (16, 10), (14, 8)], [False, False, False, False], 64, False, [True, False, False, False], 363, 'West', (15, 4))
Element 19: (0, (15, 4), ['.', '%', '', ''], [(17, 7), (16, 9), (15, 8)], [False, True, False, False], 62, False, [True, False, False, False], 382, 'West', (14, 4))
Element 20: (0, (14, 4), ['.', '.', '', ''], [(17, 6), (17, 9), (14, 8)], [False, False, False, False], 60, False, [True, True, False, False], 401, 'South', (14, 3))
Element 21: (0, (14, 3), ['.', '.', '', '%'], [(16, 6), (16, 9), (13, 8)], [False, False, False, True], 58, False, [True, True, False, False], 410, 'South', (14, 2))
