Element 1: (0, (1, 7), ['%', '.', 'F', '.'], [(17, 4), (17, 9), (17, 12)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (1, 8))
Element 2: (0, (1, 8), ['%', '', '%', 'F'], [(18, 4), (17, 10), (18, 12)], [True, False, True, False], 96, False, [False, False, False, False], 1029, 'East', (2, 8))
Element 3: (0, (2, 8), ['', '.', '%', '%'], [(18, 5), (18, 10), (18, 13)], [False, False, True, True], 94, False, [False, True, False, False], 2058, 'South', (2, 7))
Element 4: (0, (2, 7), ['', '.', '', '.'], [(17, 5), (18, 11), (17, 13)], [False, False, False, False], 92, False, [False, True, False, True], 2097, 'East', (3, 7))
Element 5: (0, (3, 7), ['', '.', '%', '%'], [(17, 6), (17, 11), (16, 13)], [False, False, True, True], 90, False, [False, True, False, False], 2136, 'South', (3, 6))
Element 6: (0, (3, 6), ['.', '.', '', '.'], [(17, 7), (16, 11), (16, 12)], [False, False, False, False], 88, False, [True, True, False, True], 2175, 'East', (4, 6))
Element 7: (0, (4, 6), ['', '.', '%', '.'], [(18, 7), (16, 10), (15, 12)], [False, False, True, False], 86, False, [False, True, False, True], 2214, 'East', (5, 6))
Element 8: (0, (5, 6), ['', '.', '%', '.'], [(17, 7), (16, 9), (15, 13)], [False, False, True, False], 84, False, [False, True, False, True], 2243, 'East', (6, 6))
Element 9: (0, (6, 6), ['', '.', '%', '%'], [(17, 6), (16, 10), (14, 13)], [False, False, True, True], 82, False, [False, True, False, False], 2262, 'South', (6, 5))
Element 10: (0, (6, 5), ['.', '.', '', '%'], [(16, 6), (16, 11), (13, 13)], [False, False, False, True], 80, False, [True, True, False, False], 2291, 'South', (6, 4))
Element 11: (0, (6, 4), ['%', '.', '', '%'], [(16, 5), (17, 11), (13, 12)], [True, False, False, True], 78, False, [False, True, False, False], 2320, 'South', (6, 3))
Element 12: (0, (6, 3), ['.', '.', '', '.'], [(16, 4), (17, 12), (13, 11)], [False, False, False, False], 76, False, [True, True, False, True], 2349, 'East', (7, 3))
