Element 1: (0, (1, 7), ['%', '.', 'F', '.'], [(17, 4), (17, 9), (17, 12)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (1, 8))
Element 13: (0, (7, 3), ['', '.', '%', 'F'], [(16, 3), (18, 12), (12, 11)], [False, False, True, False], 74, False, [False, True, False, False], 2378, 'East', (8, 3))
Element 14: (0, (8, 3), ['', '.', '.', '.'], [(17, 3), (18, 13), (12, 12)], [False, False, False, False], 72, False, [False, True, True, True], 3397, 'East', (9, 3))
Element 15: (0, (9, 3), ['', 'F', '.', '.'], [(18, 3), (17, 13), (12, 13)], [False, False, False, False], 70, False, [False, False, True, True], 3426, 'South', (9, 2))
Element 16: (0, (9, 2), ['.', '.', '', '.'], [(17, 3), (16, 13), (12, 12)], [False, False, False, False], 68, False, [True, True, False, True], 4425, 'East', (10, 2))
Element 17: (0, (10, 2), ['', '%', '.', '.'], [(16, 3), (16, 12), (11, 12)], [False, True, False, False], 66, False, [False, False, True, True], 4444, 'East', (11, 2))
Element 18: (0, (11, 2), ['', '.', '.', '.'], [(16, 4), (15, 12), (10, 12)], [False, False, False, False], 64, False, [False, True, True, True], 4463, 'East', (12, 2))
Element 19: (0, (12, 2), ['', '.', '%', '.'], [(15, 4), (15, 13), (10, 13)], [False, False, True, False], 62, False, [False, True, False, True], 4492, 'East', (13, 2))
Element 20: (0, (13, 2), ['', '.', '.', '.'], [(15, 5), (14, 13), (9, 13)], [False, False, False, False], 60, False, [False, True, True, True], 4521, 'East', (14, 2))
Element 21: (0, (14, 2), ['', '.', '.', '%'], [(15, 6), (13, 13), (9, 12)], [False, False, False, True], 58, False, [False, True, True, False], 4550, 'North', (14, 3))
Element 22: (0, (14, 3), ['.', '', '.', '%'], [(15, 7), (13, 12), (8, 12)], [False, False, False, True], 56, False, [True, False, True, False], 5569, 'North', (14, 4))
Element 23: (0, (14, 4), ['.', '', '.', ''], [(15, 8), (13, 11), (7, 12)], [False, False, False, False], 54, False, [True, False, True, False], 5598, 'North', (14, 5))
Element 24: (0, (14, 5), ['.', '', '%', ''], [(14, 8), (12, 11), (7, 13)], [False, False, True, False], 52, False, [True, False, False, False], 5627, 'West', (13, 5))
Element 25: (0, (13, 5), ['.', '.', '.', ''], [(14, 7), (12, 12), (6, 13)], [False, False, False, False], 50, False, [True, True, True, False], 5656, 'North', (13, 6))
Element 26: (0, (13, 6), ['.', '', '%', '%'], [(14, 8), (12, 13), (6, 12)], [False, False, True, True], 48, False, [True, False, False, False], 5675, 'West', (12, 6))
Element 27: (0, (12, 6), ['.', '.', '%', ''], [(13, 8), (12, 12), (6, 11)], [False, False, True, False], 46, False, [True, True, False, False], 5704, 'South', (12, 5))
Element 28: (0, (12, 5), ['%', '.', '', ''], [(14, 8), (11, 12), (5, 11)], [True, False, False, False], 44, False, [False, True, False, False], 5723, 'South', (12, 4))
Element 29: (0, (12, 4), ['.', '%', '', '.'], [(15, 8), (10, 12), (5, 12)], [False, True, False, False], 42, False, [True, False, False, True], 5742, 'East', (13, 4))
Element 30: (0, (13, 4), ['', '.', '', ''], [(15, 7), (10, 13), (5, 13)], [False, False, False, False], 40, False, [False, True, False, False], 5761, 'South', (13, 3))
Element 31: (0, (13, 3), ['%', '', '', ''], [(14, 7), (9, 13), (4, 13)], [True, False, False, False], 38, False, [False, False, False, False], 5780, 'North', (13, 4))
Element 32: (0, (13, 4), ['', '', '', ''], [(15, 7), (9, 12), (4, 12)], [False, False, False, False], 36, False, [False, False, False, False], 5789, 'West', (12, 4))
Element 33: (0, (12, 4), ['.', '%', '', ''], [(15, 6), (8, 12), (4, 11)], [False, True, False, False], 34, False, [True, False, False, False], 5798, 'West', (11, 4))
Element 34: (0, (11, 4), ['.', '.', '%', ''], [(15, 5), (7, 12), (4, 10)], [False, False, True, False], 32, False, [True, True, False, False], 5817, 'South', (11, 3))
Element 35: (0, (11, 3), ['.', '', '', '%'], [(14, 5), (7, 13), (3, 10)], [False, False, False, True], 30, False, [True, False, False, False], 5836, 'West', (10, 3))
Element 36: (0, (10, 3), ['', '', '.', ''], [(14, 4), (6, 13), (2, 10)], [False, False, False, False], 28, False, [False, False, True, False], 5855, 'North', (10, 4))
Element 37: (0, (10, 4), ['.', '', 'F', ''], [(14, 3), (6, 12), (2, 11)], [False, False, False, False], 26, False, [True, False, False, False], 6864, 'North', (10, 5))
Element 38: (0, (10, 5), ['.', '', '%', '%'], [(14, 2), (6, 11), (1, 11)], [False, False, True, True], 24, False, [True, False, False, False], 8863, 'West', (9, 5))
Element 39: (0, (9, 5), ['.', '.', '.', ''], [(14, 1), (5, 11), (1, 12)], [False, False, False, False], 22, False, [True, True, True, False], 8892, 'North', (9, 6))
Element 40: (0, (9, 6), ['.', '', '.', '%'], [(15, 1), (5, 12), (2, 12)], [False, False, False, True], 20, False, [True, False, True, False], 8921, 'North', (9, 7))
Element 41: (0, (9, 7), ['%', '', '.', '.'], [(14, 1), (5, 13), (3, 12)], [True, False, False, False], 18, False, [False, False, True, True], 8940, 'East', (10, 7))
Element 42: (0, (10, 7), ['', '%', '.', '%'], [(13, 1), (4, 13), (3, 13)], [False, True, False, True], 16, False, [False, False, True, False], 8969, 'North', (10, 8))
Element 43: (0, (10, 8), ['.', '', '%', '%'], [(12, 1), (4, 12), (3, 12)], [False, False, True, True], 14, False, [True, False, False, False], 8988, 'West', (9, 8))
Element 44: (0, (9, 8), ['.', '', '%', ''], [(11, 1), (4, 11), (2, 12)], [False, False, True, False], 12, False, [True, False, False, False], 9007, 'West', (8, 8))
Element 45: (0, (8, 8), ['.', '%', '.', ''], [(11, 2), (4, 10), (1, 12)], [False, True, False, False], 10, False, [True, False, True, False], 9016, 'North', (8, 9))
Element 46: (0, (8, 9), ['.', '', '%', '%'], [(12, 2), (3, 10), (1, 13)], [False, False, True, True], 8, False, [True, False, False, False], 9035, 'West', (7, 9))
Element 47: (0, (7, 9), ['.', '.', '%', ''], [(13, 2), (2, 10), (1, 12)], [False, False, True, False], 6, False, [True, True, False, False], 9044, 'South', (7, 8))
Element 48: (0, (7, 8), ['.', '%', '', ''], [(13, 3), (1, 10), (1, 11)], [False, True, False, False], 4, False, [True, False, False, False], 9063, 'West', (6, 8))
Element 49: (0, (6, 8), ['.', '%', '.', ''], [(13, 4), (2, 10), (1, 10)], [False, True, False, False], 2, False, [True, False, True, False], 9072, 'North', (6, 9))
Element 50: (0, (6, 9), ['%', '', '%', ''], [(13, 5), (2, 11), (1, 11)], [True, False, True, False], 0, False, [False, False, False, False], 9081, 'Stop', (6, 9))
Element 51: #0#
