Element 1: (1, (4, 5), ['.', '.', 'G', '.'], [(6, 5), (4, 6), (7, 1)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (5, 5))
Element 2: (1, (5, 5), ['', '%', 'G', ''], [(6, 6), (5, 6), (6, 1)], [False, True, False, False], 96, False, [False, False, False, False], 1038, 'East', (6, 5))
Element 3: (1, (6, 5), ['G', '', '', '%'], [(5, 6), (5, 5), (6, 2)], [False, False, False, True], 94, False, [False, False, False, False], 1047, 'North', (6, 6))
Element 4: (1, (6, 6), ['', 'G', '%', '%'], [(5, 5), (6, 5), (7, 2)], [False, False, True, True], 92, False, [False, False, False, False], 1056, 'West', (5, 6))
Element 5: (1, (5, 6), ['', '', '%', 'G'], [(4, 5), (6, 6), (8, 2)], [False, False, True, False], 90, False, [False, False, False, False], 1065, 'West', (4, 6))
Element 6: (1, (4, 6), ['.', '', '%', ''], [(4, 4), (6, 5), (9, 2)], [False, False, True, False], 88, False, [True, False, False, False], 2074, 'West', (3, 6))
Element 7: (1, (3, 6), ['.', '.', '.', ''], [(4, 3), (6, 4), (10, 2)], [False, False, False, False], 86, False, [True, True, True, False], 2103, 'North', (3, 7))
Element 8: (1, (3, 7), ['.', '', '%', '%'], [(5, 3), (6, 3), (11, 2)], [False, False, True, True], 84, False, [True, False, False, False], 2142, 'West', (2, 7))
Element 9: (1, (2, 7), ['.', '.', 'F', ''], [(5, 2), (7, 3), (12, 2)], [False, False, False, False], 82, False, [True, True, False, False], 2181, 'North', (2, 8))
Element 10: (1, (2, 8), ['F', '', '%', '%'], [(5, 1), (8, 3), (13, 2)], [False, False, True, True], 80, False, [False, False, False, False], 4200, 'West', (1, 8))
Element 11: (1, (1, 8), ['%', '.', '%', ''], [(4, 1), (9, 3), (14, 2)], [True, False, True, False], 78, False, [False, True, False, False], 5229, 'South', (1, 7))
Element 12: (1, (1, 7), ['%', '.', '', ''], [(4, 2), (10, 3), (14, 3)], [True, False, False, False], 76, False, [False, True, False, False], 5268, 'South', (1, 6))
Element 13: (1, (1, 6), ['%', '.', '', '.'], [(4, 1), (11, 3), (14, 4)], [True, False, False, False], 74, False, [False, True, False, True], 5297, 'East', (2, 6))
Element 14: (1, (2, 6), ['', '.', '', ''], [(3, 1), (11, 4), (15, 4)], [False, False, False, False], 72, False, [False, True, False, False], 5336, 'South', (2, 5))
Element 15: (1, (2, 5), ['.', '.', '', '.'], [(2, 1), (12, 4), (16, 4)], [False, False, False, False], 70, False, [True, True, False, True], 5375, 'East', (3, 5))
Element 16: (1, (3, 5), ['', '.', '', ''], [(2, 2), (13, 4), (17, 4)], [False, False, False, False], 68, False, [False, True, False, False], 5414, 'South', (3, 4))
Element 17: (1, (3, 4), ['.', '.', '', ''], [(2, 3), (13, 5), (18, 4)], [False, False, False, False], 66, False, [True, True, False, False], 5453, 'South', (3, 3))
Element 18: (1, (3, 3), ['', '%', '', ''], [(2, 4), (14, 5), (18, 5)], [False, True, False, False], 64, False, [False, False, False, False], 5492, 'East', (4, 3))
