Element 1: (1, (6, 4), ['%', '.', '.', '%'], [(13, 2), (6, 9), (17, 1)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['.', '', '.', '%'], [(14, 2), (7, 9), (18, 1)], [False, False, False, True], 96, False, [True, False, True, False], 48, 'North', (6, 6))
Element 3: (1, (6, 6), ['.', '', '%', '%'], [(14, 3), (8, 9), (17, 1)], [False, False, True, True], 94, False, [True, False, False, False], 77, 'West', (5, 6))
Element 4: (1, (5, 6), ['.', '.', '%', ''], [(14, 4), (8, 8), (17, 1)], [False, False, True, False], 92, False, [True, True, False, False], 106, 'South', (5, 5))
Element 5: (1, (5, 5), ['.', '%', '', ''], [(15, 4), (9, 8), (18, 1)], [False, True, False, False], 90, False, [True, False, False, False], 135, 'West', (4, 5))
Element 6: (1, (4, 5), ['.', '.', '.', ''], [(16, 4), (10, 8), (17, 1)], [False, False, False, False], 88, False, [True, True, True, False], 164, 'North', (4, 6))
Element 7: (1, (4, 6), ['.', '', '%', ''], [(17, 4), (10, 7), (17, 1)], [False, False, True, False], 86, False, [True, False, False, False], 193, 'West', (3, 6))
Element 8: (1, (3, 6), ['.', '.', '.', ''], [(18, 4), (9, 7), (18, 1)], [False, False, False, False], 84, False, [True, True, True, False], 222, 'North', (3, 7))
Element 9: (1, (3, 7), ['.', '', '%', '%'], [(18, 5), (9, 6), (17, 1)], [False, False, True, True], 82, False, [True, False, False, False], 251, 'West', (2, 7))
Element 10: (1, (2, 7), ['.', '.', 'F', ''], [(17, 5), (9, 5), (17, 1)], [False, False, False, False], 80, False, [True, True, False, False], 280, 'North', (2, 8))
Element 11: (1, (2, 8), ['F', '', '%', '%'], [(17, 6), (10, 5), (18, 1)], [False, False, True, True], 78, False, [False, False, False, False], 2289, 'West', (1, 8))
Element 12: (1, (1, 8), ['%', '.', '%', ''], [(17, 7), (10, 4), (17, 1)], [True, False, True, False], 76, False, [False, True, False, False], 3308, 'South', (1, 7))
Element 13: (1, (1, 7), ['%', '.', '', ''], [(18, 7), (11, 4), (17, 1)], [True, False, False, False], 74, False, [False, True, False, False], 3337, 'South', (1, 6))
Element 14: (1, (1, 6), ['%', '.', '', '.'], [(17, 7), (12, 4), (18, 1)], [True, False, False, False], 72, False, [False, True, False, True], 3356, 'East', (2, 6))
Element 15: (1, (2, 6), ['', '.', '', ''], [(17, 6), (13, 4), (17, 1)], [False, False, False, False], 70, False, [False, True, False, False], 3375, 'South', (2, 5))
Element 16: (1, (2, 5), ['.', '.', '', '.'], [(16, 6), (13, 5), (17, 1)], [False, False, False, False], 68, False, [True, True, False, True], 3404, 'East', (3, 5))
Element 17: (1, (3, 5), ['', '.', '', ''], [(16, 5), (14, 5), (18, 1)], [False, False, False, False], 66, False, [False, True, False, False], 3433, 'South', (3, 4))
Element 18: (1, (3, 4), ['.', '.', '', '.'], [(16, 6), (15, 5), (17, 1)], [False, False, False, False], 64, False, [True, True, False, True], 3452, 'East', (4, 4))
Element 19: (1, (4, 4), ['', '.', '', '%'], [(16, 5), (15, 6), (17, 1)], [False, False, False, True], 62, False, [False, True, False, False], 3471, 'South', (4, 3))
Element 20: (1, (4, 3), ['.', '.', '', '.'], [(16, 6), (15, 7), (18, 1)], [False, False, False, False], 60, False, [True, True, False, True], 3490, 'East', (5, 3))
Element 21: (1, (5, 3), ['', '.', '%', '.'], [(17, 6), (15, 8), (17, 1)], [False, False, True, False], 58, False, [False, True, False, True], 3509, 'East', (6, 3))
Element 22: (1, (6, 3), ['', '.', '', '.'], [(17, 5), (14, 8), (17, 1)], [False, False, False, False], 56, False, [False, True, False, True], 3528, 'East', (7, 3))
Element 23: (1, (7, 3), ['', '.', '%', 'F'], [(16, 5), (14, 7), (18, 1)], [False, False, True, False], 54, False, [False, True, False, False], 3547, 'East', (8, 3))
Element 24: (1, (8, 3), ['', '.', '.', '.'], [(17, 5), (14, 8), (17, 1)], [False, False, False, False], 52, False, [False, True, True, True], 4546, 'East', (9, 3))
Element 25: (1, (9, 3), ['', 'F', '.', '.'], [(18, 5), (13, 8), (17, 1)], [False, False, False, False], 50, False, [False, False, True, True], 4565, 'South', (9, 2))
Element 26: (1, (9, 2), ['.', '.', '', '.'], [(18, 4), (14, 8), (18, 1)], [False, False, False, False], 48, False, [True, True, False, True], 5564, 'East', (10, 2))
Element 27: (1, (10, 2), ['', '%', '.', '.'], [(18, 3), (15, 8), (17, 1)], [False, True, False, False], 46, False, [False, False, True, True], 5583, 'East', (11, 2))
Element 28: (1, (11, 2), ['', '.', '.', ''], [(17, 3), (15, 7), (17, 1)], [False, False, False, False], 44, False, [False, True, True, False], 5602, 'North', (11, 3))
Element 29: (1, (11, 3), ['.', '', '', '%'], [(16, 3), (14, 7), (18, 1)], [False, False, False, True], 42, False, [True, False, False, False], 5621, 'West', (10, 3))
