Element 1: (3, (6, 13), ['.', '', '%', '.'], [(15, 7), (5, 12), (7, 12)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'East', (7, 13))
Element 35: (3, (16, 9), ['%', '%', '', ''], [(12, 2), (18, 13), (17, 10)], [True, True, False, False], 30, False, [False, False, False, False], 3735, 'East', (17, 9))
Element 36: (3, (17, 9), ['', '%', '', '%'], [(12, 1), (18, 12), (18, 10)], [False, True, False, True], 28, False, [False, False, False, False], 3744, 'North', (17, 10))
Element 37: (3, (17, 10), ['', '', '', 'G'], [(11, 1), (18, 11), (18, 10)], [False, False, False, False], 26, False, [False, False, False, False], 3753, 'West', (16, 10))
Element 38: (3, (16, 10), ['%', '', '', 'G'], [(11, 2), (17, 11), (17, 10)], [True, False, False, False], 24, False, [False, False, False, False], 3762, 'South', (16, 9))
Element 39: (3, (16, 9), ['%', '%', '', ''], [(11, 3), (17, 12), (17, 11)], [True, True, False, False], 22, False, [False, False, False, False], 3771, 'North', (16, 10))
Element 40: (3, (16, 10), ['%', '', '', ''], [(11, 4), (16, 12), (17, 12)], [True, False, False, False], 20, False, [False, False, False, False], 3780, 'North', (16, 11))
Element 41: (3, (16, 11), ['%', '', '', ''], [(10, 4), (15, 12), (17, 12)], [True, False, False, False], 18, False, [False, False, False, False], 3789, 'East', (17, 11))
Element 42: (3, (17, 11), ['', '', '', ''], [(10, 5), (16, 12), (18, 12)], [False, False, False, False], 16, False, [False, False, False, False], 4788, 'East', (18, 11))
Element 43: (3, (18, 11), ['', '', '', '%'], [(9, 5), (17, 12), (18, 13)], [False, False, False, True], 14, False, [False, False, False, False], 4797, 'West', (17, 11))
Element 44: (3, (17, 11), ['', '', '', ''], [(9, 6), (16, 12), (17, 13)], [False, False, False, False], 12, False, [False, False, False, False], 4806, 'South', (17, 10))
Element 45: (3, (17, 10), ['', '', '', ''], [(9, 7), (16, 11), (17, 12)], [False, False, False, False], 10, False, [False, False, False, False], 4815, 'North', (17, 11))
Element 46: (3, (17, 11), ['', '', '', ''], [(10, 7), (16, 10), (17, 13)], [False, False, False, False], 8, False, [False, False, False, False], 4824, 'North', (17, 12))
Element 47: (3, (17, 12), ['', '', '', ''], [(10, 8), (17, 10), (16, 13)], [False, False, False, False], 6, False, [False, False, False, False], 4833, 'East', (18, 12))
Element 48: (3, (18, 12), ['', '', '', '%'], [(9, 8), (18, 10), (16, 12)], [False, False, False, True], 4, False, [False, False, False, False], 4842, 'West', (17, 12))
Element 49: (3, (17, 12), ['', '', '', ''], [(8, 8), (17, 10), (16, 13)], [False, False, False, False], 2, False, [False, False, False, False], 4851, 'North', (17, 13))
Element 50: (3, (17, 13), ['G', '', '%', ''], [(8, 8), (17, 10), (16, 13)], [False, False, True, False], 0, False, [False, False, False, False], 4850, 'Stop', (17, 13))
Element 51: #0#
