Element 1: (1, (6, 4), ['%', '.', '.', '%'], [(2, 4), (6, 12), (13, 2)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['.', '', '.', '%'], [(3, 4), (7, 12), (14, 2)], [False, False, False, True], 96, False, [True, False, True, False], 48, 'North', (6, 6))
Element 3: (1, (6, 6), ['.', '', '%', '%'], [(4, 4), (8, 12), (14, 3)], [False, False, True, True], 94, False, [True, False, False, False], 1077, 'West', (5, 6))
Element 4: (1, (5, 6), ['.', '.', '%', ''], [(4, 5), (9, 12), (14, 4)], [False, False, True, False], 92, False, [True, True, False, False], 1116, 'South', (5, 5))
Element 5: (1, (5, 5), ['', '%', '', ''], [(4, 6), (10, 12), (15, 4)], [False, True, False, False], 90, False, [False, False, False, False], 1155, 'West', (4, 5))
Element 6: (1, (4, 5), ['.', '', '', ''], [(3, 6), (11, 12), (16, 4)], [False, False, False, False], 88, False, [True, False, False, False], 1184, 'West', (3, 5))
Element 7: (1, (3, 5), ['.', '', '', ''], [(3, 7), (12, 12), (17, 4)], [False, False, False, False], 86, False, [True, False, False, False], 1223, 'West', (2, 5))
Element 8: (1, (2, 5), ['.', '', '.', ''], [(2, 7), (13, 12), (18, 4)], [False, False, False, False], 84, False, [True, False, True, False], 1262, 'North', (2, 6))
Element 9: (1, (2, 6), ['.', '', '', ''], [(2, 8), (13, 13), (18, 5)], [False, False, False, False], 82, False, [True, False, False, False], 2291, 'West', (1, 6))
Element 10: (1, (1, 6), ['%', '.', '.', ''], [(1, 8), (14, 13), (17, 5)], [True, False, False, False], 80, False, [False, True, True, False], 3320, 'North', (1, 7))
Element 11: (1, (1, 7), ['%', '', '', ''], [(2, 8), (15, 13), (17, 6)], [True, False, False, False], 78, False, [False, False, False, False], 3349, 'East', (2, 7))
Element 12: (1, (2, 7), ['', '', '', ''], [(1, 8), (16, 13), (17, 7)], [False, False, False, False], 76, False, [False, False, False, False], 3368, 'East', (3, 7))
Element 13: (1, (3, 7), ['', '', '%', '%'], [(1, 7), (17, 13), (18, 7)], [False, False, True, True], 74, False, [False, False, False, False], 3387, 'South', (3, 6))
Element 14: (1, (3, 6), ['', '', '', ''], [(1, 6), (18, 13), (17, 7)], [False, False, False, False], 72, False, [False, False, False, False], 3396, 'East', (4, 6))
Element 15: (1, (4, 6), ['', '', '%', ''], [(1, 5), (18, 12), (17, 6)], [False, False, True, False], 70, False, [False, False, False, False], 3415, 'West', (3, 6))
Element 16: (1, (3, 6), ['', '', '', ''], [(2, 5), (18, 11), (16, 6)], [False, False, False, False], 68, False, [False, False, False, False], 3434, 'North', (3, 7))
Element 17: (1, (3, 7), ['', '', '%', '%'], [(3, 5), (18, 10), (16, 5)], [False, False, True, True], 66, False, [False, False, False, False], 3453, 'West', (2, 7))
Element 18: (1, (2, 7), ['', '', '', ''], [(2, 5), (17, 10), (15, 5)], [False, False, False, False], 64, False, [False, False, False, False], 3472, 'North', (2, 8))
Element 19: (1, (2, 8), ['', '', '%', '%'], [(2, 6), (17, 11), (15, 6)], [False, False, True, True], 62, False, [False, False, False, False], 3491, 'West', (1, 8))
Element 20: (1, (1, 8), ['%', '', '%', ''], [(2, 5), (17, 12), (15, 7)], [True, False, True, False], 60, False, [False, False, False, False], 3510, 'East', (2, 8))
Element 21: (1, (2, 8), ['', '', '%', '%'], [(1, 5), (16, 12), (15, 8)], [False, False, True, True], 58, False, [False, False, False, False], 3529, 'South', (2, 7))
Element 22: (1, (2, 7), ['', '', '', ''], [(1, 6), (16, 11), (14, 8)], [False, False, False, False], 56, False, [False, False, False, False], 3548, 'West', (1, 7))
Element 23: (1, (1, 7), ['%', '', '', ''], [(2, 6), (16, 10), (14, 7)], [True, False, False, False], 54, False, [False, False, False, False], 3567, 'North', (1, 8))
Element 24: (1, (1, 8), ['%', '', '%', ''], [(1, 6), (16, 9), (14, 8)], [True, False, True, False], 52, False, [False, False, False, False], 3576, 'South', (1, 7))
Element 25: (1, (1, 7), ['%', '', '', ''], [(1, 5), (17, 9), (13, 8)], [True, False, False, False], 50, False, [False, False, False, False], 3595, 'South', (1, 6))
Element 26: (1, (1, 6), ['%', '', '', ''], [(1, 6), (16, 9), (14, 8)], [True, False, False, False], 48, False, [False, False, False, False], 3594, 'South', (1, 5))
Element 27: (1, (1, 5), ['%', '', '', ''], [(1, 7), (16, 10), (15, 8)], [True, False, False, False], 46, False, [False, False, False, False], 3593, 'South', (1, 4))
Element 28: (1, (1, 4), ['%', '%', '', ''], [(1, 6), (16, 11), (15, 7)], [True, True, False, False], 44, False, [False, False, False, False], 3592, 'East', (2, 4))
Element 29: (1, (2, 4), ['', '.', '', ''], [(2, 6), (16, 12), (14, 7)], [False, False, False, False], 42, False, [False, True, False, False], 3591, 'South', (2, 3))
Element 30: (1, (2, 3), ['%', '.', '', '.'], [(3, 6), (15, 12), (15, 7)], [True, False, False, False], 40, False, [False, True, False, True], 3610, 'East', (3, 3))
Element 31: (1, (3, 3), ['', '%', '', '.'], [(4, 6), (16, 12), (15, 6)], [False, True, False, False], 38, False, [False, False, False, True], 3619, 'East', (4, 3))
Element 32: (1, (4, 3), ['', '.', '', '.'], [(5, 6), (17, 12), (15, 5)], [False, False, False, False], 36, False, [False, True, False, True], 3628, 'East', (5, 3))
Element 33: (1, (5, 3), ['', '.', '%', '.'], [(6, 6), (17, 11), (14, 5)], [False, False, True, False], 34, False, [False, True, False, True], 3647, 'East', (6, 3))
Element 34: (1, (6, 3), ['', '.', '', '.'], [(6, 5), (16, 11), (13, 5)], [False, False, False, False], 32, False, [False, True, False, True], 3666, 'East', (7, 3))
Element 35: (1, (7, 3), ['', '.', '%', 'F'], [(6, 4), (17, 11), (13, 6)], [False, False, True, False], 30, False, [False, True, False, False], 3685, 'East', (8, 3))
Element 36: (1, (8, 3), ['', '.', '.', '.'], [(6, 3), (17, 10), (12, 6)], [False, False, False, False], 28, False, [False, True, True, True], 4694, 'East', (9, 3))
Element 37: (1, (9, 3), ['', 'F', '.', '.'], [(6, 2), (17, 9), (12, 5)], [False, False, False, False], 26, False, [False, False, True, True], 4723, 'South', (9, 2))
Element 38: (1, (9, 2), ['.', '.', '', '.'], [(6, 1), (17, 10), (12, 4)], [False, False, False, False], 24, False, [True, True, False, True], 6732, 'East', (10, 2))
Element 39: (1, (10, 2), ['', '%', '.', '.'], [(7, 1), (16, 10), (13, 4)], [False, True, False, False], 22, False, [False, False, True, True], 6761, 'East', (11, 2))
Element 40: (1, (11, 2), ['', '.', '.', '.'], [(8, 1), (17, 10), (13, 3)], [False, False, False, False], 20, False, [False, True, True, True], 6790, 'East', (12, 2))
Element 41: (1, (12, 2), ['', '.', '%', ''], [(9, 1), (18, 10), (13, 4)], [False, False, True, False], 18, False, [False, True, False, False], 6809, 'South', (12, 1))
Element 42: (1, (12, 1), ['.', '%', '', '.'], [(9, 2), (18, 11), (12, 4)], [False, True, False, False], 16, False, [True, False, False, True], 6818, 'East', (13, 1))
Element 43: (1, (13, 1), ['', '%', '', '.'], [(8, 2), (17, 11), (11, 4)], [False, True, False, False], 14, False, [False, False, False, True], 6847, 'East', (14, 1))
Element 44: (1, (14, 1), ['', '%', '', '.'], [(7, 2), (18, 11), (11, 3)], [False, True, False, False], 12, False, [False, False, False, True], 6876, 'East', (15, 1))
Element 45: (1, (15, 1), ['', '%', '%', '%'], [(7, 3), (18, 12), (10, 3)], [False, True, True, True], 10, False, [False, False, False, False], 6895, 'West', (14, 1))
Element 46: (1, (14, 1), ['', '%', '', ''], [(8, 3), (17, 12), (10, 4)], [False, True, False, False], 8, False, [False, False, False, False], 6904, 'North', (14, 2))
Element 47: (1, (14, 2), ['', '', '', '%'], [(8, 4), (18, 12), (10, 5)], [False, False, False, True], 6, False, [False, False, False, False], 7913, 'North', (14, 3))
Element 48: (1, (14, 3), ['', '', '', '%'], [(9, 4), (18, 13), (9, 5)], [False, False, False, True], 4, False, [False, False, False, False], 7932, 'North', (14, 4))
Element 49: (1, (14, 4), ['', '', '', ''], [(10, 4), (17, 13), (9, 6)], [False, False, False, False], 2, False, [False, False, False, False], 7941, 'East', (15, 4))
Element 50: (1, (15, 4), ['', '%', '', ''], [(10, 4), (17, 12), (9, 7)], [False, True, False, False], 0, False, [False, False, False, False], 7950, 'Stop', (15, 4))
Element 51: #0#
