Element 1: (1, (1, 2), ['%', '.', '%', '.'], [(9, 7), (6, 5), (6, 6)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (2, 2))
Element 2: (1, (2, 2), ['', '.', '.', '%'], [(10, 7), (6, 4), (5, 6)], [False, False, False, True], 96, False, [False, True, True, False], 48, 'North', (2, 3))
Element 3: (1, (2, 3), ['%', '', '.', '.'], [(10, 8), (6, 3), (5, 5)], [True, False, False, False], 94, False, [False, False, True, True], 87, 'East', (3, 3))
Element 4: (1, (3, 3), ['', '%', '.', '.'], [(9, 8), (7, 3), (4, 5)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (4, 3))
Element 5: (1, (4, 3), ['', '.', '.', '.'], [(8, 8), (8, 3), (4, 6)], [False, False, False, False], 90, False, [False, True, True, True], 1155, 'East', (5, 3))
Element 6: (1, (5, 3), ['', '.', '%', ''], [(8, 9), (9, 3), (3, 6)], [False, False, True, False], 88, False, [False, True, False, False], 1194, 'South', (5, 2))
Element 7: (1, (5, 2), ['.', '.', '', '.'], [(7, 9), (9, 2), (3, 7)], [False, False, False, False], 86, False, [True, True, False, True], 2223, 'East', (6, 2))
Element 8: (1, (6, 2), ['', 'F', '', '.'], [(7, 8), (10, 2), (2, 7)], [False, False, False, False], 84, False, [False, False, False, True], 2262, 'South', (6, 1))
Element 9: (1, (6, 1), ['.', '%', '', '.'], [(6, 8), (11, 2), (2, 8)], [False, True, False, False], 82, False, [True, False, False, True], 4281, 'East', (7, 1))
Element 10: (1, (7, 1), ['', '%', '.', '.'], [(6, 9), (12, 2), (1, 8)], [False, True, False, False], 80, False, [False, False, True, True], 5310, 'East', (8, 1))
Element 11: (1, (8, 1), ['', '%', '.', '.'], [(6, 8), (13, 2), (1, 7)], [False, True, False, False], 78, False, [False, False, True, True], 5339, 'East', (9, 1))
Element 12: (1, (9, 1), ['', '%', '', '%'], [(5, 8), (14, 2), (1, 6)], [False, True, False, True], 76, False, [False, False, False, False], 5378, 'North', (9, 2))
Element 13: (1, (9, 2), ['.', '', '', ''], [(4, 8), (14, 3), (2, 6)], [False, False, False, False], 74, False, [True, False, False, False], 5407, 'West', (8, 2))
Element 14: (1, (8, 2), ['.', '', '', ''], [(5, 8), (14, 4), (2, 5)], [False, False, False, False], 72, False, [True, False, False, False], 5436, 'West', (7, 2))
Element 15: (1, (7, 2), ['', '', '', ''], [(6, 8), (15, 4), (3, 5)], [False, False, False, False], 70, False, [False, False, False, False], 5465, 'North', (7, 3))
Element 16: (1, (7, 3), ['', '', '%', ''], [(7, 8), (16, 4), (3, 4)], [False, False, True, False], 68, False, [False, False, False, False], 5484, 'East', (8, 3))
Element 17: (1, (8, 3), ['', '', '.', ''], [(7, 9), (17, 4), (4, 4)], [False, False, False, False], 66, False, [False, False, True, False], 5503, 'North', (8, 4))
