Element 1: (2, (2, 5), ['.', '', '.', '.'], [(16, 13), (3, 4), (17, 6)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (3, 5))
Element 2: (2, (3, 5), ['', '', '.', '.'], [(17, 13), (4, 4), (17, 7)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'East', (4, 5))
Element 3: (2, (4, 5), ['', '', '.', '.'], [(18, 13), (4, 3), (18, 7)], [False, False, False, False], 94, False, [False, False, True, True], 97, 'East', (5, 5))
Element 4: (2, (5, 5), ['', '%', '.', '.'], [(18, 12), (5, 3), (17, 7)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (6, 5))
Element 5: (2, (6, 5), ['', '.', '.', '%'], [(18, 11), (6, 3), (17, 6)], [False, False, False, True], 90, False, [False, True, True, False], 155, 'North', (6, 6))
Element 6: (2, (6, 6), ['.', '', '%', '%'], [(18, 10), (7, 3), (17, 5)], [False, False, True, True], 88, False, [True, False, False, False], 194, 'West', (5, 6))
Element 7: (2, (5, 6), ['.', '', '%', ''], [(17, 10), (8, 3), (18, 5)], [False, False, True, False], 86, False, [True, False, False, False], 1223, 'West', (4, 6))
Element 8: (2, (4, 6), ['.', '', '%', ''], [(17, 11), (9, 3), (18, 4)], [False, False, True, False], 84, False, [True, False, False, False], 1262, 'West', (3, 6))
Element 9: (2, (3, 6), ['.', '', '.', ''], [(17, 12), (9, 2), (18, 3)], [False, False, False, False], 82, False, [True, False, True, False], 2291, 'North', (3, 7))
Element 10: (2, (3, 7), ['.', '', '%', '%'], [(16, 12), (10, 2), (17, 3)], [False, False, True, True], 80, False, [True, False, False, False], 2330, 'West', (2, 7))
Element 11: (2, (2, 7), ['.', '.', 'F', ''], [(16, 11), (11, 2), (17, 4)], [False, False, False, False], 78, False, [True, True, False, False], 2369, 'North', (2, 8))
Element 12: (2, (2, 8), ['F', '', '%', '%'], [(16, 10), (12, 2), (16, 4)], [False, False, True, True], 76, False, [False, False, False, False], 3398, 'West', (1, 8))
Element 13: (2, (1, 8), ['%', '.', '%', ''], [(16, 9), (13, 2), (16, 5)], [True, False, True, False], 74, False, [False, True, False, False], 4427, 'South', (1, 7))
Element 14: (2, (1, 7), ['%', '.', '', ''], [(17, 9), (14, 2), (16, 6)], [True, False, False, False], 72, False, [False, True, False, False], 4466, 'South', (1, 6))
Element 15: (2, (1, 6), ['%', '.', '', '.'], [(16, 9), (14, 3), (15, 6)], [True, False, False, False], 70, False, [False, True, False, True], 4495, 'East', (2, 6))
Element 16: (2, (2, 6), ['', '', '', ''], [(16, 10), (14, 4), (15, 7)], [False, False, False, False], 68, False, [False, False, False, False], 4524, 'West', (1, 6))
Element 17: (2, (1, 6), ['%', '.', '', ''], [(16, 11), (15, 4), (15, 8)], [True, False, False, False], 66, False, [False, True, False, False], 4543, 'South', (1, 5))
Element 18: (2, (1, 5), ['%', '.', '', ''], [(16, 12), (15, 5), (14, 8)], [True, False, False, False], 64, False, [False, True, False, False], 4572, 'South', (1, 4))
Element 19: (2, (1, 4), ['%', '%', '', ''], [(15, 12), (14, 5), (14, 7)], [True, True, False, False], 62, False, [False, False, False, False], 4611, 'East', (2, 4))
Element 20: (2, (2, 4), ['', '.', '', ''], [(16, 12), (13, 5), (14, 8)], [False, False, False, False], 60, False, [False, True, False, False], 4620, 'South', (2, 3))
Element 21: (2, (2, 3), ['%', '.', '', '.'], [(17, 12), (13, 6), (13, 8)], [True, False, False, False], 58, False, [False, True, False, True], 4649, 'East', (3, 3))
Element 22: (2, (3, 3), ['', '%', '', ''], [(17, 11), (12, 6), (14, 8)], [False, True, False, False], 56, False, [False, False, False, False], 4668, 'East', (4, 3))
Element 23: (2, (4, 3), ['', '.', '', ''], [(16, 11), (12, 5), (15, 8)], [False, False, False, False], 54, False, [False, True, False, False], 4677, 'South', (4, 2))
Element 24: (2, (4, 2), ['%', '.', '', '.'], [(17, 11), (12, 4), (15, 7)], [True, False, False, False], 52, False, [False, True, False, True], 4696, 'East', (5, 2))
Element 25: (2, (5, 2), ['', '.', '', '.'], [(17, 10), (13, 4), (14, 7)], [False, False, False, False], 50, False, [False, True, False, True], 4715, 'East', (6, 2))
Element 26: (2, (6, 2), ['', 'F', '', '.'], [(17, 9), (13, 3), (15, 7)], [False, False, False, False], 48, False, [False, False, False, True], 4734, 'South', (6, 1))
Element 27: (2, (6, 1), ['.', '%', '', '.'], [(17, 10), (13, 4), (15, 6)], [False, True, False, False], 46, False, [True, False, False, True], 5733, 'East', (7, 1))
Element 28: (2, (7, 1), ['', '%', '.', '.'], [(16, 10), (12, 4), (15, 5)], [False, True, False, False], 44, False, [False, False, True, True], 5742, 'East', (8, 1))
Element 29: (2, (8, 1), ['', '%', '.', '.'], [(17, 10), (11, 4), (15, 4)], [False, True, False, False], 42, False, [False, False, True, True], 5761, 'East', (9, 1))
Element 30: (2, (9, 1), ['', '%', '', '%'], [(18, 10), (11, 3), (14, 4)], [False, True, False, True], 40, False, [False, False, False, False], 5780, 'North', (9, 2))
Element 31: (2, (9, 2), ['.', '', '', ''], [(18, 11), (10, 3), (14, 5)], [False, False, False, False], 38, False, [True, False, False, False], 5789, 'West', (8, 2))
Element 32: (2, (8, 2), ['.', '', '', ''], [(17, 11), (10, 4), (13, 5)], [False, False, False, False], 36, False, [True, False, False, False], 5808, 'West', (7, 2))
Element 33: (2, (7, 2), ['', '', '', ''], [(18, 11), (10, 5), (13, 6)], [False, False, False, False], 34, False, [False, False, False, False], 6817, 'North', (7, 3))
Element 34: (2, (7, 3), ['', '', '%', ''], [(18, 12), (9, 5), (12, 6)], [False, False, True, False], 32, False, [False, False, False, False], 6826, 'East', (8, 3))
Element 35: (2, (8, 3), ['', '', '.', ''], [(17, 12), (9, 6), (11, 6)], [False, False, False, False], 30, False, [False, False, True, False], 6845, 'North', (8, 4))
Element 36: (2, (8, 4), ['%', '', '.', '.'], [(18, 12), (9, 7), (12, 6)], [True, False, False, False], 28, False, [False, False, True, True], 6864, 'East', (9, 4))
Element 37: (2, (9, 4), ['', '', '', ''], [(18, 13), (10, 7), (12, 5)], [False, False, False, False], 26, False, [False, False, False, False], 6883, 'East', (10, 4))
Element 38: (2, (10, 4), ['', '', '', ''], [(17, 13), (10, 8), (12, 4)], [False, False, False, False], 24, False, [False, False, False, False], 6892, 'East', (11, 4))
Element 39: (2, (11, 4), ['', '', '%', ''], [(17, 12), (9, 8), (13, 4)], [False, False, True, False], 22, False, [False, False, False, False], 6901, 'East', (12, 4))
Element 40: (2, (12, 4), ['', '%', '', ''], [(17, 13), (8, 8), (13, 3)], [False, True, False, False], 20, False, [False, False, False, False], 6910, 'East', (13, 4))
Element 41: (2, (13, 4), ['', '', '', ''], [(16, 13), (8, 9), (14, 3)], [False, False, False, False], 18, False, [False, False, False, False], 6919, 'East', (14, 4))
Element 42: (2, (14, 4), ['', '', '', ''], [(16, 12), (7, 9), (14, 2)], [False, False, False, False], 16, False, [False, False, False, False], 6928, 'East', (15, 4))
Element 43: (2, (15, 4), ['', '%', '', ''], [(16, 13), (7, 8), (14, 1)], [False, True, False, False], 14, False, [False, False, False, False], 6947, 'East', (16, 4))
Element 44: (2, (16, 4), ['', '.', '', ''], [(15, 13), (6, 8), (15, 1)], [False, False, False, False], 12, False, [False, True, False, False], 6966, 'South', (16, 3))
Element 45: (2, (16, 3), ['%', '%', '', ''], [(15, 12), (6, 9), (14, 1)], [True, True, False, False], 10, False, [False, False, False, False], 6985, 'East', (17, 3))
Element 46: (2, (17, 3), ['', '%', '', ''], [(15, 13), (6, 8), (13, 1)], [False, True, False, False], 8, False, [False, False, False, False], 6994, 'East', (18, 3))
Element 47: (2, (18, 3), ['', '%', '', '%'], [(14, 13), (5, 8), (12, 1)], [False, True, False, True], 6, False, [False, False, False, False], 7023, 'North', (18, 4))
Element 48: (2, (18, 4), ['', '', '', '%'], [(13, 13), (4, 8), (11, 1)], [False, False, False, True], 4, False, [False, False, False, False], 7052, 'North', (18, 5))
Element 49: (2, (18, 5), ['', '', '%', '%'], [(13, 12), (5, 8), (11, 2)], [False, False, True, True], 2, False, [False, False, False, False], 7061, 'West', (17, 5))
Element 50: (2, (17, 5), ['', '', '', ''], [(13, 12), (5, 8), (12, 2)], [False, False, False, False], 0, False, [False, False, False, False], 7060, 'Stop', (17, 5))
Element 51: #0#
