Element 1: (0, (7, 3), ['.', '.', '%', 'F'], [(4, 8), (4, 12), (5, 2)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (8, 3))
Element 2: (0, (8, 3), ['', '.', '.', '.'], [(5, 8), (5, 12), (6, 2)], [False, False, False, False], 96, False, [False, True, True, True], 1029, 'East', (9, 3))
Element 3: (0, (9, 3), ['', 'F', '.', '.'], [(6, 8), (6, 12), (6, 1)], [False, False, False, False], 94, False, [False, False, True, True], 2058, 'South', (9, 2))
Element 4: (0, (9, 2), ['.', '.', '', '.'], [(7, 8), (7, 12), (7, 1)], [False, False, False, False], 92, False, [True, True, False, True], 3087, 'East', (10, 2))
Element 5: (0, (10, 2), ['', '%', '.', '.'], [(8, 8), (8, 12), (8, 1)], [False, True, False, False], 90, False, [False, False, True, True], 4116, 'East', (11, 2))
Element 6: (0, (11, 2), ['', '.', '.', '.'], [(9, 8), (9, 12), (9, 1)], [False, False, False, False], 88, False, [False, True, True, True], 4155, 'East', (12, 2))
Element 7: (0, (12, 2), ['', '.', '%', '.'], [(10, 8), (10, 12), (9, 2)], [False, False, True, False], 86, False, [False, True, False, True], 4184, 'East', (13, 2))
Element 8: (0, (13, 2), ['', '.', '.', '.'], [(10, 7), (11, 12), (8, 2)], [False, False, False, False], 84, False, [False, True, True, True], 4223, 'East', (14, 2))
Element 9: (0, (14, 2), ['', '.', '.', '%'], [(9, 7), (12, 12), (7, 2)], [False, False, False, True], 82, False, [False, True, True, False], 4262, 'North', (14, 3))
Element 10: (0, (14, 3), ['.', '', '.', '%'], [(9, 6), (13, 12), (7, 3)], [False, False, False, True], 80, False, [True, False, True, False], 4291, 'North', (14, 4))
Element 11: (0, (14, 4), ['.', '', '.', '.'], [(9, 5), (13, 13), (6, 3)], [False, False, False, False], 78, False, [True, False, True, True], 4330, 'East', (15, 4))
Element 12: (0, (15, 4), ['', '%', '.', '.'], [(10, 5), (14, 13), (6, 4)], [False, True, False, False], 76, False, [False, False, True, True], 5359, 'East', (16, 4))
Element 13: (0, (16, 4), ['', '.', '.', '.'], [(10, 4), (15, 13), (6, 5)], [False, False, False, False], 74, False, [False, True, True, True], 5398, 'East', (17, 4))
Element 14: (0, (17, 4), ['', '.', '.', '.'], [(11, 4), (16, 13), (6, 6)], [False, False, False, False], 72, False, [False, True, True, True], 5437, 'East', (18, 4))
Element 15: (0, (18, 4), ['', '.', '.', '%'], [(12, 4), (17, 13), (5, 6)], [False, False, False, True], 70, False, [False, True, True, False], 5476, 'North', (18, 5))
Element 16: (0, (18, 5), ['.', '', '%', '%'], [(13, 4), (18, 13), (5, 5)], [False, False, True, True], 68, False, [True, False, False, False], 5515, 'West', (17, 5))
Element 17: (0, (17, 5), ['.', '', '.', ''], [(13, 5), (18, 12), (4, 5)], [False, False, False, False], 66, False, [True, False, True, False], 5554, 'North', (17, 6))
Element 18: (0, (17, 6), ['.', '', '.', '%'], [(14, 5), (18, 11), (4, 6)], [False, False, False, True], 64, False, [True, False, True, False], 5593, 'North', (17, 7))
Element 19: (0, (17, 7), ['%', '', '%', '.'], [(15, 5), (18, 10), (3, 6)], [True, False, True, False], 62, False, [False, False, False, True], 5632, 'East', (18, 7))
Element 20: (0, (18, 7), ['', '%', '%', '%'], [(16, 5), (17, 10), (3, 7)], [False, True, True, True], 60, False, [False, False, False, False], 5671, 'West', (17, 7))
Element 21: (0, (17, 7), ['%', '', '%', ''], [(16, 6), (17, 11), (2, 7)], [True, False, True, False], 58, False, [False, False, False, False], 5700, 'South', (17, 6))
Element 22: (0, (17, 6), ['', '', '', '%'], [(15, 6), (17, 12), (2, 8)], [False, False, False, True], 56, False, [False, False, False, False], 6719, 'West', (16, 6))
Element 23: (0, (16, 6), ['', '', '%', ''], [(15, 7), (16, 12), (1, 8)], [False, False, True, False], 54, False, [False, False, False, False], 7738, 'South', (16, 5))
Element 24: (0, (16, 5), ['', '', '', ''], [(15, 8), (16, 11), (1, 7)], [False, False, False, False], 52, False, [False, False, False, False], 7767, 'West', (15, 5))
Element 25: (0, (15, 5), ['', '', '', ''], [(14, 8), (16, 10), (1, 6)], [False, False, False, False], 50, False, [False, False, False, False], 7796, 'North', (15, 6))
Element 26: (0, (15, 6), ['%', '', '', ''], [(14, 7), (16, 9), (2, 6)], [True, False, False, False], 48, False, [False, False, False, False], 7825, 'North', (15, 7))
Element 27: (0, (15, 7), ['', '', '', '%'], [(14, 8), (17, 9), (2, 5)], [False, False, False, True], 46, False, [False, False, False, False], 7844, 'North', (15, 8))
Element 28: (0, (15, 8), ['', '', '%', '%'], [(13, 8), (16, 9), (3, 5)], [False, False, True, True], 44, False, [False, False, False, False], 7863, 'West', (14, 8))
Element 29: (0, (14, 8), ['G', '', '%', ''], [(13, 8), (16, 10), (3, 4)], [False, False, True, False], 42, False, [False, False, False, False], 7872, 'South', (14, 7))
Element 30: (0, (14, 7), ['%', '%', 'G', ''], [(14, 8), (16, 11), (4, 4)], [True, True, False, False], 40, False, [False, False, False, False], 7881, 'East', (15, 7))
Element 31: (0, (15, 7), ['', '', '', '%'], [(13, 8), (16, 12), (4, 3)], [False, False, False, True], 38, False, [False, False, False, False], 7890, 'North', (15, 8))
Element 32: (0, (15, 8), ['', '', '%', '%'], [(13, 8), (15, 12), (5, 3)], [False, False, True, True], 36, False, [False, False, False, False], 7909, 'South', (15, 7))
Element 33: (0, (15, 7), ['', '', '', '%'], [(14, 8), (16, 12), (4, 3)], [False, False, False, True], 34, False, [False, False, False, False], 7908, 'West', (14, 7))
Element 34: (0, (14, 7), ['%', '%', '', ''], [(14, 7), (17, 12), (4, 2)], [True, True, False, False], 32, False, [False, False, False, False], 7917, 'East', (15, 7))
Element 35: (0, (15, 7), ['G', '', '', '%'], [(14, 7), (17, 11), (4, 1)], [False, False, False, True], 30, False, [False, False, False, False], 7926, 'South', (15, 6))
Element 36: (0, (15, 6), ['%', '', '', ''], [(14, 7), (16, 11), (5, 1)], [True, False, False, False], 28, False, [False, False, False, False], 7935, 'South', (15, 5))
Element 37: (0, (15, 5), ['', '', '', ''], [(14, 7), (17, 11), (4, 1)], [False, False, False, False], 26, False, [False, False, False, False], 7934, 'West', (14, 5))
Element 38: (0, (14, 5), ['', '', '%', ''], [(14, 7), (17, 10), (3, 1)], [False, False, True, False], 24, False, [False, False, False, False], 7943, 'West', (13, 5))
Element 39: (0, (13, 5), ['.', '', '.', ''], [(14, 7), (17, 9), (2, 1)], [False, False, False, False], 22, False, [True, False, True, False], 7952, 'North', (13, 6))
Element 40: (0, (13, 6), ['.', '', '%', '%'], [(14, 7), (17, 10), (2, 2)], [False, False, True, True], 20, False, [True, False, False, False], 7971, 'West', (12, 6))
Element 41: (0, (12, 6), ['.', '.', '%', ''], [(14, 7), (16, 10), (2, 3)], [False, False, True, False], 18, False, [True, True, False, False], 7990, 'South', (12, 5))
Element 42: (0, (12, 5), ['%', '', '', ''], [(14, 7), (17, 10), (3, 3)], [True, False, False, False], 16, False, [False, False, False, False], 8009, 'South', (12, 4))
Element 43: (0, (12, 4), ['', '%', '', ''], [(14, 7), (18, 10), (2, 3)], [False, True, False, False], 14, False, [False, False, False, False], 8008, 'East', (13, 4))
Element 44: (0, (13, 4), ['', '.', '', ''], [(14, 7), (18, 11), (2, 4)], [False, False, False, False], 12, False, [False, True, False, False], 8017, 'South', (13, 3))
Element 45: (0, (13, 3), ['%', '', '', ''], [(14, 7), (17, 11), (1, 4)], [True, False, False, False], 10, False, [False, False, False, False], 8036, 'North', (13, 4))
Element 46: (0, (13, 4), ['', '', '', ''], [(14, 7), (18, 11), (1, 5)], [False, False, False, False], 8, False, [False, False, False, False], 8045, 'West', (12, 4))
Element 47: (0, (12, 4), ['', '%', '', ''], [(14, 7), (18, 12), (1, 4)], [False, True, False, False], 6, False, [False, False, False, False], 8044, 'West', (11, 4))
Element 48: (0, (11, 4), ['', '.', '%', ''], [(14, 7), (17, 12), (2, 4)], [False, False, True, False], 4, False, [False, True, False, False], 8043, 'South', (11, 3))
Element 49: (0, (11, 3), ['.', '', '', '%'], [(14, 7), (18, 12), (2, 3)], [False, False, False, True], 2, False, [True, False, False, False], 8052, 'West', (10, 3))
Element 50: (0, (10, 3), ['', '', '', ''], [(14, 7), (18, 13), (2, 2)], [False, False, False, False], 0, False, [False, False, False, False], 8061, 'Stop', (10, 3))
Element 51: #0#
