Element 1: (1, (6, 4), ['%', '.', '.', '%'], [(11, 3), (7, 8), (12, 6)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['.', '', '.', '%'], [(11, 4), (8, 8), (13, 6)], [False, False, False, True], 96, False, [True, False, True, False], 48, 'North', (6, 6))
Element 3: (1, (6, 6), ['.', '', '%', '%'], [(12, 4), (9, 8), (13, 5)], [False, False, True, True], 94, False, [True, False, False, False], 87, 'West', (5, 6))
Element 4: (1, (5, 6), ['.', '.', '%', ''], [(13, 4), (10, 8), (14, 5)], [False, False, True, False], 92, False, [True, True, False, False], 126, 'South', (5, 5))
Element 5: (1, (5, 5), ['.', '%', '', ''], [(14, 4), (10, 7), (15, 5)], [False, True, False, False], 90, False, [True, False, False, False], 165, 'West', (4, 5))
Element 6: (1, (4, 5), ['.', '.', '.', ''], [(15, 4), (9, 7), (16, 5)], [False, False, False, False], 88, False, [True, True, True, False], 204, 'North', (4, 6))
Element 7: (1, (4, 6), ['.', '', '%', ''], [(16, 4), (9, 6), (17, 5)], [False, False, True, False], 86, False, [True, False, False, False], 243, 'West', (3, 6))
Element 8: (1, (3, 6), ['.', '.', '.', ''], [(17, 4), (9, 5), (18, 5)], [False, False, False, False], 84, False, [True, True, True, False], 282, 'North', (3, 7))
Element 9: (1, (3, 7), ['.', '', '%', '%'], [(17, 3), (10, 5), (18, 4)], [False, False, True, True], 82, False, [True, False, False, False], 1311, 'West', (2, 7))
Element 10: (1, (2, 7), ['.', '.', 'F', ''], [(16, 3), (10, 4), (18, 3)], [False, False, False, False], 80, False, [True, True, False, False], 1350, 'North', (2, 8))
Element 11: (1, (2, 8), ['F', '', '%', '%'], [(16, 4), (9, 4), (17, 3)], [False, False, True, True], 78, False, [False, False, False, False], 2359, 'West', (1, 8))
Element 12: (1, (1, 8), ['%', '.', '%', ''], [(15, 4), (9, 3), (17, 4)], [True, False, True, False], 76, False, [False, True, False, False], 3368, 'South', (1, 7))
Element 13: (1, (1, 7), ['%', '.', '', ''], [(15, 5), (9, 2), (16, 4)], [True, False, False, False], 74, False, [False, True, False, False], 4377, 'South', (1, 6))
Element 14: (1, (1, 6), ['%', '.', '', '.'], [(15, 6), (10, 2), (16, 3)], [True, False, False, False], 72, False, [False, True, False, True], 4406, 'East', (2, 6))
Element 15: (1, (2, 6), ['', '.', '', ''], [(16, 6), (11, 2), (16, 4)], [False, False, False, False], 70, False, [False, True, False, False], 4435, 'South', (2, 5))
