Element 1: (1, (2, 12), ['.', 'F', '%', '.'], [(4, 3), (6, 3), (15, 4)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 11))
Element 2: (1, (2, 11), ['F', '.', '', '%'], [(5, 3), (7, 3), (16, 4)], [False, False, False, True], 96, False, [False, True, False, False], 1038, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(5, 2), (8, 3), (17, 4)], [True, False, False, False], 94, False, [False, True, True, False], 3057, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', ''], [(6, 2), (9, 3), (18, 4)], [True, False, False, False], 92, False, [False, False, True, False], 3096, 'North', (1, 13))
Element 5: (1, (1, 13), ['%', '', '%', '%'], [(6, 1), (9, 2), (18, 5)], [True, False, True, True], 90, False, [False, False, False, False], 5115, 'South', (1, 12))
Element 6: (1, (1, 12), ['%', '', '', ''], [(7, 1), (10, 2), (17, 5)], [True, False, False, False], 88, False, [False, False, False, False], 5144, 'South', (1, 11))
Element 7: (1, (1, 11), ['%', '.', '', ''], [(8, 1), (11, 2), (17, 6)], [True, False, False, False], 86, False, [False, True, False, False], 5173, 'South', (1, 10))
Element 8: (1, (1, 10), ['%', '%', '', '.'], [(9, 1), (12, 2), (17, 7)], [True, True, False, False], 84, False, [False, False, False, True], 5212, 'East', (2, 10))
Element 9: (1, (2, 10), ['', '%', '', '.'], [(9, 2), (13, 2), (18, 7)], [False, True, False, False], 82, False, [False, False, False, True], 5241, 'East', (3, 10))
Element 10: (1, (3, 10), ['', '%', '%', '.'], [(8, 2), (14, 2), (17, 7)], [False, True, True, False], 80, False, [False, False, False, True], 5270, 'East', (4, 10))
Element 11: (1, (4, 10), ['', '%', '.', '%'], [(7, 2), (14, 3), (17, 6)], [False, True, False, True], 78, False, [False, False, True, False], 5299, 'North', (4, 11))
Element 12: (1, (4, 11), ['%', '', '.', '.'], [(7, 3), (14, 4), (16, 6)], [True, False, False, False], 76, False, [False, False, True, True], 5328, 'East', (5, 11))
Element 13: (1, (5, 11), ['', '%', '.', '.'], [(8, 3), (14, 5), (16, 5)], [False, True, False, False], 74, False, [False, False, True, True], 5357, 'East', (6, 11))
Element 14: (1, (6, 11), ['', '%', '.', '%'], [(8, 4), (15, 5), (16, 6)], [False, True, False, True], 72, False, [False, False, True, False], 5386, 'North', (6, 12))
Element 15: (1, (6, 12), ['.', '', '.', '.'], [(9, 4), (15, 6), (16, 5)], [False, False, False, False], 70, False, [True, False, True, True], 5415, 'East', (7, 12))
Element 16: (1, (7, 12), ['', '%', '.', 'F'], [(10, 4), (15, 7), (16, 6)], [False, True, False, False], 68, False, [False, False, True, False], 5444, 'East', (8, 12))
Element 17: (1, (8, 12), ['', '%', '%', '.'], [(10, 5), (15, 8), (17, 6)], [False, True, True, False], 66, False, [False, False, False, True], 7453, 'East', (9, 12))
Element 18: (1, (9, 12), ['', '%', '.', '.'], [(9, 5), (14, 8), (17, 5)], [False, True, False, False], 64, False, [False, False, True, True], 7482, 'East', (10, 12))
Element 19: (1, (10, 12), ['', '%', '.', '.'], [(9, 6), (14, 7), (16, 5)], [False, True, False, False], 62, False, [False, False, True, True], 7511, 'East', (11, 12))
Element 20: (1, (11, 12), ['', '%', '%', '.'], [(9, 7), (14, 8), (17, 5)], [False, True, True, False], 60, False, [False, False, False, True], 7530, 'East', (12, 12))
Element 21: (1, (12, 12), ['', '.', '.', '.'], [(10, 7), (13, 8), (18, 5)], [False, False, False, False], 58, False, [False, True, True, True], 7559, 'East', (13, 12))
Element 22: (1, (13, 12), ['', '.', '.', '%'], [(10, 8), (14, 8), (18, 4)], [False, False, False, True], 56, False, [False, True, True, False], 7578, 'North', (13, 13))
Element 23: (1, (13, 13), ['.', '', '%', '.'], [(9, 8), (15, 8), (18, 3)], [False, False, True, False], 54, False, [True, False, False, True], 7607, 'East', (14, 13))
Element 24: (1, (14, 13), ['', '%', '%', '.'], [(8, 8), (15, 7), (17, 3)], [False, True, True, False], 52, False, [False, False, False, True], 7636, 'East', (15, 13))
Element 25: (1, (15, 13), ['', '.', '%', '.'], [(8, 9), (14, 7), (16, 3)], [False, False, True, False], 50, False, [False, True, False, True], 7665, 'East', (16, 13))
Element 26: (1, (16, 13), ['', '.', '%', '.'], [(7, 9), (15, 7), (17, 3)], [False, False, True, False], 48, False, [False, True, False, True], 7684, 'East', (17, 13))
Element 27: (1, (17, 13), ['', '.', '%', '.'], [(7, 8), (15, 6), (18, 3)], [False, False, True, False], 46, False, [False, True, False, True], 7703, 'East', (18, 13))
Element 28: (1, (18, 13), ['', '.', '%', '%'], [(6, 8), (16, 6), (18, 4)], [False, False, True, True], 44, False, [False, True, False, False], 7722, 'South', (18, 12))
Element 29: (1, (18, 12), ['.', '.', '', '%'], [(6, 9), (17, 6), (17, 4)], [False, False, False, True], 42, False, [True, True, False, False], 7741, 'South', (18, 11))
Element 30: (1, (18, 11), ['.', '.', '', '%'], [(6, 8), (17, 7), (17, 5)], [False, False, False, True], 40, False, [True, True, False, False], 7750, 'South', (18, 10))
Element 31: (1, (18, 10), ['.', '%', '', '%'], [(5, 8), (18, 7), (17, 4)], [False, True, False, True], 38, False, [True, False, False, False], 7769, 'West', (17, 10))
Element 32: (1, (17, 10), ['.', '.', '.', ''], [(4, 8), (17, 7), (17, 3)], [False, False, False, False], 36, False, [True, True, True, False], 7788, 'North', (17, 11))
Element 33: (1, (17, 11), ['.', '', '.', ''], [(5, 8), (17, 6), (17, 4)], [False, False, False, False], 34, False, [True, False, True, False], 7797, 'North', (17, 12))
Element 34: (1, (17, 12), ['.', '', '', ''], [(6, 8), (17, 5), (16, 4)], [False, False, False, False], 32, False, [True, False, False, False], 7806, 'West', (16, 12))
Element 35: (1, (16, 12), ['.', '.', '', ''], [(7, 8), (18, 5), (16, 5)], [False, False, False, False], 30, False, [True, True, False, False], 7815, 'South', (16, 11))
Element 36: (1, (16, 11), ['%', '.', '', ''], [(7, 9), (18, 4), (16, 4)], [True, False, False, False], 28, False, [False, True, False, False], 7824, 'South', (16, 10))
Element 37: (1, (16, 10), ['%', '.', '', ''], [(6, 9), (18, 3), (16, 3)], [True, False, False, False], 26, False, [False, True, False, False], 7833, 'South', (16, 9))
Element 38: (1, (16, 9), ['%', '%', '', '.'], [(7, 9), (17, 3), (16, 4)], [True, True, False, False], 24, False, [False, False, False, True], 7842, 'East', (17, 9))
Element 39: (1, (17, 9), ['', '%', '', '%'], [(8, 9), (17, 4), (15, 4)], [False, True, False, True], 22, False, [False, False, False, False], 7851, 'West', (16, 9))
Element 40: (1, (16, 9), ['%', '%', '', ''], [(8, 8), (16, 4), (15, 5)], [True, True, False, False], 20, False, [False, False, False, False], 7850, 'North', (16, 10))
Element 41: (1, (16, 10), ['%', '', '', ''], [(7, 8), (16, 5), (15, 6)], [True, False, False, False], 18, False, [False, False, False, False], 7849, 'North', (16, 11))
Element 42: (1, (16, 11), ['%', '', '', ''], [(8, 8), (16, 4), (15, 7)], [True, False, False, False], 16, False, [False, False, False, False], 7848, 'North', (16, 12))
Element 43: (1, (16, 12), ['.', '', '', ''], [(9, 8), (16, 3), (15, 8)], [False, False, False, False], 14, False, [True, False, False, False], 7847, 'West', (15, 12))
Element 44: (1, (15, 12), ['%', '%', '', ''], [(10, 8), (16, 4), (14, 8)], [True, True, False, False], 12, False, [False, False, False, False], 7856, 'East', (16, 12))
Element 45: (1, (16, 12), ['', '', '', ''], [(10, 7), (15, 4), (14, 7)], [False, False, False, False], 10, False, [False, False, False, False], 7855, 'East', (17, 12))
Element 46: (1, (17, 12), ['', '', '', ''], [(9, 7), (16, 4), (14, 8)], [False, False, False, False], 8, False, [False, False, False, False], 7854, 'South', (17, 11))
Element 47: (1, (17, 11), ['', '', '', ''], [(9, 8), (17, 4), (13, 8)], [False, False, False, False], 6, False, [False, False, False, False], 7853, 'West', (16, 11))
Element 48: (1, (16, 11), ['%', '', '', ''], [(9, 7), (17, 3), (14, 8)], [True, False, False, False], 4, False, [False, False, False, False], 7852, 'East', (17, 11))
Element 49: (1, (17, 11), ['', '', '', ''], [(9, 6), (16, 3), (15, 8)], [False, False, False, False], 2, False, [False, False, False, False], 7851, 'South', (17, 10))
Element 50: (1, (17, 10), ['', '', '', ''], [(9, 6), (17, 3), (15, 7)], [False, False, False, False], 0, False, [False, False, False, False], 7850, 'Stop', (17, 10))
Element 51: #0#
