Element 1: (0, (9, 12), ['F', '%', '.', '.'], [(1, 2), (13, 1), (17, 4)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (8, 12))
Element 2: (0, (8, 12), ['.', '%', '%', ''], [(2, 2), (14, 1), (18, 4)], [False, True, True, False], 96, False, [True, False, False, False], 1029, 'West', (7, 12))
Element 3: (0, (7, 12), ['.', '%', '.', ''], [(2, 3), (15, 1), (18, 5)], [False, True, False, False], 94, False, [True, False, True, False], 1068, 'North', (7, 13))
Element 4: (0, (7, 13), ['.', '', '%', '%'], [(3, 3), (14, 1), (17, 5)], [False, False, True, True], 92, False, [True, False, False, False], 1097, 'West', (6, 13))
Element 5: (0, (6, 13), ['.', '.', '%', ''], [(4, 3), (14, 2), (17, 6)], [False, False, True, False], 90, False, [True, True, False, False], 1136, 'South', (6, 12))
Element 6: (0, (6, 12), ['.', '.', '', ''], [(5, 3), (14, 3), (17, 7)], [False, False, False, False], 88, False, [True, True, False, False], 1175, 'South', (6, 11))
Element 7: (0, (6, 11), ['.', '%', '', '%'], [(6, 3), (14, 4), (18, 7)], [False, True, False, True], 86, False, [True, False, False, False], 1214, 'West', (5, 11))
Element 8: (0, (5, 11), ['.', '%', '.', ''], [(7, 3), (15, 4), (17, 7)], [False, True, False, False], 84, False, [True, False, True, False], 1243, 'North', (5, 12))
Element 9: (0, (5, 12), ['.', '', '.', ''], [(8, 3), (16, 4), (17, 6)], [False, False, False, False], 82, False, [True, False, True, False], 2262, 'North', (5, 13))
Element 10: (0, (5, 13), ['.', '', '%', ''], [(9, 3), (16, 5), (16, 6)], [False, False, True, False], 80, False, [True, False, False, False], 2301, 'West', (4, 13))
Element 11: (0, (4, 13), ['.', '.', '%', ''], [(9, 2), (15, 5), (15, 6)], [False, False, True, False], 78, False, [True, True, False, False], 3330, 'South', (4, 12))
Element 12: (0, (4, 12), ['.', '.', '', ''], [(10, 2), (14, 5), (15, 7)], [False, False, False, False], 76, False, [True, True, False, False], 3369, 'South', (4, 11))
Element 13: (0, (4, 11), ['%', '.', '', ''], [(11, 2), (13, 5), (15, 8)], [True, False, False, False], 74, False, [False, True, False, False], 3408, 'South', (4, 10))
Element 14: (0, (4, 10), ['.', '%', '', '%'], [(12, 2), (13, 6), (14, 8)], [False, True, False, True], 72, False, [True, False, False, False], 3447, 'West', (3, 10))
Element 15: (0, (3, 10), ['.', '%', '%', ''], [(13, 2), (12, 6), (14, 7)], [False, True, True, False], 70, False, [True, False, False, False], 3486, 'West', (2, 10))
Element 16: (0, (2, 10), ['.', '%', 'F', ''], [(13, 3), (12, 5), (14, 8)], [False, True, False, False], 68, False, [True, False, False, False], 3515, 'North', (2, 11))
Element 17: (0, (2, 11), ['F', '', '.', '%'], [(13, 4), (12, 4), (13, 8)], [False, False, False, True], 66, False, [False, False, True, False], 4544, 'West', (1, 11))
Element 18: (0, (1, 11), ['%', '.', '.', ''], [(14, 4), (11, 4), (14, 8)], [True, False, False, False], 64, False, [False, True, True, False], 5553, 'North', (1, 12))
Element 19: (0, (1, 12), ['%', '', '.', '.'], [(15, 4), (11, 3), (15, 8)], [True, False, False, False], 62, False, [False, False, True, True], 5572, 'East', (2, 12))
Element 20: (0, (2, 12), ['', '', '%', '.'], [(16, 4), (10, 3), (15, 7)], [False, False, True, False], 60, False, [False, False, False, True], 5591, 'East', (3, 12))
Element 21: (0, (3, 12), ['', '%', '.', ''], [(16, 3), (10, 4), (14, 7)], [False, True, False, False], 58, False, [False, False, True, False], 5620, 'North', (3, 13))
Element 22: (0, (3, 13), ['%', '', '%', ''], [(17, 3), (10, 5), (15, 7)], [True, False, True, False], 56, False, [False, False, False, False], 6639, 'South', (3, 12))
Element 23: (0, (3, 12), ['', '%', '', ''], [(18, 3), (9, 5), (15, 6)], [False, True, False, False], 54, False, [False, False, False, False], 6658, 'West', (2, 12))
Element 24: (0, (2, 12), ['', '', '%', ''], [(18, 4), (9, 6), (15, 5)], [False, False, True, False], 52, False, [False, False, False, False], 6667, 'West', (1, 12))
Element 25: (0, (1, 12), ['%', '', '.', ''], [(18, 5), (9, 7), (16, 5)], [True, False, False, False], 50, False, [False, False, True, False], 6676, 'North', (1, 13))
Element 26: (0, (1, 13), ['%', '', '%', '%'], [(17, 5), (10, 7), (16, 4)], [True, False, True, True], 48, False, [False, False, False, False], 6695, 'South', (1, 12))
Element 27: (0, (1, 12), ['%', '', '', ''], [(17, 6), (10, 8), (16, 3)], [True, False, False, False], 46, False, [False, False, False, False], 6704, 'South', (1, 11))
Element 28: (0, (1, 11), ['%', '.', '', ''], [(17, 7), (9, 8), (17, 3)], [True, False, False, False], 44, False, [False, True, False, False], 6713, 'South', (1, 10))
Element 29: (0, (1, 10), ['%', '%', '', ''], [(18, 7), (8, 8), (18, 3)], [True, True, False, False], 42, False, [False, False, False, False], 6732, 'North', (1, 11))
Element 30: (0, (1, 11), ['%', '', '', ''], [(17, 7), (8, 9), (17, 3)], [True, False, False, False], 40, False, [False, False, False, False], 6741, 'East', (2, 11))
Element 31: (0, (2, 11), ['', '', '', '%'], [(17, 6), (7, 9), (16, 3)], [False, False, False, True], 38, False, [False, False, False, False], 6750, 'North', (2, 12))
Element 32: (0, (2, 12), ['', '', '%', ''], [(16, 6), (7, 8), (16, 4)], [False, False, True, False], 36, False, [False, False, False, False], 6759, 'South', (2, 11))
Element 33: (0, (2, 11), ['', '', '', '%'], [(16, 5), (6, 8), (15, 4)], [False, False, False, True], 34, False, [False, False, False, False], 6768, 'South', (2, 10))
Element 34: (0, (2, 10), ['', '%', '', ''], [(15, 5), (6, 9), (14, 4)], [False, True, False, False], 32, False, [False, False, False, False], 6777, 'West', (1, 10))
Element 35: (0, (1, 10), ['%', '%', '', ''], [(15, 6), (6, 8), (14, 5)], [True, True, False, False], 30, False, [False, False, False, False], 6776, 'East', (2, 10))
Element 36: (0, (2, 10), ['', '%', '', ''], [(15, 7), (5, 8), (13, 5)], [False, True, False, False], 28, False, [False, False, False, False], 6785, 'East', (3, 10))
Element 37: (0, (3, 10), ['', '%', '%', ''], [(15, 8), (4, 8), (13, 6)], [False, True, True, False], 26, False, [False, False, False, False], 6794, 'East', (4, 10))
Element 38: (0, (4, 10), ['', '%', '', '%'], [(14, 8), (5, 8), (12, 6)], [False, True, False, True], 24, False, [False, False, False, False], 6793, 'North', (4, 11))
Element 39: (0, (4, 11), ['%', '', '', ''], [(14, 7), (6, 8), (11, 6)], [True, False, False, False], 22, False, [False, False, False, False], 6802, 'North', (4, 12))
Element 40: (0, (4, 12), ['', '', '', ''], [(14, 8), (7, 8), (12, 6)], [False, False, False, False], 20, False, [False, False, False, False], 6801, 'West', (3, 12))
Element 41: (0, (3, 12), ['', '%', '', ''], [(13, 8), (7, 9), (12, 5)], [False, True, False, False], 18, False, [False, False, False, False], 6800, 'East', (4, 12))
Element 42: (0, (4, 12), ['', '', '', ''], [(14, 8), (6, 9), (12, 4)], [False, False, False, False], 16, False, [False, False, False, False], 6799, 'North', (4, 13))
Element 43: (0, (4, 13), ['', '', '%', ''], [(15, 8), (7, 9), (13, 4)], [False, False, True, False], 14, False, [False, False, False, False], 6798, 'West', (3, 13))
