Element 1: (0, (17, 11), ['.', '.', 'G', '.'], [(7, 3), (12, 6), (17, 12)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'East', (18, 11))
Element 2: (0, (18, 11), ['', '.', 'G', '%'], [(8, 3), (13, 6), (18, 12)], [False, False, False, True], 96, False, [False, True, False, False], 1029, 'South', (18, 10))
Element 3: (0, (18, 10), ['.', '%', '', '%'], [(9, 3), (13, 5), (18, 13)], [False, True, False, True], 94, False, [True, False, False, False], 1068, 'West', (17, 10))
Element 4: (0, (17, 10), ['.', '.', '', ''], [(9, 2), (14, 5), (17, 13)], [False, False, False, False], 92, False, [True, True, False, False], 2097, 'South', (17, 9))
Element 5: (0, (17, 9), ['.', '%', '', '%'], [(10, 2), (15, 5), (16, 13)], [False, True, False, True], 90, False, [True, False, False, False], 2136, 'West', (16, 9))
Element 6: (0, (16, 9), ['%', '%', '.', ''], [(11, 2), (16, 5), (16, 12)], [True, True, False, False], 88, False, [False, False, True, False], 2175, 'North', (16, 10))
Element 7: (0, (16, 10), ['%', '', 'G', ''], [(12, 2), (17, 5), (16, 11)], [True, False, False, False], 86, False, [False, False, False, False], 2214, 'South', (16, 9))
Element 8: (0, (16, 9), ['%', '%', '', ''], [(13, 2), (18, 5), (17, 11)], [True, True, False, False], 84, False, [False, False, False, False], 2233, 'East', (17, 9))
Element 9: (0, (17, 9), ['', '%', '', '%'], [(14, 2), (18, 4), (18, 11)], [False, True, False, True], 82, False, [False, False, False, False], 2252, 'North', (17, 10))
Element 10: (0, (17, 10), ['', '', '', 'G'], [(14, 3), (18, 3), (18, 10)], [False, False, False, False], 80, False, [False, False, False, False], 2271, 'West', (16, 10))
Element 11: (0, (16, 10), ['%', '', '', 'G'], [(14, 4), (17, 3), (17, 10)], [True, False, False, False], 78, False, [False, False, False, False], 2290, 'South', (16, 9))
Element 12: (0, (16, 9), ['%', '%', '', 'G'], [(15, 4), (17, 4), (17, 9)], [True, True, False, False], 76, False, [False, False, False, False], 2309, 'North', (16, 10))
Element 13: (0, (16, 10), ['%', 'G', '', ''], [(16, 4), (17, 3), (16, 9)], [True, False, False, False], 74, False, [False, False, False, False], 2318, 'North', (16, 11))
Element 14: (0, (16, 11), ['%', 'G', '', ''], [(16, 3), (17, 4), (16, 10)], [True, False, False, False], 72, False, [False, False, False, False], 2327, 'North', (16, 12))
