Element 1: (2, (4, 8), ['%', '%', '%', '.'], [(9, 2), (2, 2), (10, 13)], [True, True, True, False], 98, False, [False, False, False, True], 1009, 'East', (5, 8))
Element 2: (2, (5, 8), ['', '%', '%', '.'], [(9, 3), (2, 3), (10, 12)], [False, True, True, False], 96, False, [False, False, False, True], 1048, 'East', (6, 8))
Element 3: (2, (6, 8), ['', '%', '.', '.'], [(8, 3), (3, 3), (11, 12)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (7, 8))
Element 4: (2, (7, 8), ['', '%', '.', '.'], [(8, 4), (4, 3), (12, 12)], [False, True, False, False], 92, False, [False, False, True, True], 2116, 'East', (8, 8))
Element 5: (2, (8, 8), ['', '%', '.', '.'], [(9, 4), (5, 3), (13, 12)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (9, 8))
Element 6: (2, (9, 8), ['', '.', '%', '.'], [(10, 4), (6, 3), (13, 13)], [False, False, True, False], 88, False, [False, True, False, True], 2194, 'East', (10, 8))
Element 7: (2, (10, 8), ['', '.', '%', '%'], [(10, 5), (7, 3), (14, 13)], [False, False, True, True], 86, False, [False, True, False, False], 3223, 'South', (10, 7))
Element 8: (2, (10, 7), ['.', '%', '', '%'], [(9, 5), (7, 2), (15, 13)], [False, True, False, True], 84, False, [True, False, False, False], 3262, 'West', (9, 7))
Element 9: (2, (9, 7), ['%', 'G', '', ''], [(9, 6), (8, 2), (16, 13)], [True, False, False, False], 82, False, [False, False, False, False], 3301, 'East', (10, 7))
Element 10: (2, (10, 7), ['', '%', '', '%'], [(8, 6), (8, 1), (17, 13)], [False, True, False, True], 80, False, [False, False, False, False], 3330, 'North', (10, 8))
Element 11: (2, (10, 8), ['', '', '%', '%'], [(8, 5), (9, 1), (18, 13)], [False, False, True, True], 78, False, [False, False, False, False], 3359, 'West', (9, 8))
Element 12: (2, (9, 8), ['', '', '%', ''], [(8, 6), (9, 2), (18, 12)], [False, False, True, False], 76, False, [False, False, False, False], 3368, 'South', (9, 7))
Element 13: (2, (9, 7), ['%', 'G', '', ''], [(9, 6), (10, 2), (18, 11)], [True, False, False, False], 74, False, [False, False, False, False], 3377, 'North', (9, 8))
Element 14: (2, (9, 8), ['', 'G', '%', ''], [(9, 7), (11, 2), (18, 10)], [False, False, True, False], 72, False, [False, False, False, False], 3396, 'West', (8, 8))
