Element 1: (3, (7, 3), ['.', '.', '%', 'F'], [(11, 12), (6, 13), (6, 5)], [False, False, True, False], 98, False, [True, True, False, False], 29, 'East', (8, 3))
Element 2: (3, (8, 3), ['', '.', '.', '.'], [(12, 12), (7, 13), (6, 4)], [False, False, False, False], 96, False, [False, True, True, True], 1058, 'East', (9, 3))
Element 3: (3, (9, 3), ['', 'F', '.', '.'], [(13, 12), (7, 12), (6, 3)], [False, False, False, False], 94, False, [False, False, True, True], 1097, 'South', (9, 2))
Element 4: (3, (9, 2), ['.', '.', '', '.'], [(13, 13), (8, 12), (6, 2)], [False, False, False, False], 92, False, [True, True, False, True], 3116, 'East', (10, 2))
Element 5: (3, (10, 2), ['', '%', '.', '.'], [(14, 13), (9, 12), (6, 1)], [False, True, False, False], 90, False, [False, False, True, True], 4145, 'East', (11, 2))
Element 6: (3, (11, 2), ['', '.', '.', '.'], [(15, 13), (9, 13), (7, 1)], [False, False, False, False], 88, False, [False, True, True, True], 4184, 'East', (12, 2))
Element 7: (3, (12, 2), ['', '.', '%', '.'], [(16, 13), (10, 13), (8, 1)], [False, False, True, False], 86, False, [False, True, False, True], 4223, 'East', (13, 2))
Element 8: (3, (13, 2), ['', '.', '.', '.'], [(17, 13), (10, 12), (9, 1)], [False, False, False, False], 84, False, [False, True, True, True], 4252, 'East', (14, 2))
Element 9: (3, (14, 2), ['', '.', '.', '%'], [(18, 13), (11, 12), (9, 2)], [False, False, False, True], 82, False, [False, True, True, False], 4271, 'North', (14, 3))
Element 10: (3, (14, 3), ['.', '', '.', '%'], [(18, 12), (12, 12), (8, 2)], [False, False, False, True], 80, False, [True, False, True, False], 4300, 'North', (14, 4))
Element 11: (3, (14, 4), ['.', '', '.', '.'], [(18, 11), (12, 13), (7, 2)], [False, False, False, False], 78, False, [True, False, True, True], 4339, 'East', (15, 4))
Element 12: (3, (15, 4), ['', '%', '.', '.'], [(18, 10), (13, 13), (7, 3)], [False, True, False, False], 76, False, [False, False, True, True], 4358, 'East', (16, 4))
Element 13: (3, (16, 4), ['', '.', '.', '.'], [(17, 10), (14, 13), (8, 3)], [False, False, False, False], 74, False, [False, True, True, True], 4377, 'East', (17, 4))
Element 14: (3, (17, 4), ['', '.', '.', '.'], [(17, 11), (15, 13), (8, 4)], [False, False, False, False], 72, False, [False, True, True, True], 4406, 'East', (18, 4))
Element 15: (3, (18, 4), ['', '.', '.', '%'], [(17, 12), (15, 12), (9, 4)], [False, False, False, True], 70, False, [False, True, True, False], 4445, 'North', (18, 5))
