Element 1: (0, (2, 10), ['.', '%', 'F', '.'], [(5, 11), (16, 10), (18, 13)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'North', (2, 11))
Element 2: (0, (2, 11), ['F', '', '.', '%'], [(6, 11), (17, 10), (18, 12)], [False, False, False, True], 96, False, [False, False, True, False], 1029, 'West', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '.', ''], [(6, 12), (18, 10), (18, 11)], [True, False, False, False], 94, False, [False, True, True, False], 2058, 'North', (1, 12))
Element 4: (0, (1, 12), ['%', '', '.', '.'], [(7, 12), (17, 10), (17, 11)], [True, False, False, False], 92, False, [False, False, True, True], 2087, 'East', (2, 12))
Element 5: (0, (2, 12), ['', '', '%', '.'], [(8, 12), (16, 10), (17, 12)], [False, False, True, False], 90, False, [False, False, False, True], 3106, 'East', (3, 12))
Element 6: (0, (3, 12), ['', '%', '.', '.'], [(9, 12), (17, 10), (17, 13)], [False, True, False, False], 88, False, [False, False, True, True], 3135, 'East', (4, 12))
Element 7: (0, (4, 12), ['', '.', '.', '.'], [(10, 12), (17, 9), (16, 13)], [False, False, False, False], 86, False, [False, True, True, True], 3174, 'East', (5, 12))
Element 8: (0, (5, 12), ['', '', '.', ''], [(11, 12), (16, 9), (16, 12)], [False, False, False, False], 84, False, [False, False, True, False], 3213, 'North', (5, 13))
Element 9: (0, (5, 13), ['.', '', '%', '.'], [(12, 12), (17, 9), (16, 11)], [False, False, True, False], 82, False, [True, False, False, True], 3242, 'East', (6, 13))
Element 10: (0, (6, 13), ['', '', '%', '.'], [(13, 12), (17, 10), (16, 10)], [False, False, True, False], 80, False, [False, False, False, True], 3261, 'East', (7, 13))
Element 11: (0, (7, 13), ['', '', '%', '%'], [(13, 13), (17, 9), (17, 10)], [False, False, True, True], 78, False, [False, False, False, False], 3280, 'South', (7, 12))
Element 12: (0, (7, 12), ['', '%', '', ''], [(14, 13), (17, 10), (18, 10)], [False, True, False, False], 76, False, [False, False, False, False], 3289, 'East', (8, 12))
Element 13: (0, (8, 12), ['', '%', '%', ''], [(15, 13), (16, 10), (17, 10)], [False, True, True, False], 74, False, [False, False, False, False], 3298, 'East', (9, 12))
Element 14: (0, (9, 12), ['', '%', '.', ''], [(15, 12), (16, 9), (17, 9)], [False, True, False, False], 72, False, [False, False, True, False], 3307, 'North', (9, 13))
Element 15: (0, (9, 13), ['%', '', '%', '.'], [(16, 12), (16, 10), (16, 9)], [True, False, True, False], 70, False, [False, False, False, True], 3316, 'East', (10, 13))
Element 16: (0, (10, 13), ['', '', '%', '%'], [(17, 12), (16, 10), (17, 9)], [False, False, True, True], 68, False, [False, False, False, False], 3325, 'South', (10, 12))
Element 17: (0, (10, 12), ['', '%', '', ''], [(18, 12), (17, 10), (16, 9)], [False, True, False, False], 66, False, [False, False, False, False], 3324, 'East', (11, 12))
Element 18: (0, (11, 12), ['', '%', '%', ''], [(18, 13), (18, 10), (16, 10)], [False, True, True, False], 64, False, [False, False, False, False], 3323, 'East', (12, 12))
Element 19: (0, (12, 12), ['', '.', '.', ''], [(17, 13), (18, 11), (16, 9)], [False, False, False, False], 62, False, [False, True, True, False], 3322, 'North', (12, 13))
Element 20: (0, (12, 13), ['%', '', '%', ''], [(16, 13), (18, 12), (16, 10)], [True, False, True, False], 60, False, [False, False, False, False], 3331, 'East', (13, 13))
Element 21: (0, (13, 13), ['', '', '%', ''], [(17, 13), (18, 13), (16, 11)], [False, False, True, False], 58, False, [False, False, False, False], 3330, 'East', (14, 13))
Element 22: (0, (14, 13), ['', '%', '%', ''], [(16, 13), (17, 13), (16, 12)], [False, True, True, False], 56, False, [False, False, False, False], 3329, 'East', (15, 13))
Element 23: (0, (15, 13), ['', 'G', '%', ''], [(16, 12), (17, 12), (15, 12)], [False, False, True, False], 54, False, [False, False, False, False], 3328, 'East', (16, 13))
Element 24: (0, (16, 13), ['G', '', '%', ''], [(16, 11), (17, 11), (15, 13)], [False, False, True, False], 52, False, [False, False, False, False], 3327, 'East', (17, 13))
Element 25: (0, (17, 13), ['', '', '%', ''], [(16, 10), (16, 11), (14, 13)], [False, False, True, False], 50, False, [False, False, False, False], 3326, 'East', (18, 13))
