Element 1: (0, (2, 10), ['.', '%', 'F', '.'], [(5, 11), (16, 10), (18, 13)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'North', (2, 11))
Element 26: (0, (18, 13), ['', '', '%', '%'], [(17, 10), (16, 12), (13, 13)], [False, False, True, True], 48, False, [False, False, False, False], 3325, 'South', (18, 12))
Element 27: (0, (18, 12), ['', '', '', '%'], [(18, 10), (16, 13), (13, 12)], [False, False, False, True], 46, False, [False, False, False, False], 3324, 'South', (18, 11))
Element 28: (0, (18, 11), ['', '', '', '%'], [(17, 10), (15, 13), (13, 11)], [False, False, False, True], 44, False, [False, False, False, False], 3333, 'South', (18, 10))
Element 29: (0, (18, 10), ['', '%', '', '%'], [(17, 11), (15, 12), (12, 11)], [False, True, False, True], 42, False, [False, False, False, False], 3342, 'West', (17, 10))
Element 30: (0, (17, 10), ['', '', '', ''], [(18, 11), (15, 13), (12, 12)], [False, False, False, False], 40, False, [False, False, False, False], 3341, 'North', (17, 11))
Element 31: (0, (17, 11), ['', '', '', ''], [(18, 10), (14, 13), (12, 13)], [False, False, False, False], 38, False, [False, False, False, False], 3340, 'North', (17, 12))
Element 32: (0, (17, 12), ['', '', '', ''], [(17, 10), (13, 13), (12, 12)], [False, False, False, False], 36, False, [False, False, False, False], 3339, 'West', (16, 12))
Element 33: (0, (16, 12), ['', '', '', ''], [(17, 9), (13, 12), (11, 12)], [False, False, False, False], 34, False, [False, False, False, False], 3338, 'South', (16, 11))
Element 34: (0, (16, 11), ['%', '', '', ''], [(16, 9), (13, 11), (10, 12)], [True, False, False, False], 32, False, [False, False, False, False], 3337, 'South', (16, 10))
Element 35: (0, (16, 10), ['%', '', '', ''], [(17, 9), (12, 11), (10, 13)], [True, False, False, False], 30, False, [False, False, False, False], 3336, 'South', (16, 9))
Element 36: (0, (16, 9), ['%', '%', '', ''], [(17, 10), (12, 12), (9, 13)], [True, True, False, False], 28, False, [False, False, False, False], 3335, 'East', (17, 9))
Element 37: (0, (17, 9), ['', '%', '', '%'], [(16, 10), (12, 13), (9, 12)], [False, True, False, True], 26, False, [False, False, False, False], 3334, 'West', (16, 9))
Element 38: (0, (16, 9), ['%', '%', '', ''], [(16, 11), (12, 12), (8, 12)], [True, True, False, False], 24, False, [False, False, False, False], 3333, 'North', (16, 10))
Element 39: (0, (16, 10), ['%', '', '', ''], [(16, 12), (11, 12), (7, 12)], [True, False, False, False], 22, False, [False, False, False, False], 3332, 'North', (16, 11))
Element 40: (0, (16, 11), ['%', '', '', ''], [(15, 12), (10, 12), (7, 13)], [True, False, False, False], 20, False, [False, False, False, False], 3331, 'North', (16, 12))
Element 41: (0, (16, 12), ['', '', '', ''], [(16, 12), (10, 13), (6, 13)], [False, False, False, False], 18, False, [False, False, False, False], 3330, 'West', (15, 12))
Element 42: (0, (15, 12), ['%', '%', '', ''], [(17, 12), (9, 13), (6, 12)], [True, True, False, False], 16, False, [False, False, False, False], 3329, 'East', (16, 12))
Element 43: (0, (16, 12), ['', '', '', ''], [(17, 13), (9, 12), (6, 11)], [False, False, False, False], 14, False, [False, False, False, False], 3328, 'East', (17, 12))
Element 44: (0, (17, 12), ['', '', '', ''], [(16, 13), (8, 12), (5, 11)], [False, False, False, False], 12, False, [False, False, False, False], 3327, 'South', (17, 11))
Element 45: (0, (17, 11), ['', '', '', ''], [(15, 13), (7, 12), (4, 11)], [False, False, False, False], 10, False, [False, False, False, False], 3336, 'West', (16, 11))
Element 46: (0, (16, 11), ['%', '', '', ''], [(15, 12), (7, 13), (4, 10)], [True, False, False, False], 8, False, [False, False, False, False], 3345, 'East', (17, 11))
Element 47: (0, (17, 11), ['', '', '', ''], [(16, 12), (6, 13), (3, 10)], [False, False, False, False], 6, False, [False, False, False, False], 3354, 'South', (17, 10))
Element 48: (0, (17, 10), ['', '', '', ''], [(16, 13), (6, 12), (2, 10)], [False, False, False, False], 4, False, [False, False, False, False], 3353, 'South', (17, 9))
Element 49: (0, (17, 9), ['', '%', '', '%'], [(16, 12), (6, 11), (1, 10)], [False, True, False, True], 2, False, [False, False, False, False], 3362, 'North', (17, 10))
Element 50: (0, (17, 10), ['', '', '', ''], [(16, 11), (5, 11), (1, 11)], [False, False, False, False], 0, False, [False, False, False, False], 3361, 'Stop', (17, 10))
Element 51: #0#
