Element 1: (1, (1, 7), ['%', '.', 'F', '.'], [(17, 1), (9, 8), (11, 12)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (1, 8))
Element 2: (1, (1, 8), ['%', '', '%', 'F'], [(18, 1), (10, 8), (12, 12)], [True, False, True, False], 96, False, [False, False, False, False], 1028, 'East', (2, 8))
Element 3: (1, (2, 8), ['', '.', '%', '%'], [(18, 1), (10, 7), (13, 12)], [False, False, True, True], 94, False, [False, True, False, False], 2047, 'South', (2, 7))
Element 4: (1, (2, 7), ['', '.', '', '.'], [(17, 1), (9, 7), (13, 13)], [False, False, False, False], 92, False, [False, True, False, True], 2076, 'East', (3, 7))
Element 5: (1, (3, 7), ['', '.', '%', '%'], [(18, 1), (9, 6), (14, 13)], [False, False, True, True], 90, False, [False, True, False, False], 2105, 'South', (3, 6))
Element 6: (1, (3, 6), ['.', '.', '', '.'], [(18, 1), (9, 5), (15, 13)], [False, False, False, False], 88, False, [True, True, False, True], 2134, 'East', (4, 6))
Element 7: (1, (4, 6), ['', '.', '%', '.'], [(17, 1), (10, 5), (16, 13)], [False, False, True, False], 86, False, [False, True, False, True], 3153, 'East', (5, 6))
Element 8: (1, (5, 6), ['', '.', '%', '.'], [(18, 1), (10, 4), (17, 13)], [False, False, True, False], 84, False, [False, True, False, True], 3182, 'East', (6, 6))
Element 9: (1, (6, 6), ['', '.', '%', '%'], [(18, 1), (11, 4), (18, 13)], [False, False, True, True], 82, False, [False, True, False, False], 3211, 'South', (6, 5))
Element 10: (1, (6, 5), ['.', '.', '', '%'], [(17, 1), (12, 4), (18, 12)], [False, False, False, True], 80, False, [True, True, False, False], 3240, 'South', (6, 4))
Element 11: (1, (6, 4), ['%', '.', '', '%'], [(18, 1), (13, 4), (18, 11)], [True, False, False, True], 78, False, [False, True, False, False], 3269, 'South', (6, 3))
Element 12: (1, (6, 3), ['.', '.', '', '.'], [(18, 1), (14, 4), (18, 10)], [False, False, False, False], 76, False, [True, True, False, True], 3298, 'East', (7, 3))
Element 13: (1, (7, 3), ['', '.', '%', 'F'], [(17, 1), (15, 4), (17, 10)], [False, False, True, False], 74, False, [False, True, False, False], 3327, 'East', (8, 3))
Element 14: (1, (8, 3), ['', '.', '.', '.'], [(18, 1), (16, 4), (17, 11)], [False, False, False, False], 72, False, [False, True, True, True], 4346, 'East', (9, 3))
