Element 1: (1, (4, 5), ['.', '', '.', '.'], [(4, 3), (6, 2), (16, 9)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'East', (5, 5))
Element 28: (1, (3, 1), ['', '%', '%', '.'], [(15, 7), (15, 8), (9, 13)], [False, True, True, False], 44, False, [False, False, False, True], 5852, 'East', (4, 1))
Element 29: (1, (4, 1), ['', '%', '.', '.'], [(15, 8), (14, 8), (9, 12)], [False, True, False, False], 42, False, [False, False, True, True], 5871, 'East', (5, 1))
Element 30: (1, (5, 1), ['', '%', '.', ''], [(14, 8), (14, 7), (8, 12)], [False, True, False, False], 40, False, [False, False, True, False], 6880, 'North', (5, 2))
Element 31: (1, (5, 2), ['.', '', '', ''], [(14, 7), (15, 7), (7, 12)], [False, False, False, False], 38, False, [True, False, False, False], 6899, 'West', (4, 2))
Element 32: (1, (4, 2), ['%', '', '', ''], [(14, 8), (15, 6), (7, 13)], [True, False, False, False], 36, False, [False, False, False, False], 6918, 'North', (4, 3))
Element 33: (1, (4, 3), ['', '', '', ''], [(13, 8), (16, 6), (6, 13)], [False, False, False, False], 34, False, [False, False, False, False], 6927, 'East', (5, 3))
Element 34: (1, (5, 3), ['', '', '%', ''], [(14, 8), (16, 5), (6, 12)], [False, False, True, False], 32, False, [False, False, False, False], 6936, 'East', (6, 3))
Element 35: (1, (6, 3), ['', '', '.', ''], [(15, 8), (16, 4), (6, 11)], [False, False, False, False], 30, False, [False, False, True, False], 6945, 'North', (6, 4))
Element 36: (1, (6, 4), ['%', '', '', '%'], [(15, 7), (16, 3), (5, 11)], [True, False, False, True], 28, False, [False, False, False, False], 6974, 'South', (6, 3))
Element 37: (1, (6, 3), ['', '', '', ''], [(14, 7), (17, 3), (5, 12)], [False, False, False, False], 26, False, [False, False, False, False], 6993, 'East', (7, 3))
Element 38: (1, (7, 3), ['', '.', '%', ''], [(15, 7), (18, 3), (5, 13)], [False, False, True, False], 24, False, [False, True, False, False], 7012, 'South', (7, 2))
Element 39: (1, (7, 2), ['', '', '', '.'], [(15, 6), (18, 4), (4, 13)], [False, False, False, False], 22, False, [False, False, False, True], 7031, 'East', (8, 2))
Element 40: (1, (8, 2), ['', '', '', ''], [(15, 5), (18, 5), (4, 12)], [False, False, False, False], 20, False, [False, False, False, False], 7050, 'East', (9, 2))
Element 41: (1, (9, 2), ['', '', '', ''], [(14, 5), (17, 5), (4, 11)], [False, False, False, False], 18, False, [False, False, False, False], 7059, 'East', (10, 2))
Element 42: (1, (10, 2), ['', '%', '', ''], [(13, 5), (17, 6), (4, 10)], [False, True, False, False], 16, False, [False, False, False, False], 7068, 'East', (11, 2))
Element 43: (1, (11, 2), ['', '.', '', ''], [(13, 6), (17, 7), (3, 10)], [False, False, False, False], 14, False, [False, True, False, False], 7087, 'South', (11, 1))
Element 44: (1, (11, 1), ['%', '%', '', '.'], [(12, 6), (18, 7), (2, 10)], [True, True, False, False], 12, False, [False, False, False, True], 7116, 'East', (12, 1))
Element 45: (1, (12, 1), ['', '%', '', '.'], [(12, 5), (17, 7), (2, 11)], [False, True, False, False], 10, False, [False, False, False, True], 8135, 'East', (13, 1))
Element 46: (1, (13, 1), ['', '%', '', '.'], [(12, 6), (17, 6), (1, 11)], [False, True, False, False], 8, False, [False, False, False, True], 9144, 'East', (14, 1))
Element 47: (1, (14, 1), ['', '%', '', '.'], [(11, 6), (17, 5), (1, 12)], [False, True, False, False], 6, False, [False, False, False, True], 9173, 'East', (15, 1))
Element 48: (1, (15, 1), ['', '%', '%', '%'], [(12, 6), (17, 4), (2, 12)], [False, True, True, True], 4, False, [False, False, False, False], 9192, 'West', (14, 1))
Element 49: (1, (14, 1), ['', '%', '', ''], [(13, 6), (17, 5), (3, 12)], [False, True, False, False], 2, False, [False, False, False, False], 9201, 'North', (14, 2))
Element 50: (1, (14, 2), ['', '', '', '%'], [(13, 6), (18, 5), (3, 13)], [False, False, False, True], 0, False, [False, False, False, False], 9210, 'Stop', (14, 2))
Element 51: #0#
