Element 1: (3, (17, 10), ['.', '', '.', '.'], [(11, 3), (18, 4), (16, 9)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (18, 10))
Element 2: (3, (18, 10), ['', '%', '.', '%'], [(11, 4), (18, 5), (16, 10)], [False, True, False, True], 96, False, [False, False, True, False], 68, 'North', (18, 11))
Element 3: (3, (18, 11), ['.', '', '.', '%'], [(12, 4), (17, 5), (16, 11)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (18, 12))
Element 4: (3, (18, 12), ['.', '', '.', '%'], [(13, 4), (17, 6), (17, 11)], [False, False, False, True], 92, False, [True, False, True, False], 146, 'North', (18, 13))
Element 5: (3, (18, 13), ['.', '', '%', '%'], [(14, 4), (17, 7), (17, 12)], [False, False, True, True], 90, False, [True, False, False, False], 185, 'West', (17, 13))
Element 6: (3, (17, 13), ['.', '', '%', ''], [(15, 4), (18, 7), (16, 12)], [False, False, True, False], 88, False, [True, False, False, False], 224, 'West', (16, 13))
Element 7: (3, (16, 13), ['.', '', '%', ''], [(16, 4), (17, 7), (15, 12)], [False, False, True, False], 86, False, [True, False, False, False], 253, 'West', (15, 13))
Element 8: (3, (15, 13), ['.', '', '%', ''], [(16, 5), (17, 6), (16, 12)], [False, False, True, False], 84, False, [True, False, False, False], 272, 'West', (14, 13))
Element 9: (3, (14, 13), ['.', '%', '%', ''], [(16, 6), (17, 5), (17, 12)], [False, True, True, False], 82, False, [True, False, False, False], 291, 'West', (13, 13))
Element 10: (3, (13, 13), ['.', '.', '%', ''], [(15, 6), (17, 6), (18, 12)], [False, False, True, False], 80, False, [True, True, False, False], 310, 'South', (13, 12))
Element 11: (3, (13, 12), ['.', '.', '', '%'], [(15, 7), (17, 5), (18, 13)], [False, False, False, True], 78, False, [True, True, False, False], 329, 'South', (13, 11))
Element 12: (3, (13, 11), ['.', '%', '', '%'], [(15, 8), (16, 5), (17, 13)], [False, True, False, True], 76, False, [True, False, False, False], 348, 'West', (12, 11))
Element 13: (3, (12, 11), ['%', '%', '.', ''], [(14, 8), (15, 5), (16, 13)], [True, True, False, False], 74, False, [False, False, True, False], 377, 'North', (12, 12))
Element 14: (3, (12, 12), ['.', '', '.', ''], [(14, 7), (14, 5), (15, 13)], [False, False, False, False], 72, False, [True, False, True, False], 406, 'North', (12, 13))
Element 15: (3, (12, 13), ['%', '', '%', ''], [(14, 8), (13, 5), (14, 13)], [True, False, True, False], 70, False, [False, False, False, False], 425, 'South', (12, 12))
Element 16: (3, (12, 12), ['.', '', '', ''], [(13, 8), (13, 6), (13, 13)], [False, False, False, False], 68, False, [True, False, False, False], 444, 'West', (11, 12))
Element 17: (3, (11, 12), ['.', '%', '%', ''], [(14, 8), (12, 6), (13, 12)], [False, True, True, False], 66, False, [True, False, False, False], 463, 'West', (10, 12))
Element 18: (3, (10, 12), ['.', '%', '.', ''], [(15, 8), (12, 5), (13, 11)], [False, True, False, False], 64, False, [True, False, True, False], 482, 'North', (10, 13))
Element 19: (3, (10, 13), ['.', '', '%', '%'], [(15, 7), (12, 4), (12, 11)], [False, False, True, True], 62, False, [True, False, False, False], 491, 'West', (9, 13))
Element 20: (3, (9, 13), ['%', '.', '%', ''], [(14, 7), (13, 4), (12, 12)], [True, False, True, False], 60, False, [False, True, False, False], 500, 'South', (9, 12))
Element 21: (3, (9, 12), ['F', '%', '', ''], [(15, 7), (13, 3), (12, 13)], [False, True, False, False], 58, False, [False, False, False, False], 519, 'West', (8, 12))
Element 22: (3, (8, 12), ['.', '%', '%', ''], [(15, 6), (14, 3), (12, 12)], [False, True, True, False], 56, False, [True, False, False, False], 1528, 'West', (7, 12))
Element 23: (3, (7, 12), ['.', '%', '.', ''], [(15, 5), (14, 2), (11, 12)], [False, True, False, False], 54, False, [True, False, True, False], 1547, 'North', (7, 13))
Element 24: (3, (7, 13), ['.', '', '%', '%'], [(14, 5), (14, 1), (10, 12)], [False, False, True, True], 52, False, [True, False, False, False], 1566, 'West', (6, 13))
Element 25: (3, (6, 13), ['.', '.', '%', ''], [(13, 5), (15, 1), (10, 13)], [False, False, True, False], 50, False, [True, True, False, False], 1585, 'South', (6, 12))
Element 26: (3, (6, 12), ['.', '.', '', ''], [(13, 6), (14, 1), (9, 13)], [False, False, False, False], 48, False, [True, True, False, False], 1594, 'South', (6, 11))
Element 27: (3, (6, 11), ['.', '%', '', '%'], [(12, 6), (13, 1), (9, 12)], [False, True, False, True], 46, False, [True, False, False, False], 1613, 'West', (5, 11))
Element 28: (3, (5, 11), ['.', '%', '.', ''], [(11, 6), (13, 2), (8, 12)], [False, True, False, False], 44, False, [True, False, True, False], 1642, 'North', (5, 12))
Element 29: (3, (5, 12), ['.', '', '.', ''], [(12, 6), (12, 2), (7, 12)], [False, False, False, False], 42, False, [True, False, True, False], 1661, 'North', (5, 13))
Element 30: (3, (5, 13), ['.', '', '%', ''], [(12, 5), (12, 1), (7, 13)], [False, False, True, False], 40, False, [True, False, False, False], 1680, 'West', (4, 13))
Element 31: (3, (4, 13), ['.', '.', '%', ''], [(12, 6), (11, 1), (6, 13)], [False, False, True, False], 38, False, [True, True, False, False], 1699, 'South', (4, 12))
Element 32: (3, (4, 12), ['.', '.', '', ''], [(13, 6), (11, 2), (6, 12)], [False, False, False, False], 36, False, [True, True, False, False], 1718, 'South', (4, 11))
Element 33: (3, (4, 11), ['%', '.', '', ''], [(13, 5), (10, 2), (6, 11)], [True, False, False, False], 34, False, [False, True, False, False], 1737, 'South', (4, 10))
Element 34: (3, (4, 10), ['.', '%', '', '%'], [(12, 5), (9, 2), (5, 11)], [False, True, False, True], 32, False, [True, False, False, False], 2746, 'West', (3, 10))
Element 35: (3, (3, 10), ['.', '%', '%', ''], [(13, 5), (9, 3), (5, 12)], [False, True, True, False], 30, False, [True, False, False, False], 2765, 'West', (2, 10))
Element 36: (3, (2, 10), ['.', '%', 'F', ''], [(14, 5), (8, 3), (5, 13)], [False, True, False, False], 28, False, [True, False, False, False], 3774, 'North', (2, 11))
Element 37: (3, (2, 11), ['F', '', '.', '%'], [(15, 5), (8, 4), (4, 13)], [False, False, False, True], 26, False, [False, False, True, False], 4783, 'West', (1, 11))
Element 38: (3, (1, 11), ['%', '.', '.', ''], [(15, 6), (9, 4), (3, 13)], [True, False, False, False], 24, False, [False, True, True, False], 5802, 'North', (1, 12))
Element 39: (3, (1, 12), ['%', '', '.', '.'], [(16, 6), (10, 4), (3, 12)], [True, False, False, False], 22, False, [False, False, True, True], 5831, 'East', (2, 12))
Element 40: (3, (2, 12), ['', '', '%', ''], [(17, 6), (10, 5), (4, 12)], [False, False, True, False], 20, False, [False, False, False, False], 6840, 'East', (3, 12))
Element 41: (3, (3, 12), ['', '%', '', ''], [(17, 7), (9, 5), (4, 11)], [False, True, False, False], 18, False, [False, False, False, False], 6849, 'North', (3, 13))
Element 42: (3, (3, 13), ['%', '', '%', ''], [(18, 7), (9, 6), (4, 10)], [True, False, True, False], 16, False, [False, False, False, False], 6858, 'South', (3, 12))
Element 43: (3, (3, 12), ['', '%', '', ''], [(17, 7), (9, 7), (3, 10)], [False, True, False, False], 14, False, [False, False, False, False], 6867, 'West', (2, 12))
Element 44: (3, (2, 12), ['', '', '%', ''], [(17, 6), (10, 7), (2, 10)], [False, False, True, False], 12, False, [False, False, False, False], 6876, 'West', (1, 12))
Element 45: (3, (1, 12), ['%', '', '.', ''], [(17, 5), (10, 8), (1, 10)], [True, False, False, False], 10, False, [False, False, True, False], 6895, 'North', (1, 13))
Element 46: (3, (1, 13), ['%', '', '%', '%'], [(18, 5), (9, 8), (1, 11)], [True, False, True, True], 8, False, [False, False, False, False], 6914, 'South', (1, 12))
Element 47: (3, (1, 12), ['%', '', '', ''], [(18, 4), (8, 8), (2, 11)], [True, False, False, False], 6, False, [False, False, False, False], 6923, 'South', (1, 11))
Element 48: (3, (1, 11), ['%', '', '', ''], [(18, 3), (8, 9), (2, 12)], [True, False, False, False], 4, False, [False, False, False, False], 6942, 'South', (1, 10))
Element 49: (3, (1, 10), ['%', '%', '', ''], [(17, 3), (7, 9), (1, 12)], [True, True, False, False], 2, False, [False, False, False, False], 6961, 'North', (1, 11))
Element 50: (3, (1, 11), ['%', '', 'G', ''], [(17, 3), (7, 9), (1, 12)], [True, False, False, False], 0, False, [False, False, False, False], 6960, 'Stop', (1, 11))
Element 51: #0#
