Element 1: (2, (17, 10), ['.', '.', '.', 'G'], [(17, 12), (18, 1), (18, 10)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (17, 11))
Element 2: (2, (17, 11), ['.', '', '', 'G'], [(18, 12), (17, 1), (18, 11)], [False, False, False, False], 96, False, [True, False, False, False], 48, 'West', (16, 11))
Element 3: (2, (16, 11), ['%', '.', '', 'G'], [(18, 13), (17, 1), (17, 11)], [True, False, False, False], 94, False, [False, True, False, False], 67, 'South', (16, 10))
Element 4: (2, (16, 10), ['%', '.', '', ''], [(17, 13), (18, 1), (17, 12)], [True, False, False, False], 92, False, [False, True, False, False], 86, 'South', (16, 9))
Element 5: (2, (16, 9), ['%', '%', '', '.'], [(16, 13), (17, 1), (18, 12)], [True, True, False, False], 90, False, [False, False, False, True], 105, 'East', (17, 9))
Element 6: (2, (17, 9), ['', '%', '', '%'], [(15, 13), (17, 1), (18, 13)], [False, True, False, True], 88, False, [False, False, False, False], 124, 'West', (16, 9))
Element 7: (2, (16, 9), ['%', '%', '', ''], [(15, 12), (18, 1), (17, 13)], [True, True, False, False], 86, False, [False, False, False, False], 133, 'North', (16, 10))
Element 8: (2, (16, 10), ['%', '', '', ''], [(15, 13), (17, 1), (16, 13)], [True, False, False, False], 84, False, [False, False, False, False], 132, 'North', (16, 11))
Element 9: (2, (16, 11), ['%', '', 'G', ''], [(14, 13), (17, 1), (16, 12)], [True, False, False, False], 82, False, [False, False, False, False], 141, 'South', (16, 10))
Element 10: (2, (16, 10), ['%', '', 'G', ''], [(13, 13), (18, 1), (16, 11)], [True, False, False, False], 80, False, [False, False, False, False], 150, 'South', (16, 9))
Element 11: (2, (16, 9), ['%', '%', 'G', ''], [(13, 12), (17, 1), (16, 10)], [True, True, False, False], 78, False, [False, False, False, False], 159, 'North', (16, 10))
Element 12: (2, (16, 10), ['%', '', '', 'G'], [(13, 11), (17, 1), (17, 10)], [True, False, False, False], 76, False, [False, False, False, False], 168, 'North', (16, 11))
Element 13: (2, (16, 11), ['%', '', '', ''], [(12, 11), (18, 1), (17, 9)], [True, False, False, False], 74, False, [False, False, False, False], 177, 'East', (17, 11))
Element 14: (2, (17, 11), ['', '', '', ''], [(12, 12), (17, 1), (16, 9)], [False, False, False, False], 72, False, [False, False, False, False], 186, 'South', (17, 10))
Element 15: (2, (17, 10), ['', 'G', '', ''], [(12, 13), (17, 1), (17, 9)], [False, False, False, False], 70, False, [False, False, False, False], 195, 'West', (16, 10))
Element 16: (2, (16, 10), ['%', '', '', 'G'], [(12, 12), (18, 1), (17, 10)], [True, False, False, False], 68, False, [False, False, False, False], 194, 'South', (16, 9))
Element 17: (2, (16, 9), ['%', '%', 'G', ''], [(11, 12), (17, 1), (16, 10)], [True, True, False, False], 66, False, [False, False, False, False], 203, 'East', (17, 9))
Element 18: (2, (17, 9), ['G', '%', '', '%'], [(10, 12), (17, 1), (16, 9)], [False, True, False, True], 64, False, [False, False, False, False], 212, 'North', (17, 10))
Element 19: (2, (17, 10), ['G', '', '', ''], [(10, 13), (18, 1), (16, 10)], [False, False, False, False], 62, False, [False, False, False, False], 221, 'Stop', (17, 10))
Element 20: (2, (17, 10), ['', '', '', ''], [(9, 13), (17, 1), (16, 11)], [False, False, False, False], 60, False, [False, False, False, False], 230, 'East', (18, 10))
Element 21: (2, (18, 10), ['', '%', '', '%'], [(9, 12), (17, 1), (16, 12)], [False, True, False, True], 58, False, [False, False, False, False], 239, 'North', (18, 11))
Element 22: (2, (18, 11), ['', '', '', '%'], [(8, 12), (18, 1), (15, 12)], [False, False, False, True], 56, False, [False, False, False, False], 1238, 'North', (18, 12))
Element 23: (2, (18, 12), ['', '', '', '%'], [(7, 12), (17, 1), (15, 13)], [False, False, False, True], 54, False, [False, False, False, False], 1247, 'North', (18, 13))
Element 24: (2, (18, 13), ['', '', '%', '%'], [(7, 13), (17, 1), (14, 13)], [False, False, True, True], 52, False, [False, False, False, False], 1256, 'West', (17, 13))
Element 25: (2, (17, 13), ['', '', '%', ''], [(6, 13), (18, 1), (13, 13)], [False, False, True, False], 50, False, [False, False, False, False], 1265, 'South', (17, 12))
Element 26: (2, (17, 12), ['', '', '', ''], [(6, 12), (17, 1), (13, 12)], [False, False, False, False], 48, False, [False, False, False, False], 1274, 'South', (17, 11))
Element 27: (2, (17, 11), ['', '', '', ''], [(6, 11), (17, 1), (13, 11)], [False, False, False, False], 46, False, [False, False, False, False], 1283, 'West', (16, 11))
Element 28: (2, (16, 11), ['%', '', '', ''], [(5, 11), (18, 1), (12, 11)], [True, False, False, False], 44, False, [False, False, False, False], 1292, 'North', (16, 12))
Element 29: (2, (16, 12), ['', '', '', ''], [(5, 12), (17, 1), (12, 12)], [False, False, False, False], 42, False, [False, False, False, False], 1301, 'North', (16, 13))
Element 30: (2, (16, 13), ['', '', '%', ''], [(5, 13), (17, 1), (12, 13)], [False, False, True, False], 40, False, [False, False, False, False], 1310, 'West', (15, 13))
Element 31: (2, (15, 13), ['', '', '%', ''], [(4, 13), (18, 1), (12, 12)], [False, False, True, False], 38, False, [False, False, False, False], 1319, 'South', (15, 12))
Element 32: (2, (15, 12), ['%', '%', '', ''], [(4, 12), (17, 1), (11, 12)], [True, True, False, False], 36, False, [False, False, False, False], 1328, 'North', (15, 13))
Element 33: (2, (15, 13), ['', '', '%', ''], [(4, 11), (17, 1), (10, 12)], [False, False, True, False], 34, False, [False, False, False, False], 1337, 'West', (14, 13))
Element 34: (2, (14, 13), ['', '%', '%', ''], [(4, 10), (18, 1), (10, 13)], [False, True, True, False], 32, False, [False, False, False, False], 1346, 'West', (13, 13))
Element 35: (2, (13, 13), ['', '', '%', ''], [(3, 10), (17, 1), (9, 13)], [False, False, True, False], 30, False, [False, False, False, False], 1355, 'South', (13, 12))
Element 36: (2, (13, 12), ['', '', '', '%'], [(2, 10), (17, 1), (9, 12)], [False, False, False, True], 28, False, [False, False, False, False], 1364, 'South', (13, 11))
Element 37: (2, (13, 11), ['', '%', '', '%'], [(2, 11), (18, 1), (8, 12)], [False, True, False, True], 26, False, [False, False, False, False], 2363, 'West', (12, 11))
Element 38: (2, (12, 11), ['%', '%', '', ''], [(1, 11), (17, 1), (7, 12)], [True, True, False, False], 24, False, [False, False, False, False], 3362, 'North', (12, 12))
Element 39: (2, (12, 12), ['', '', '', ''], [(1, 12), (17, 1), (7, 13)], [False, False, False, False], 22, False, [False, False, False, False], 3371, 'North', (12, 13))
Element 40: (2, (12, 13), ['%', '', '%', ''], [(2, 12), (18, 1), (6, 13)], [True, False, True, False], 20, False, [False, False, False, False], 3380, 'South', (12, 12))
Element 41: (2, (12, 12), ['', '', '', ''], [(3, 12), (17, 1), (6, 12)], [False, False, False, False], 18, False, [False, False, False, False], 3389, 'West', (11, 12))
Element 42: (2, (11, 12), ['', '%', '%', ''], [(3, 13), (17, 1), (6, 11)], [False, True, True, False], 16, False, [False, False, False, False], 3398, 'West', (10, 12))
Element 43: (2, (10, 12), ['', '%', '', ''], [(3, 12), (18, 1), (5, 11)], [False, True, False, False], 14, False, [False, False, False, False], 3397, 'North', (10, 13))
Element 44: (2, (10, 13), ['', '', '%', '%'], [(2, 12), (17, 1), (5, 12)], [False, False, True, True], 12, False, [False, False, False, False], 3396, 'West', (9, 13))
Element 45: (2, (9, 13), ['%', '', '%', ''], [(1, 12), (17, 1), (5, 13)], [True, False, True, False], 10, False, [False, False, False, False], 3395, 'South', (9, 12))
Element 46: (2, (9, 12), ['', '%', '', ''], [(1, 13), (18, 1), (4, 13)], [False, True, False, False], 8, False, [False, False, False, False], 3404, 'West', (8, 12))
Element 47: (2, (8, 12), ['', '%', '%', ''], [(1, 12), (17, 1), (4, 12)], [False, True, True, False], 6, False, [False, False, False, False], 3403, 'West', (7, 12))
Element 48: (2, (7, 12), ['', '%', '', ''], [(1, 11), (17, 1), (4, 11)], [False, True, False, False], 4, False, [False, False, False, False], 3402, 'North', (7, 13))
Element 49: (2, (7, 13), ['', '', '%', '%'], [(1, 10), (18, 1), (4, 10)], [False, False, True, True], 2, False, [False, False, False, False], 3411, 'West', (6, 13))
Element 50: (2, (6, 13), ['', '', '%', ''], [(1, 10), (18, 1), (3, 10)], [False, False, True, False], 0, False, [False, False, False, False], 3410, 'Stop', (6, 13))
Element 51: #0#
