Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(11, 4), (5, 6), (17, 12)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'North', (2, 11))
Element 16: (1, (13, 12), ['', '.', '.', '%'], [(16, 6), (13, 3), (17, 9)], [False, False, False, True], 68, False, [False, True, True, False], 5504, 'North', (13, 13))
Element 17: (1, (13, 13), ['.', '', '%', '.'], [(16, 5), (13, 4), (17, 10)], [False, False, True, False], 66, False, [True, False, False, True], 5523, 'East', (14, 13))
Element 18: (1, (14, 13), ['', '%', '%', '.'], [(15, 5), (13, 5), (16, 10)], [False, True, True, False], 64, False, [False, False, False, True], 5552, 'East', (15, 13))
Element 19: (1, (15, 13), ['', '.', '%', ''], [(15, 6), (14, 5), (17, 10)], [False, False, True, False], 62, False, [False, True, False, False], 5581, 'South', (15, 12))
Element 20: (1, (15, 12), ['%', '%', '', ''], [(15, 7), (15, 5), (18, 10)], [True, True, False, False], 60, False, [False, False, False, False], 5600, 'East', (16, 12))
Element 21: (1, (16, 12), ['', '', '', ''], [(15, 8), (16, 5), (18, 11)], [False, False, False, False], 58, False, [False, False, False, False], 5609, 'East', (17, 12))
Element 22: (1, (17, 12), ['', 'G', '', ''], [(14, 8), (17, 5), (17, 11)], [False, False, False, False], 56, False, [False, False, False, False], 5618, 'East', (18, 12))
Element 23: (1, (18, 12), ['', '', '', '%'], [(14, 7), (18, 5), (17, 10)], [False, False, False, True], 54, False, [False, False, False, False], 5627, 'North', (18, 13))
Element 24: (1, (18, 13), ['', '', '%', '%'], [(14, 8), (18, 4), (17, 11)], [False, False, True, True], 52, False, [False, False, False, False], 5626, 'West', (17, 13))
Element 25: (1, (17, 13), ['', '', '%', ''], [(13, 8), (18, 3), (16, 11)], [False, False, True, False], 50, False, [False, False, False, False], 5645, 'West', (16, 13))
Element 26: (1, (16, 13), ['', '', '%', ''], [(14, 8), (17, 3), (16, 10)], [False, False, True, False], 48, False, [False, False, False, False], 5654, 'East', (17, 13))
Element 27: (1, (17, 13), ['', '', '%', ''], [(15, 8), (16, 3), (16, 11)], [False, False, True, False], 46, False, [False, False, False, False], 5663, 'East', (18, 13))
Element 28: (1, (18, 13), ['', '', '%', '%'], [(15, 7), (16, 4), (16, 12)], [False, False, True, True], 44, False, [False, False, False, False], 5662, 'South', (18, 12))
Element 29: (1, (18, 12), ['', '', '', '%'], [(14, 7), (17, 4), (15, 12)], [False, False, False, True], 42, False, [False, False, False, False], 5661, 'South', (18, 11))
Element 30: (1, (18, 11), ['', '', '', '%'], [(15, 7), (16, 4), (15, 13)], [False, False, False, True], 40, False, [False, False, False, False], 5660, 'South', (18, 10))
Element 31: (1, (18, 10), ['', '%', '', '%'], [(15, 6), (15, 4), (14, 13)], [False, True, False, True], 38, False, [False, False, False, False], 5659, 'West', (17, 10))
Element 32: (1, (17, 10), ['', '', '', ''], [(15, 5), (14, 4), (13, 13)], [False, False, False, False], 36, False, [False, False, False, False], 5658, 'North', (17, 11))
Element 33: (1, (17, 11), ['', '', '', ''], [(16, 5), (15, 4), (12, 13)], [False, False, False, False], 34, False, [False, False, False, False], 5667, 'West', (16, 11))
Element 34: (1, (16, 11), ['%', '', '', ''], [(16, 6), (16, 4), (12, 12)], [True, False, False, False], 32, False, [False, False, False, False], 5666, 'South', (16, 10))
Element 35: (1, (16, 10), ['%', '', '', ''], [(15, 6), (16, 3), (12, 11)], [True, False, False, False], 30, False, [False, False, False, False], 5675, 'South', (16, 9))
Element 36: (1, (16, 9), ['%', '%', '', ''], [(16, 6), (17, 3), (13, 11)], [True, True, False, False], 28, False, [False, False, False, False], 5684, 'East', (17, 9))
Element 37: (1, (17, 9), ['', '%', '', '%'], [(17, 6), (17, 4), (13, 12)], [False, True, False, True], 26, False, [False, False, False, False], 5683, 'West', (16, 9))
Element 38: (1, (16, 9), ['%', '%', '', ''], [(17, 5), (17, 3), (13, 11)], [True, True, False, False], 24, False, [False, False, False, False], 5682, 'North', (16, 10))
Element 39: (1, (16, 10), ['%', '', '', ''], [(16, 5), (18, 3), (12, 11)], [True, False, False, False], 22, False, [False, False, False, False], 5681, 'North', (16, 11))
Element 40: (1, (16, 11), ['%', '', '', ''], [(17, 5), (18, 4), (12, 12)], [True, False, False, False], 20, False, [False, False, False, False], 5680, 'East', (17, 11))
Element 41: (1, (17, 11), ['', '', '', ''], [(18, 5), (17, 4), (13, 12)], [False, False, False, False], 18, False, [False, False, False, False], 5679, 'South', (17, 10))
Element 42: (1, (17, 10), ['', '', '', ''], [(17, 5), (18, 4), (12, 12)], [False, False, False, False], 16, False, [False, False, False, False], 5678, 'South', (17, 9))
Element 43: (1, (17, 9), ['', '%', '', '%'], [(17, 4), (18, 5), (11, 12)], [False, True, False, True], 14, False, [False, False, False, False], 5677, 'North', (17, 10))
Element 44: (1, (17, 10), ['', '', '', ''], [(18, 4), (17, 5), (10, 12)], [False, False, False, False], 12, False, [False, False, False, False], 5676, 'West', (16, 10))
Element 45: (1, (16, 10), ['%', '', '', ''], [(17, 4), (17, 6), (10, 13)], [True, False, False, False], 10, False, [False, False, False, False], 5685, 'East', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(17, 5), (17, 7), (9, 13)], [False, False, False, False], 8, False, [False, False, False, False], 5694, 'East', (18, 10))
Element 47: (1, (18, 10), ['', '%', '', '%'], [(17, 4), (18, 7), (9, 12)], [False, True, False, True], 6, False, [False, False, False, False], 5693, 'North', (18, 11))
Element 48: (1, (18, 11), ['', '', '', '%'], [(17, 3), (17, 7), (8, 12)], [False, False, False, True], 4, False, [False, False, False, False], 5692, 'West', (17, 11))
Element 49: (1, (17, 11), ['', '', '', ''], [(18, 3), (17, 6), (7, 12)], [False, False, False, False], 2, False, [False, False, False, False], 5691, 'East', (18, 11))
Element 50: (1, (18, 11), ['', '', '', '%'], [(18, 3), (16, 6), (7, 13)], [False, False, False, True], 0, False, [False, False, False, False], 5700, 'Stop', (18, 11))
Element 51: #0#
