Element 1: (3, (17, 1), ['%', '%', '%', '.'], [(7, 9), (4, 5), (13, 13)], [True, True, True, False], 98, False, [False, False, False, True], 29, 'East', (18, 1))
Element 2: (3, (18, 1), ['', '%', '%', '%'], [(8, 9), (5, 5), (14, 13)], [False, True, True, True], 96, False, [False, False, False, False], 68, 'West', (17, 1))
Element 3: (3, (17, 1), ['%', '%', '%', ''], [(8, 8), (6, 5), (15, 13)], [True, True, True, False], 94, False, [False, False, False, False], 97, 'Stop', (17, 1))
Element 4: (3, (17, 1), ['%', '%', '%', ''], [(9, 8), (6, 6), (16, 13)], [True, True, True, False], 92, False, [False, False, False, False], 126, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(10, 8), (5, 6), (17, 13)], [False, True, True, True], 90, False, [False, False, False, False], 155, 'West', (17, 1))
Element 6: (3, (17, 1), ['%', '%', '%', ''], [(10, 7), (4, 6), (18, 13)], [True, True, True, False], 88, False, [False, False, False, False], 184, 'Stop', (17, 1))
Element 7: (3, (17, 1), ['%', '%', '%', ''], [(9, 7), (3, 6), (18, 12)], [True, True, True, False], 86, False, [False, False, False, False], 213, 'East', (18, 1))
Element 8: (3, (18, 1), ['', '%', '%', '%'], [(9, 6), (3, 7), (18, 11)], [False, True, True, True], 84, False, [False, False, False, False], 242, 'West', (17, 1))
Element 9: (3, (17, 1), ['%', '%', '%', ''], [(9, 5), (2, 7), (18, 10)], [True, True, True, False], 82, False, [False, False, False, False], 271, 'Stop', (17, 1))
Element 10: (3, (17, 1), ['%', '%', '%', ''], [(10, 5), (2, 8), (17, 10)], [True, True, True, False], 80, False, [False, False, False, False], 2280, 'East', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(10, 4), (1, 8), (17, 11)], [False, True, True, True], 78, False, [False, False, False, False], 3299, 'West', (17, 1))
Element 12: (3, (17, 1), ['%', '%', '%', ''], [(11, 4), (1, 7), (17, 12)], [True, True, True, False], 76, False, [False, False, False, False], 3328, 'Stop', (17, 1))
Element 13: (3, (17, 1), ['%', '%', '%', ''], [(12, 4), (1, 6), (16, 12)], [True, True, True, False], 74, False, [False, False, False, False], 3357, 'East', (18, 1))
Element 14: (3, (18, 1), ['', '%', '%', '%'], [(13, 4), (2, 6), (16, 11)], [False, True, True, True], 72, False, [False, False, False, False], 3386, 'West', (17, 1))
Element 15: (3, (17, 1), ['%', '%', '%', ''], [(14, 4), (2, 5), (16, 10)], [True, True, True, False], 70, False, [False, False, False, False], 3415, 'Stop', (17, 1))
Element 16: (3, (17, 1), ['%', '%', '%', ''], [(15, 4), (2, 4), (16, 9)], [True, True, True, False], 68, False, [False, False, False, False], 3444, 'East', (18, 1))
Element 17: (3, (18, 1), ['', '%', '%', '%'], [(16, 4), (3, 4), (17, 9)], [False, True, True, True], 66, False, [False, False, False, False], 3473, 'West', (17, 1))
Element 18: (3, (17, 1), ['%', '%', '%', ''], [(17, 4), (4, 4), (16, 9)], [True, True, True, False], 64, False, [False, False, False, False], 3492, 'Stop', (17, 1))
Element 19: (3, (17, 1), ['%', '%', '%', ''], [(18, 4), (4, 3), (16, 10)], [True, True, True, False], 62, False, [False, False, False, False], 3511, 'East', (18, 1))
Element 20: (3, (18, 1), ['', '%', '%', '%'], [(18, 5), (5, 3), (16, 11)], [False, True, True, True], 60, False, [False, False, False, False], 3530, 'West', (17, 1))
Element 21: (3, (17, 1), ['%', '%', '%', ''], [(17, 5), (6, 3), (16, 12)], [True, True, True, False], 58, False, [False, False, False, False], 3549, 'Stop', (17, 1))
Element 22: (3, (17, 1), ['%', '%', '%', ''], [(17, 6), (7, 3), (15, 12)], [True, True, True, False], 56, False, [False, False, False, False], 3578, 'East', (18, 1))
Element 23: (3, (18, 1), ['', '%', '%', '%'], [(17, 7), (8, 3), (16, 12)], [False, True, True, True], 54, False, [False, False, False, False], 4587, 'West', (17, 1))
Element 24: (3, (17, 1), ['%', '%', '%', ''], [(18, 7), (9, 3), (17, 12)], [True, True, True, False], 52, False, [False, False, False, False], 4606, 'Stop', (17, 1))
Element 25: (3, (17, 1), ['%', '%', '%', ''], [(17, 7), (9, 2), (17, 11)], [True, True, True, False], 50, False, [False, False, False, False], 5605, 'East', (18, 1))
Element 26: (3, (18, 1), ['', '%', '%', '%'], [(17, 6), (10, 2), (16, 11)], [False, True, True, True], 48, False, [False, False, False, False], 5614, 'West', (17, 1))
Element 27: (3, (17, 1), ['%', '%', '%', ''], [(16, 6), (11, 2), (17, 11)], [True, True, True, False], 46, False, [False, False, False, False], 5633, 'Stop', (17, 1))
Element 28: (3, (17, 1), ['%', '%', '%', ''], [(16, 5), (12, 2), (17, 10)], [True, True, True, False], 44, False, [False, False, False, False], 5652, 'East', (18, 1))
Element 29: (3, (18, 1), ['', '%', '%', '%'], [(15, 5), (13, 2), (17, 9)], [False, True, True, True], 42, False, [False, False, False, False], 5671, 'West', (17, 1))
Element 30: (3, (17, 1), ['%', '%', '%', ''], [(15, 6), (14, 2), (17, 10)], [True, True, True, False], 40, False, [False, False, False, False], 5690, 'Stop', (17, 1))
Element 31: (3, (17, 1), ['%', '%', '%', ''], [(15, 7), (14, 3), (16, 10)], [True, True, True, False], 38, False, [False, False, False, False], 5709, 'East', (18, 1))
Element 32: (3, (18, 1), ['', '%', '%', '%'], [(15, 8), (13, 3), (17, 10)], [False, True, True, True], 36, False, [False, False, False, False], 5728, 'West', (17, 1))
Element 33: (3, (17, 1), ['%', '%', '%', ''], [(14, 8), (13, 4), (18, 10)], [True, True, True, False], 34, False, [False, False, False, False], 5737, 'Stop', (17, 1))
Element 34: (3, (17, 1), ['%', '%', '%', ''], [(14, 7), (13, 5), (18, 11)], [True, True, True, False], 32, False, [False, False, False, False], 5756, 'East', (18, 1))
Element 35: (3, (18, 1), ['', '%', '%', '%'], [(14, 8), (14, 5), (17, 11)], [False, True, True, True], 30, False, [False, False, False, False], 5765, 'West', (17, 1))
Element 36: (3, (17, 1), ['%', '%', '%', ''], [(13, 8), (15, 5), (18, 11)], [True, True, True, False], 28, False, [False, False, False, False], 5774, 'Stop', (17, 1))
Element 37: (3, (17, 1), ['%', '%', '%', ''], [(14, 8), (16, 5), (18, 12)], [True, True, True, False], 26, False, [False, False, False, False], 5773, 'East', (18, 1))
Element 38: (3, (18, 1), ['', '%', '%', '%'], [(15, 8), (17, 5), (17, 12)], [False, True, True, True], 24, False, [False, False, False, False], 5772, 'West', (17, 1))
Element 39: (3, (17, 1), ['%', '%', '%', ''], [(15, 7), (18, 5), (18, 12)], [True, True, True, False], 22, False, [False, False, False, False], 5771, 'Stop', (17, 1))
Element 40: (3, (17, 1), ['%', '%', '%', ''], [(14, 7), (18, 4), (18, 13)], [True, True, True, False], 20, False, [False, False, False, False], 5770, 'East', (18, 1))
Element 41: (3, (18, 1), ['', '%', '%', '%'], [(15, 7), (18, 3), (17, 13)], [False, True, True, True], 18, False, [False, False, False, False], 5779, 'West', (17, 1))
Element 42: (3, (17, 1), ['%', '%', '%', ''], [(15, 6), (17, 3), (17, 12)], [True, True, True, False], 16, False, [False, False, False, False], 5788, 'Stop', (17, 1))
Element 43: (3, (17, 1), ['%', '%', '%', ''], [(15, 5), (16, 3), (17, 13)], [True, True, True, False], 14, False, [False, False, False, False], 5797, 'East', (18, 1))
Element 44: (3, (18, 1), ['', '%', '%', '%'], [(14, 5), (16, 4), (16, 13)], [False, True, True, True], 12, False, [False, False, False, False], 5796, 'West', (17, 1))
Element 45: (3, (17, 1), ['%', '%', '%', ''], [(13, 5), (17, 4), (16, 12)], [True, True, True, False], 10, False, [False, False, False, False], 5795, 'Stop', (17, 1))
Element 46: (3, (17, 1), ['%', '%', '%', ''], [(13, 6), (16, 4), (16, 13)], [True, True, True, False], 8, False, [False, False, False, False], 5804, 'East', (18, 1))
Element 47: (3, (18, 1), ['', '%', '%', '%'], [(12, 6), (15, 4), (15, 13)], [False, True, True, True], 6, False, [False, False, False, False], 5813, 'West', (17, 1))
Element 48: (3, (17, 1), ['%', '%', '%', ''], [(12, 5), (14, 4), (15, 12)], [True, True, True, False], 4, False, [False, False, False, False], 5822, 'Stop', (17, 1))
Element 49: (3, (17, 1), ['%', '%', '%', ''], [(12, 6), (15, 4), (15, 13)], [True, True, True, False], 2, False, [False, False, False, False], 5821, 'East', (18, 1))
Element 50: (3, (18, 1), ['', '%', '%', '%'], [(12, 6), (15, 4), (15, 13)], [False, True, True, True], 0, False, [False, False, False, False], 5820, 'Stop', (18, 1))
Element 51: #0#
