Element 1: (1, (2, 12), ['.', 'F', '%', '.'], [(9, 2), (4, 3), (14, 3)], [False, False, True, False], 98, False, [True, False, False, True], 999, 'South', (2, 11))
Element 2: (1, (2, 11), ['F', '.', '', '%'], [(10, 2), (5, 3), (14, 4)], [False, False, False, True], 96, False, [False, True, False, False], 2028, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(11, 2), (6, 3), (15, 4)], [True, False, False, False], 94, False, [False, True, True, False], 3057, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', ''], [(12, 2), (7, 3), (16, 4)], [True, False, False, False], 92, False, [False, False, True, False], 3096, 'North', (1, 13))
Element 5: (1, (1, 13), ['%', '', '%', '%'], [(13, 2), (8, 3), (17, 4)], [True, False, True, True], 90, False, [False, False, False, False], 4125, 'South', (1, 12))
Element 6: (1, (1, 12), ['%', '', '', ''], [(14, 2), (9, 3), (18, 4)], [True, False, False, False], 88, False, [False, False, False, False], 4154, 'South', (1, 11))
Element 7: (1, (1, 11), ['%', '.', '', ''], [(14, 1), (10, 3), (18, 5)], [True, False, False, False], 86, False, [False, True, False, False], 4183, 'South', (1, 10))
Element 8: (1, (1, 10), ['%', '%', '', '.'], [(15, 1), (11, 3), (17, 5)], [True, True, False, False], 84, False, [False, False, False, True], 4222, 'East', (2, 10))
Element 9: (1, (2, 10), ['', '%', '', '.'], [(14, 1), (11, 4), (17, 6)], [False, True, False, False], 82, False, [False, False, False, True], 4251, 'East', (3, 10))
Element 10: (1, (3, 10), ['', '%', '%', '.'], [(13, 1), (12, 4), (17, 7)], [False, True, True, False], 80, False, [False, False, False, True], 4290, 'East', (4, 10))
Element 11: (1, (4, 10), ['', '%', '.', '%'], [(12, 1), (13, 4), (18, 7)], [False, True, False, True], 78, False, [False, False, True, False], 4329, 'North', (4, 11))
Element 12: (1, (4, 11), ['%', '', '.', '.'], [(11, 1), (13, 5), (17, 7)], [True, False, False, False], 76, False, [False, False, True, True], 4358, 'East', (5, 11))
Element 13: (1, (5, 11), ['', '%', '.', '.'], [(12, 1), (14, 5), (17, 6)], [False, True, False, False], 74, False, [False, False, True, True], 4377, 'East', (6, 11))
Element 14: (1, (6, 11), ['', '%', '.', '%'], [(13, 1), (15, 5), (16, 6)], [False, True, False, True], 72, False, [False, False, True, False], 4406, 'North', (6, 12))
Element 15: (1, (6, 12), ['.', '', '.', '.'], [(14, 1), (16, 5), (15, 6)], [False, False, False, False], 70, False, [True, False, True, True], 4435, 'East', (7, 12))
Element 16: (1, (7, 12), ['', '%', '.', 'F'], [(14, 2), (17, 5), (15, 7)], [False, True, False, False], 68, False, [False, False, True, False], 4454, 'East', (8, 12))
Element 17: (1, (8, 12), ['', '%', '%', '.'], [(14, 3), (18, 5), (15, 8)], [False, True, True, False], 66, False, [False, False, False, True], 5463, 'East', (9, 12))
Element 18: (1, (9, 12), ['', '%', '.', '.'], [(13, 3), (18, 4), (14, 8)], [False, True, False, False], 64, False, [False, False, True, True], 5492, 'East', (10, 12))
Element 19: (1, (10, 12), ['', '%', '.', '.'], [(13, 4), (18, 3), (14, 7)], [False, True, False, False], 62, False, [False, False, True, True], 5521, 'East', (11, 12))
Element 20: (1, (11, 12), ['', '%', '%', '.'], [(14, 4), (17, 3), (14, 8)], [False, True, True, False], 60, False, [False, False, False, True], 5540, 'East', (12, 12))
Element 21: (1, (12, 12), ['', '.', '.', '.'], [(15, 4), (16, 3), (13, 8)], [False, False, False, False], 58, False, [False, True, True, True], 5569, 'East', (13, 12))
Element 22: (1, (13, 12), ['', '.', '.', '%'], [(15, 5), (16, 4), (14, 8)], [False, False, False, True], 56, False, [False, True, True, False], 5578, 'North', (13, 13))
Element 23: (1, (13, 13), ['.', '', '%', '.'], [(16, 5), (17, 4), (15, 8)], [False, False, True, False], 54, False, [True, False, False, True], 5587, 'East', (14, 13))
Element 24: (1, (14, 13), ['', '%', '%', '.'], [(17, 5), (16, 4), (15, 7)], [False, True, True, False], 52, False, [False, False, False, True], 5596, 'East', (15, 13))
Element 25: (1, (15, 13), ['', '.', '%', '.'], [(18, 5), (15, 4), (14, 7)], [False, False, True, False], 50, False, [False, True, False, True], 5605, 'East', (16, 13))
Element 26: (1, (16, 13), ['', '.', '%', '.'], [(18, 4), (14, 4), (15, 7)], [False, False, True, False], 48, False, [False, True, False, True], 5614, 'East', (17, 13))
Element 27: (1, (17, 13), ['', '.', '%', '.'], [(18, 3), (14, 3), (15, 6)], [False, False, True, False], 46, False, [False, True, False, True], 5623, 'East', (18, 13))
Element 28: (1, (18, 13), ['', '.', '%', '%'], [(17, 3), (14, 2), (15, 5)], [False, False, True, True], 44, False, [False, True, False, False], 5632, 'South', (18, 12))
Element 29: (1, (18, 12), ['.', '.', '', '%'], [(17, 4), (14, 1), (16, 5)], [False, False, False, True], 42, False, [True, True, False, False], 5641, 'South', (18, 11))
Element 30: (1, (18, 11), ['.', '.', '', '%'], [(16, 4), (15, 1), (15, 5)], [False, False, False, True], 40, False, [True, True, False, False], 5650, 'South', (18, 10))
Element 31: (1, (18, 10), ['.', '%', '', '%'], [(16, 3), (14, 1), (14, 5)], [False, True, False, True], 38, False, [True, False, False, False], 5659, 'West', (17, 10))
Element 32: (1, (17, 10), ['.', '.', '.', ''], [(16, 4), (13, 1), (13, 5)], [False, False, False, False], 36, False, [True, True, True, False], 5668, 'North', (17, 11))
Element 33: (1, (17, 11), ['.', '', '.', ''], [(17, 4), (13, 2), (13, 6)], [False, False, False, False], 34, False, [True, False, True, False], 5687, 'North', (17, 12))
Element 34: (1, (17, 12), ['.', '', '', ''], [(17, 3), (13, 3), (12, 6)], [False, False, False, False], 32, False, [True, False, False, False], 5706, 'West', (16, 12))
Element 35: (1, (16, 12), ['.', '.', '', ''], [(16, 3), (13, 2), (12, 5)], [False, False, False, False], 30, False, [True, True, False, False], 5725, 'South', (16, 11))
Element 36: (1, (16, 11), ['%', '.', '', ''], [(17, 3), (12, 2), (12, 4)], [True, False, False, False], 28, False, [False, True, False, False], 5734, 'South', (16, 10))
Element 37: (1, (16, 10), ['%', '.', '', ''], [(18, 3), (12, 1), (13, 4)], [True, False, False, False], 26, False, [False, True, False, False], 5743, 'South', (16, 9))
Element 38: (1, (16, 9), ['%', '%', '', '.'], [(18, 4), (11, 1), (13, 3)], [True, True, False, False], 24, False, [False, False, False, True], 5752, 'East', (17, 9))
Element 39: (1, (17, 9), ['', '%', '', '%'], [(17, 4), (11, 2), (13, 2)], [False, True, False, True], 22, False, [False, False, False, False], 5761, 'West', (16, 9))
Element 40: (1, (16, 9), ['%', '%', '', ''], [(18, 4), (10, 2), (14, 2)], [True, True, False, False], 20, False, [False, False, False, False], 5760, 'North', (16, 10))
Element 41: (1, (16, 10), ['%', '', '', ''], [(18, 5), (9, 2), (14, 1)], [True, False, False, False], 18, False, [False, False, False, False], 5759, 'North', (16, 11))
Element 42: (1, (16, 11), ['%', '', '', ''], [(17, 5), (9, 1), (15, 1)], [True, False, False, False], 16, False, [False, False, False, False], 5768, 'North', (16, 12))
Element 43: (1, (16, 12), ['.', '', '', ''], [(17, 6), (8, 1), (14, 1)], [False, False, False, False], 14, False, [True, False, False, False], 5777, 'West', (15, 12))
Element 44: (1, (15, 12), ['%', '%', '', ''], [(17, 7), (7, 1), (13, 1)], [True, True, False, False], 12, False, [False, False, False, False], 5796, 'East', (16, 12))
Element 45: (1, (16, 12), ['', '', '', ''], [(18, 7), (6, 1), (12, 1)], [False, False, False, False], 10, False, [False, False, False, False], 6795, 'East', (17, 12))
Element 46: (1, (17, 12), ['', '', '', ''], [(17, 7), (6, 2), (12, 2)], [False, False, False, False], 8, False, [False, False, False, False], 6804, 'South', (17, 11))
Element 47: (1, (17, 11), ['', '', '', ''], [(17, 6), (7, 2), (11, 2)], [False, False, False, False], 6, False, [False, False, False, False], 6813, 'West', (16, 11))
Element 48: (1, (16, 11), ['%', '', '', ''], [(16, 6), (8, 2), (11, 3)], [True, False, False, False], 4, False, [False, False, False, False], 6812, 'East', (17, 11))
Element 49: (1, (17, 11), ['', '', '', ''], [(15, 6), (7, 2), (11, 4)], [False, False, False, False], 2, False, [False, False, False, False], 6811, 'South', (17, 10))
Element 50: (1, (17, 10), ['', '', '', ''], [(15, 6), (6, 2), (10, 4)], [False, False, False, False], 0, False, [False, False, False, False], 6820, 'Stop', (17, 10))
Element 51: #0#
