Element 1: (2, (10, 2), ['F', '%', '.', '.'], [(2, 3), (5, 3), (14, 5)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '.', ''], [(3, 3), (6, 3), (15, 5)], [False, False, False, False], 96, False, [True, True, True, False], 1048, 'North', (9, 3))
Element 3: (2, (9, 3), ['F', '', '.', '.'], [(3, 4), (7, 3), (16, 5)], [False, False, False, False], 94, False, [False, False, True, True], 1087, 'West', (8, 3))
Element 4: (2, (8, 3), ['', '.', '.', ''], [(4, 4), (7, 2), (17, 5)], [False, False, False, False], 92, False, [False, True, True, False], 2116, 'North', (8, 4))
Element 5: (2, (8, 4), ['%', '', '.', '.'], [(4, 5), (8, 2), (18, 5)], [True, False, False, False], 90, False, [False, False, True, True], 2155, 'East', (9, 4))
Element 6: (2, (9, 4), ['', '', '.', '.'], [(5, 5), (8, 1), (18, 4)], [False, False, False, False], 88, False, [False, False, True, True], 2194, 'East', (10, 4))
Element 7: (2, (10, 4), ['', '.', 'F', '.'], [(6, 5), (9, 1), (18, 3)], [False, False, False, False], 86, False, [False, True, False, True], 2233, 'North', (10, 5))
Element 8: (2, (10, 5), ['.', '', '%', '%'], [(6, 6), (9, 2), (17, 3)], [False, False, True, True], 84, False, [True, False, False, False], 3252, 'West', (9, 5))
Element 9: (2, (9, 5), ['.', '', '.', ''], [(5, 6), (10, 2), (17, 4)], [False, False, False, False], 82, False, [True, False, True, False], 3281, 'North', (9, 6))
Element 10: (2, (9, 6), ['.', '', '.', '%'], [(4, 6), (11, 2), (16, 4)], [False, False, False, True], 80, False, [True, False, True, False], 3320, 'North', (9, 7))
Element 11: (2, (9, 7), ['%', '', '.', '.'], [(3, 6), (12, 2), (16, 3)], [True, False, False, False], 78, False, [False, False, True, True], 3359, 'East', (10, 7))
Element 12: (2, (10, 7), ['', '%', '.', '%'], [(3, 7), (13, 2), (16, 4)], [False, True, False, True], 76, False, [False, False, True, False], 3388, 'North', (10, 8))
Element 13: (2, (10, 8), ['.', '', '%', '%'], [(2, 7), (14, 2), (15, 4)], [False, False, True, True], 74, False, [True, False, False, False], 3427, 'West', (9, 8))
Element 14: (2, (9, 8), ['.', '', '%', ''], [(2, 8), (14, 3), (14, 4)], [False, False, True, False], 72, False, [True, False, False, False], 4456, 'West', (8, 8))
Element 15: (2, (8, 8), ['.', '%', '.', ''], [(1, 8), (13, 3), (13, 4)], [False, True, False, False], 70, False, [True, False, True, False], 5485, 'North', (8, 9))
Element 16: (2, (8, 9), ['.', '', '%', '%'], [(1, 7), (13, 4), (13, 5)], [False, False, True, True], 68, False, [True, False, False, False], 5514, 'West', (7, 9))
Element 17: (2, (7, 9), ['.', '.', '%', ''], [(1, 6), (12, 4), (13, 6)], [False, False, True, False], 66, False, [True, True, False, False], 5553, 'South', (7, 8))
Element 18: (2, (7, 8), ['.', '%', '', ''], [(2, 6), (12, 5), (12, 6)], [False, True, False, False], 64, False, [True, False, False, False], 5592, 'West', (6, 8))
Element 19: (2, (6, 8), ['.', '%', '.', ''], [(2, 5), (13, 5), (11, 6)], [False, True, False, False], 62, False, [True, False, True, False], 5621, 'North', (6, 9))
Element 20: (2, (6, 9), ['%', '', '%', ''], [(3, 5), (14, 5), (12, 6)], [True, False, True, False], 60, False, [False, False, False, False], 5640, 'South', (6, 8))
Element 21: (2, (6, 8), ['.', '%', '', ''], [(2, 5), (15, 5), (13, 6)], [False, True, False, False], 58, False, [True, False, False, False], 5639, 'West', (5, 8))
Element 22: (2, (5, 8), ['.', '%', '%', ''], [(2, 4), (15, 6), (13, 5)], [False, True, True, False], 56, False, [True, False, False, False], 5668, 'West', (4, 8))
