Element 1: (3, (17, 9), ['.', '%', '.', '%'], [(5, 13), (4, 1), (8, 12)], [False, True, False, True], 98, False, [True, False, True, False], 1019, 'North', (17, 10))
Element 2: (3, (17, 10), ['.', '', '.', '.'], [(6, 13), (5, 1), (7, 12)], [False, False, False, False], 96, False, [True, False, True, True], 1058, 'East', (18, 10))
Element 3: (3, (18, 10), ['', '%', '.', '%'], [(7, 13), (6, 1), (6, 12)], [False, True, False, True], 94, False, [False, False, True, False], 2087, 'North', (18, 11))
Element 4: (3, (18, 11), ['.', '', '.', '%'], [(7, 12), (7, 1), (6, 11)], [False, False, False, True], 92, False, [True, False, True, False], 2116, 'North', (18, 12))
Element 5: (3, (18, 12), ['.', '', '.', '%'], [(8, 12), (8, 1), (5, 11)], [False, False, False, True], 90, False, [True, False, True, False], 2145, 'North', (18, 13))
Element 6: (3, (18, 13), ['.', '', '%', '%'], [(9, 12), (9, 1), (5, 12)], [False, False, True, True], 88, False, [True, False, False, False], 2174, 'West', (17, 13))
Element 7: (3, (17, 13), ['.', '.', '%', ''], [(10, 12), (9, 2), (4, 12)], [False, False, True, False], 86, False, [True, True, False, False], 3203, 'South', (17, 12))
Element 8: (3, (17, 12), ['.', '.', '', ''], [(11, 12), (10, 2), (4, 11)], [False, False, False, False], 84, False, [True, True, False, False], 3242, 'South', (17, 11))
Element 9: (3, (17, 11), ['.', '', '', ''], [(12, 12), (11, 2), (4, 10)], [False, False, False, False], 82, False, [True, False, False, False], 3281, 'West', (16, 11))
Element 10: (3, (16, 11), ['%', '.', '.', ''], [(13, 12), (12, 2), (3, 10)], [True, False, False, False], 80, False, [False, True, True, False], 3320, 'North', (16, 12))
Element 11: (3, (16, 12), ['.', '', '.', ''], [(13, 13), (13, 2), (2, 10)], [False, False, False, False], 78, False, [True, False, True, False], 3359, 'North', (16, 13))
Element 12: (3, (16, 13), ['.', '', '%', ''], [(14, 13), (14, 2), (2, 11)], [False, False, True, False], 76, False, [True, False, False, False], 4388, 'West', (15, 13))
Element 13: (3, (15, 13), ['', '.', '%', ''], [(13, 13), (14, 3), (1, 11)], [False, False, True, False], 74, False, [False, True, False, False], 5407, 'South', (15, 12))
Element 14: (3, (15, 12), ['%', '%', '', ''], [(12, 13), (14, 4), (1, 12)], [True, True, False, False], 72, False, [False, False, False, False], 5446, 'North', (15, 13))
Element 15: (3, (15, 13), ['', '', '%', ''], [(13, 13), (15, 4), (2, 12)], [False, False, True, False], 70, False, [False, False, False, False], 5465, 'West', (14, 13))
Element 16: (3, (14, 13), ['', '%', '%', ''], [(13, 12), (16, 4), (3, 12)], [False, True, True, False], 68, False, [False, False, False, False], 5484, 'West', (13, 13))
Element 17: (3, (13, 13), ['', '', '%', ''], [(13, 11), (17, 4), (3, 13)], [False, False, True, False], 66, False, [False, False, False, False], 5513, 'South', (13, 12))
Element 18: (3, (13, 12), ['', '', '', '%'], [(12, 11), (18, 4), (4, 13)], [False, False, False, True], 64, False, [False, False, False, False], 5532, 'South', (13, 11))
Element 19: (3, (13, 11), ['', '%', '', '%'], [(12, 12), (18, 5), (5, 13)], [False, True, False, True], 62, False, [False, False, False, False], 5541, 'West', (12, 11))
Element 20: (3, (12, 11), ['%', '%', '', ''], [(13, 12), (17, 5), (6, 13)], [True, True, False, False], 60, False, [False, False, False, False], 5550, 'North', (12, 12))
Element 21: (3, (12, 12), ['', '', '', ''], [(13, 11), (17, 6), (7, 13)], [False, False, False, False], 58, False, [False, False, False, False], 5559, 'North', (12, 13))
Element 22: (3, (12, 13), ['%', '', '%', ''], [(12, 11), (17, 7), (6, 13)], [True, False, True, False], 56, False, [False, False, False, False], 5568, 'South', (12, 12))
Element 23: (3, (12, 12), ['', '', '', ''], [(13, 11), (18, 7), (5, 13)], [False, False, False, False], 54, False, [False, False, False, False], 5577, 'West', (11, 12))
Element 24: (3, (11, 12), ['', '%', '%', ''], [(12, 11), (17, 7), (4, 13)], [False, True, True, False], 52, False, [False, False, False, False], 5576, 'West', (10, 12))
Element 25: (3, (10, 12), ['', '%', '.', ''], [(12, 12), (17, 6), (3, 13)], [False, True, False, False], 50, False, [False, False, True, False], 5575, 'North', (10, 13))
Element 26: (3, (10, 13), ['.', '', '%', '%'], [(11, 12), (16, 6), (3, 12)], [False, False, True, True], 48, False, [True, False, False, False], 5594, 'West', (9, 13))
Element 27: (3, (9, 13), ['%', '', '%', ''], [(10, 12), (16, 5), (2, 12)], [True, False, True, False], 46, False, [False, False, False, False], 5613, 'South', (9, 12))
Element 28: (3, (9, 12), ['', '%', '', ''], [(10, 13), (15, 5), (1, 12)], [False, True, False, False], 44, False, [False, False, False, False], 5622, 'West', (8, 12))
Element 29: (3, (8, 12), ['', '%', '%', ''], [(9, 13), (15, 6), (1, 13)], [False, True, True, False], 42, False, [False, False, False, False], 5641, 'West', (7, 12))
Element 30: (3, (7, 12), ['', '%', '', ''], [(10, 13), (15, 7), (1, 12)], [False, True, False, False], 40, False, [False, False, False, False], 5650, 'North', (7, 13))
Element 31: (3, (7, 13), ['', '', '%', '%'], [(10, 12), (15, 8), (1, 11)], [False, False, True, True], 38, False, [False, False, False, False], 5659, 'West', (6, 13))
Element 32: (3, (6, 13), ['', '', '%', ''], [(9, 12), (14, 8), (1, 10)], [False, False, True, False], 36, False, [False, False, False, False], 5678, 'South', (6, 12))
Element 33: (3, (6, 12), ['', '', '', ''], [(9, 13), (14, 7), (1, 11)], [False, False, False, False], 34, False, [False, False, False, False], 5687, 'South', (6, 11))
Element 34: (3, (6, 11), ['', '%', '', '%'], [(9, 12), (14, 8), (2, 11)], [False, True, False, True], 32, False, [False, False, False, False], 5686, 'West', (5, 11))
Element 35: (3, (5, 11), ['', '%', '', ''], [(8, 12), (13, 8), (2, 12)], [False, True, False, False], 30, False, [False, False, False, False], 5695, 'North', (5, 12))
Element 36: (3, (5, 12), ['', '', '', ''], [(7, 12), (14, 8), (2, 11)], [False, False, False, False], 28, False, [False, False, False, False], 5694, 'North', (5, 13))
Element 37: (3, (5, 13), ['', '', '%', ''], [(6, 12), (15, 8), (2, 10)], [False, False, True, False], 26, False, [False, False, False, False], 5693, 'West', (4, 13))
Element 38: (3, (4, 13), ['', '', '%', ''], [(6, 11), (15, 7), (1, 10)], [False, False, True, False], 24, False, [False, False, False, False], 5692, 'South', (4, 12))
Element 39: (3, (4, 12), ['', '', '', ''], [(5, 11), (14, 7), (2, 10)], [False, False, False, False], 22, False, [False, False, False, False], 5691, 'South', (4, 11))
Element 40: (3, (4, 11), ['%', '', '', ''], [(5, 12), (15, 7), (3, 10)], [True, False, False, False], 20, False, [False, False, False, False], 5690, 'South', (4, 10))
Element 41: (3, (4, 10), ['', '%', '', '%'], [(4, 12), (15, 6), (2, 10)], [False, True, False, True], 18, False, [False, False, False, False], 5689, 'West', (3, 10))
Element 42: (3, (3, 10), ['', '%', '%', ''], [(4, 11), (15, 5), (1, 10)], [False, True, True, False], 16, False, [False, False, False, False], 5688, 'West', (2, 10))
Element 43: (3, (2, 10), ['', '%', '', ''], [(4, 10), (14, 5), (1, 11)], [False, True, False, False], 14, False, [False, False, False, False], 5697, 'North', (2, 11))
Element 44: (3, (2, 11), ['', '', '', '%'], [(3, 10), (13, 5), (1, 12)], [False, False, False, True], 12, False, [False, False, False, False], 5706, 'North', (2, 12))
Element 45: (3, (2, 12), ['', '', '%', ''], [(2, 10), (13, 6), (2, 12)], [False, False, True, False], 10, False, [False, False, False, False], 5715, 'East', (3, 12))
Element 46: (3, (3, 12), ['G', '%', '', ''], [(2, 11), (12, 6), (2, 12)], [False, True, False, False], 8, False, [False, False, False, False], 5724, 'North', (3, 13))
Element 47: (3, (3, 13), ['%', 'G', '%', ''], [(1, 11), (12, 5), (3, 12)], [True, False, True, False], 6, False, [False, False, False, False], 5733, 'East', (4, 13))
Element 48: (3, (4, 13), ['', 'G', '%', ''], [(1, 12), (12, 4), (4, 12)], [False, False, True, False], 4, False, [False, False, False, False], 5742, 'South', (4, 12))
Element 49: (3, (4, 12), ['', '', 'G', ''], [(2, 12), (13, 4), (4, 13)], [False, False, False, False], 2, False, [False, False, False, False], 5751, 'West', (3, 12))
Element 50: (3, (3, 12), ['G', '%', '', ''], [(2, 12), (13, 4), (4, 13)], [False, True, False, False], 0, False, [False, False, False, False], 5750, 'Stop', (3, 12))
Element 51: #0#
