Element 1: (0, (14, 5), ['.', '.', '%', '.'], [(5, 3), (11, 12), (18, 3)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (15, 5))
Element 2: (0, (15, 5), ['', '.', '.', '.'], [(6, 3), (12, 12), (18, 4)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (16, 5))
Element 3: (0, (16, 5), ['', '.', '.', '.'], [(7, 3), (13, 12), (18, 5)], [False, False, False, False], 94, False, [False, True, True, True], 78, 'East', (17, 5))
Element 4: (0, (17, 5), ['', '.', '.', ''], [(8, 3), (13, 13), (18, 4)], [False, False, False, False], 92, False, [False, True, True, False], 1097, 'North', (17, 6))
Element 5: (0, (17, 6), ['.', '', '.', '%'], [(9, 3), (14, 13), (17, 4)], [False, False, False, True], 90, False, [True, False, True, False], 1136, 'North', (17, 7))
Element 6: (0, (17, 7), ['%', '', '%', '.'], [(9, 2), (15, 13), (17, 3)], [True, False, True, False], 88, False, [False, False, False, True], 2165, 'East', (18, 7))
Element 7: (0, (18, 7), ['', '%', '%', '%'], [(10, 2), (16, 13), (16, 3)], [False, True, True, True], 86, False, [False, False, False, False], 2204, 'West', (17, 7))
Element 8: (0, (17, 7), ['%', '', '%', ''], [(11, 2), (17, 13), (16, 4)], [True, False, True, False], 84, False, [False, False, False, False], 2233, 'South', (17, 6))
Element 9: (0, (17, 6), ['.', '', '', '%'], [(12, 2), (18, 13), (15, 4)], [False, False, False, True], 82, False, [True, False, False, False], 2262, 'West', (16, 6))
Element 10: (0, (16, 6), ['.', '', '%', ''], [(13, 2), (18, 12), (14, 4)], [False, False, True, False], 80, False, [True, False, False, False], 2301, 'West', (15, 6))
Element 11: (0, (15, 6), ['%', '', '.', ''], [(14, 2), (18, 11), (14, 3)], [True, False, False, False], 78, False, [False, False, True, False], 2340, 'North', (15, 7))
Element 12: (0, (15, 7), ['.', '', '.', '%'], [(14, 1), (18, 10), (13, 3)], [False, False, False, True], 76, False, [True, False, True, False], 2379, 'North', (15, 8))
Element 13: (0, (15, 8), ['.', '', '%', '%'], [(15, 1), (17, 10), (13, 4)], [False, False, True, True], 74, False, [True, False, False, False], 2418, 'West', (14, 8))
Element 14: (0, (14, 8), ['.', '.', '%', ''], [(14, 1), (17, 11), (13, 5)], [False, False, True, False], 72, False, [True, True, False, False], 2447, 'South', (14, 7))
Element 15: (0, (14, 7), ['%', '%', '', ''], [(13, 1), (17, 12), (13, 6)], [True, True, False, False], 70, False, [False, False, False, False], 2486, 'North', (14, 8))
Element 16: (0, (14, 8), ['.', '', '%', ''], [(12, 1), (16, 12), (12, 6)], [False, False, True, False], 68, False, [True, False, False, False], 2515, 'West', (13, 8))
Element 17: (0, (13, 8), ['%', '%', '%', ''], [(11, 1), (16, 11), (12, 5)], [True, True, True, False], 66, False, [False, False, False, False], 2554, 'East', (14, 8))
Element 18: (0, (14, 8), ['', '', '%', ''], [(12, 1), (16, 10), (12, 4)], [False, False, True, False], 64, False, [False, False, False, False], 2573, 'East', (15, 8))
Element 19: (0, (15, 8), ['', '', '%', '%'], [(13, 1), (16, 9), (11, 4)], [False, False, True, True], 62, False, [False, False, False, False], 2592, 'South', (15, 7))
Element 20: (0, (15, 7), ['', '', '', '%'], [(14, 1), (17, 9), (11, 3)], [False, False, False, True], 60, False, [False, False, False, False], 2611, 'West', (14, 7))
Element 21: (0, (14, 7), ['%', '%', '', ''], [(14, 2), (16, 9), (10, 3)], [True, True, False, False], 58, False, [False, False, False, False], 2620, 'East', (15, 7))
Element 22: (0, (15, 7), ['', '', '', '%'], [(13, 2), (16, 10), (10, 4)], [False, False, False, True], 56, False, [False, False, False, False], 2629, 'South', (15, 6))
Element 23: (0, (15, 6), ['%', '', '', ''], [(13, 3), (16, 11), (10, 5)], [True, False, False, False], 54, False, [False, False, False, False], 3628, 'East', (16, 6))
Element 24: (0, (16, 6), ['', '', '%', ''], [(14, 3), (16, 12), (9, 5)], [False, False, True, False], 52, False, [False, False, False, False], 3637, 'East', (17, 6))
Element 25: (0, (17, 6), ['', '', '', '%'], [(14, 4), (15, 12), (9, 6)], [False, False, False, True], 50, False, [False, False, False, False], 3656, 'South', (17, 5))
Element 26: (0, (17, 5), ['', '', '', ''], [(15, 4), (16, 12), (9, 7)], [False, False, False, False], 48, False, [False, False, False, False], 3665, 'South', (17, 4))
Element 27: (0, (17, 4), ['G', '', '', ''], [(16, 4), (17, 12), (10, 7)], [False, False, False, False], 46, False, [False, False, False, False], 3674, 'East', (18, 4))
Element 28: (0, (18, 4), ['G', '', '', '%'], [(17, 4), (17, 11), (10, 8)], [False, False, False, True], 44, False, [False, False, False, False], 3683, 'North', (18, 5))
Element 29: (0, (18, 5), ['', 'G', '%', '%'], [(18, 4), (16, 11), (9, 8)], [False, False, True, True], 42, False, [False, False, False, False], 3692, 'West', (17, 5))
Element 30: (0, (17, 5), ['', '', '', 'G'], [(18, 5), (17, 11), (8, 8)], [False, False, False, False], 40, False, [False, False, False, False], 3701, 'South', (17, 4))
Element 31: (0, (17, 4), ['', '', 'G', ''], [(17, 5), (17, 10), (8, 9)], [False, False, False, False], 38, False, [False, False, False, False], 3710, 'East', (18, 4))
Element 32: (0, (18, 4), ['', '', '', '%'], [(17, 6), (17, 9), (7, 9)], [False, False, False, True], 36, False, [False, False, False, False], 3719, 'West', (17, 4))
Element 33: (0, (17, 4), ['', '', '', ''], [(17, 7), (17, 10), (7, 8)], [False, False, False, False], 34, False, [False, False, False, False], 3728, 'South', (17, 3))
Element 34: (0, (17, 3), ['', '%', '', ''], [(18, 7), (16, 10), (6, 8)], [False, True, False, False], 32, False, [False, False, False, False], 3737, 'East', (18, 3))
Element 35: (0, (18, 3), ['', '%', '', '%'], [(17, 7), (17, 10), (6, 9)], [False, True, False, True], 30, False, [False, False, False, False], 3746, 'West', (17, 3))
Element 36: (0, (17, 3), ['', '%', '', ''], [(17, 6), (18, 10), (6, 8)], [False, True, False, False], 28, False, [False, False, False, False], 3745, 'West', (16, 3))
Element 37: (0, (16, 3), ['%', '%', '', ''], [(16, 6), (18, 11), (5, 8)], [True, True, False, False], 26, False, [False, False, False, False], 3754, 'North', (16, 4))
Element 38: (0, (16, 4), ['', '', 'G', ''], [(16, 5), (17, 11), (4, 8)], [False, False, False, False], 24, False, [False, False, False, False], 3763, 'West', (15, 4))
Element 39: (0, (15, 4), ['', '%', 'G', ''], [(15, 5), (18, 11), (5, 8)], [False, True, False, False], 22, False, [False, False, False, False], 3762, 'West', (14, 4))
Element 40: (0, (14, 4), ['', '', '', ''], [(15, 6), (18, 12), (6, 8)], [False, False, False, False], 20, False, [False, False, False, False], 3761, 'South', (14, 3))
Element 41: (0, (14, 3), ['', '', '', '%'], [(15, 7), (17, 12), (7, 8)], [False, False, False, True], 18, False, [False, False, False, False], 3760, 'South', (14, 2))
Element 42: (0, (14, 2), ['', '', '', '%'], [(15, 8), (18, 12), (7, 9)], [False, False, False, True], 16, False, [False, False, False, False], 3759, 'South', (14, 1))
Element 43: (0, (14, 1), ['', '%', '', ''], [(14, 8), (18, 13), (6, 9)], [False, True, False, False], 14, False, [False, False, False, False], 3758, 'East', (15, 1))
Element 44: (0, (15, 1), ['', '%', '%', '%'], [(14, 7), (17, 13), (7, 9)], [False, True, True, True], 12, False, [False, False, False, False], 3757, 'West', (14, 1))
Element 45: (0, (14, 1), ['', '%', '', ''], [(14, 8), (17, 12), (8, 9)], [False, True, False, False], 10, False, [False, False, False, False], 3756, 'West', (13, 1))
Element 46: (0, (13, 1), ['', '%', '', ''], [(13, 8), (17, 13), (8, 8)], [False, True, False, False], 8, False, [False, False, False, False], 3755, 'North', (13, 2))
Element 47: (0, (13, 2), ['', '', '', ''], [(14, 8), (16, 13), (7, 8)], [False, False, False, False], 6, False, [False, False, False, False], 3754, 'North', (13, 3))
Element 48: (0, (13, 3), ['%', '', '', ''], [(15, 8), (16, 12), (8, 8)], [True, False, False, False], 4, False, [False, False, False, False], 3753, 'North', (13, 4))
Element 49: (0, (13, 4), ['', '', '', ''], [(15, 7), (16, 13), (9, 8)], [False, False, False, False], 2, False, [False, False, False, False], 3752, 'North', (13, 5))
Element 50: (0, (13, 5), ['', '', '', ''], [(14, 7), (15, 13), (10, 8)], [False, False, False, False], 0, False, [False, False, False, False], 3751, 'Stop', (13, 5))
Element 51: #0#
