Element 1: (2, (10, 2), ['F', '%', '.', '.'], [(13, 1), (6, 12), (15, 5)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '.', ''], [(14, 1), (7, 12), (16, 5)], [False, False, False, False], 96, False, [True, True, True, False], 1048, 'North', (9, 3))
Element 3: (2, (9, 3), ['F', '', '.', '.'], [(15, 1), (8, 12), (17, 5)], [False, False, False, False], 94, False, [False, False, True, True], 2077, 'West', (8, 3))
Element 4: (2, (8, 3), ['.', '.', '.', ''], [(14, 1), (9, 12), (18, 5)], [False, False, False, False], 92, False, [True, True, True, False], 3096, 'North', (8, 4))
Element 5: (2, (8, 4), ['%', '', '.', '.'], [(14, 2), (10, 12), (18, 4)], [True, False, False, False], 90, False, [False, False, True, True], 3135, 'East', (9, 4))
Element 6: (2, (9, 4), ['', '', '.', '.'], [(14, 3), (11, 12), (18, 3)], [False, False, False, False], 88, False, [False, False, True, True], 3174, 'East', (10, 4))
Element 7: (2, (10, 4), ['', '.', 'F', '.'], [(14, 4), (12, 12), (17, 3)], [False, False, False, False], 86, False, [False, True, False, True], 3213, 'North', (10, 5))
Element 8: (2, (10, 5), ['.', '', '%', '%'], [(15, 4), (13, 12), (17, 4)], [False, False, True, True], 84, False, [True, False, False, False], 4242, 'West', (9, 5))
Element 9: (2, (9, 5), ['.', '', '.', ''], [(15, 5), (13, 13), (16, 4)], [False, False, False, False], 82, False, [True, False, True, False], 4271, 'North', (9, 6))
Element 10: (2, (9, 6), ['.', '', '.', '%'], [(15, 6), (14, 13), (16, 3)], [False, False, False, True], 80, False, [True, False, True, False], 4310, 'North', (9, 7))
Element 11: (2, (9, 7), ['%', '', '.', '.'], [(16, 6), (15, 13), (16, 4)], [True, False, False, False], 78, False, [False, False, True, True], 4339, 'East', (10, 7))
Element 12: (2, (10, 7), ['', '%', '.', '%'], [(17, 6), (16, 13), (15, 4)], [False, True, False, True], 76, False, [False, False, True, False], 4368, 'North', (10, 8))
Element 13: (2, (10, 8), ['.', '', '%', '%'], [(17, 7), (17, 13), (14, 4)], [False, False, True, True], 74, False, [True, False, False, False], 4397, 'West', (9, 8))
Element 14: (2, (9, 8), ['.', '', '%', ''], [(18, 7), (18, 13), (14, 5)], [False, False, True, False], 72, False, [True, False, False, False], 4436, 'West', (8, 8))
Element 15: (2, (8, 8), ['.', '%', '.', ''], [(17, 7), (18, 12), (13, 5)], [False, True, False, False], 70, False, [True, False, True, False], 4465, 'North', (8, 9))
Element 16: (2, (8, 9), ['.', '', '%', '%'], [(17, 6), (18, 11), (13, 6)], [False, False, True, True], 68, False, [True, False, False, False], 4494, 'West', (7, 9))
Element 17: (2, (7, 9), ['.', '.', '%', ''], [(17, 5), (18, 10), (12, 6)], [False, False, True, False], 66, False, [True, True, False, False], 4523, 'South', (7, 8))
Element 18: (2, (7, 8), ['.', '%', '', ''], [(18, 5), (17, 10), (12, 5)], [False, True, False, False], 64, False, [True, False, False, False], 4552, 'West', (6, 8))
Element 19: (2, (6, 8), ['.', '%', '.', ''], [(18, 4), (17, 11), (12, 4)], [False, True, False, False], 62, False, [True, False, True, False], 4581, 'North', (6, 9))
Element 20: (2, (6, 9), ['%', '', '%', ''], [(18, 3), (17, 12), (13, 4)], [True, False, True, False], 60, False, [False, False, False, False], 4610, 'South', (6, 8))
Element 21: (2, (6, 8), ['.', '%', '', ''], [(17, 3), (16, 12), (13, 3)], [False, True, False, False], 58, False, [True, False, False, False], 4629, 'West', (5, 8))
Element 22: (2, (5, 8), ['.', '%', '%', ''], [(17, 4), (16, 11), (13, 2)], [False, True, True, False], 56, False, [True, False, False, False], 4658, 'West', (4, 8))
Element 23: (2, (4, 8), ['%', '%', '%', ''], [(16, 4), (16, 10), (12, 2)], [True, True, True, False], 54, False, [False, False, False, False], 4687, 'East', (5, 8))
Element 24: (2, (5, 8), ['', '%', '%', ''], [(16, 5), (16, 9), (11, 2)], [False, True, True, False], 52, False, [False, False, False, False], 4706, 'East', (6, 8))
Element 25: (2, (6, 8), ['', '%', '', ''], [(16, 4), (17, 9), (11, 3)], [False, True, False, False], 50, False, [False, False, False, False], 4725, 'East', (7, 8))
Element 26: (2, (7, 8), ['', '%', '', ''], [(16, 3), (16, 9), (11, 4)], [False, True, False, False], 48, False, [False, False, False, False], 4734, 'North', (7, 9))
Element 27: (2, (7, 9), ['', '', '%', ''], [(16, 4), (16, 10), (10, 4)], [False, False, True, False], 46, False, [False, False, False, False], 4733, 'West', (6, 9))
Element 28: (2, (6, 9), ['%', '', '%', ''], [(17, 4), (16, 11), (10, 3)], [True, False, True, False], 44, False, [False, False, False, False], 4742, 'East', (7, 9))
Element 29: (2, (7, 9), ['', '', '%', ''], [(17, 3), (16, 12), (10, 2)], [False, False, True, False], 42, False, [False, False, False, False], 4741, 'East', (8, 9))
Element 30: (2, (8, 9), ['', '', '%', '%'], [(16, 3), (15, 12), (9, 2)], [False, False, True, True], 40, False, [False, False, False, False], 4750, 'South', (8, 8))
Element 31: (2, (8, 8), ['', '%', '', ''], [(17, 3), (16, 12), (9, 1)], [False, True, False, False], 38, False, [False, False, False, False], 4759, 'West', (7, 8))
Element 32: (2, (7, 8), ['', '%', '', ''], [(18, 3), (17, 12), (8, 1)], [False, True, False, False], 36, False, [False, False, False, False], 4768, 'East', (8, 8))
Element 33: (2, (8, 8), ['', '%', '', ''], [(18, 4), (17, 11), (8, 2)], [False, True, False, False], 34, False, [False, False, False, False], 4777, 'East', (9, 8))
Element 34: (2, (9, 8), ['', '', '%', ''], [(17, 4), (16, 11), (7, 2)], [False, False, True, False], 32, False, [False, False, False, False], 4786, 'East', (10, 8))
Element 35: (2, (10, 8), ['', '', '%', '%'], [(18, 4), (17, 11), (7, 3)], [False, False, True, True], 30, False, [False, False, False, False], 4795, 'South', (10, 7))
Element 36: (2, (10, 7), ['', '%', '', '%'], [(18, 5), (17, 10), (6, 3)], [False, True, False, True], 28, False, [False, False, False, False], 4804, 'West', (9, 7))
Element 37: (2, (9, 7), ['%', '', '', ''], [(17, 5), (17, 9), (6, 4)], [True, False, False, False], 26, False, [False, False, False, False], 4813, 'North', (9, 8))
Element 38: (2, (9, 8), ['', '', '%', ''], [(17, 4), (17, 10), (6, 5)], [False, False, True, False], 24, False, [False, False, False, False], 4822, 'South', (9, 7))
Element 39: (2, (9, 7), ['%', '', '', ''], [(17, 5), (16, 10), (6, 6)], [True, False, False, False], 22, False, [False, False, False, False], 4831, 'South', (9, 6))
